download_date;currency;stops_0;price;duration_0;arrival_airport_0;airlines;arrival_time_0;number_stops_0;number_destinations;depart_time_0;day_week_0;depart_airport_0;date_0;link
23-09-2017-20h-25m-08s;€;;24;2.5;CIA;Ryanair;20:25;0;1;17:55;mar;MAD;14-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;;24;2.5;CIA;Ryanair;9:00;0;1;6:30;lun;MAD;13-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;;24;2.5;CIA;Ryanair;16:10;0;1;13:40;mar;MAD;14-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;;24;2.5;CIA;Ryanair;9:00;0;1;6:30;mar;MAD;14-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;;28;2.5;CIA;Ryanair;16:10;0;1;13:40;vie;MAD;10-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;;28;2.5;CIA;Ryanair;20:25;0;1;17:55;sáb;MAD;11-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;;28;2.5;CIA;Ryanair;16:10;0;1;13:40;lun;MAD;13-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;;28;2.5;CIA;Ryanair;9:00;0;1;6:30;dom;MAD;12-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;;34;2.5;CIA;Ryanair;20:25;0;1;17:55;vie;MAD;10-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;;34;2.5;CIA;Ryanair;16:10;0;1;13:40;sáb;MAD;11-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;;34;2.5;CIA;Ryanair;20:25;0;1;17:55;jue;MAD;9-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;;34;2.5;CIA;Ryanair;16:10;0;1;13:40;dom;MAD;12-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;;40;2.5;CIA;Ryanair;9:00;0;1;6:30;vie;MAD;10-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;;40;2.5;CIA;Ryanair;9:00;0;1;6:30;mié;MAD;8-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;;40;2.5;CIA;Ryanair;9:00;0;1;6:30;sáb;MAD;11-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;;40;2.5;CIA;Ryanair;20:25;0;1;17:55;dom;MAD;12-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;;40;2.5;CIA;Ryanair;20:35;0;1;18:05;lun;MAD;13-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;;45;2.5;FCO;Iberia;22:10;0;1;19:40;sáb;MAD;11-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;;45;2.5;FCO;Iberia;14:35;0;1;12:05;sáb;MAD;11-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;;48;2.5;CIA;Ryanair;20:25;0;1;17:55;mié;MAD;8-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;;48;2.5;CIA;Ryanair;16:10;0;1;13:40;mié;MAD;8-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;;49;2.5;FCO;Iberia;22:10;0;1;19:40;lun;MAD;13-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;;49;2.5;FCO;Iberia;14:35;0;1;12:05;mar;MAD;14-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;;49;2.5;FCO;Iberia;22:10;0;1;19:40;mar;MAD;14-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;;49;2.5;FCO;Iberia;22:10;0;1;19:40;jue;MAD;9-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;BRI;50;11.2;FCO;Ryanair;18:20;1;1;7:10;sáb;MAD;11-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;53;5.8;FCO;TAP AIR PORTUGAL;13:25;1;1;7:35;sáb;MAD;11-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;53;18.8;FCO;TAP AIR PORTUGAL;13:25;1;1;18:35;sáb;MAD;11-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;53;20.8;FCO;TAP AIR PORTUGAL  - Portugalia opera el vuel;13:25;1;1;16:40;sáb;MAD;11-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;55;27.3;FCO;TAP AIR PORTUGAL  - Portugalia opera el vuel;13:25;1;1;10:05;sáb;MAD;11-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;STN;57;15.8;CIA;Ryanair;9:55;1;1;18:05;sáb;MAD;11-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;CRL;58;16.3;CIA;Ryanair;22:55;1;1;6:35;sáb;MAD;11-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;63;5.1;FCO;TAP AIR PORTUGAL;23:40;1;1;18:35;vie;MAD;10-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;63;5.1;FCO;TAP AIR PORTUGAL;23:40;1;1;18:35;lun;MAD;13-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;63;5.1;FCO;TAP AIR PORTUGAL;23:40;1;1;18:35;mié;MAD;8-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;63;5.1;FCO;TAP AIR PORTUGAL;23:40;1;1;18:35;mar;MAD;14-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;63;5.8;FCO;TAP AIR PORTUGAL;13:25;1;1;7:35;vie;MAD;10-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;63;5.8;FCO;TAP AIR PORTUGAL;13:25;1;1;7:35;mié;MAD;8-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;63;6.5;FCO;TAP AIR PORTUGAL;18:45;1;1;12:15;mié;MAD;8-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;63;7;FCO;TAP AIR PORTUGAL;23:40;1;1;16:40;vie;MAD;10-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;63;7;FCO;TAP AIR PORTUGAL;23:40;1;1;16:40;lun;MAD;13-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;63;7;FCO;TAP AIR PORTUGAL;23:40;1;1;16:40;mié;MAD;8-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;63;7;FCO;TAP AIR PORTUGAL;23:40;1;1;16:40;mar;MAD;14-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;63;8.7;FCO;TAP AIR PORTUGAL;18:45;1;1;10:05;mié;MAD;8-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;STN;63;10;CIA;Ryanair;23:05;1;1;13:05;sáb;MAD;11-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;63;11.2;FCO;TAP AIR PORTUGAL;18:45;1;1;7:35;mié;MAD;8-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;63;11.4;FCO;TAP AIR PORTUGAL;23:40;1;1;12:15;vie;MAD;10-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;63;11.4;FCO;TAP AIR PORTUGAL;23:40;1;1;12:15;lun;MAD;13-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;63;11.4;FCO;TAP AIR PORTUGAL;23:40;1;1;12:15;mar;MAD;14-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;63;11.4;FCO;TAP AIR PORTUGAL;23:40;1;1;12:15;jue;MAD;9-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;STN;63;12.9;CIA;Ryanair;19:15;1;1;6:20;sáb;MAD;11-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;63;13.6;FCO;TAP AIR PORTUGAL;23:40;1;1;10:05;vie;MAD;10-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;63;13.6;FCO;TAP AIR PORTUGAL  - Portugalia opera el vuel;23:40;1;1;10:05;lun;MAD;13-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;63;13.6;FCO;TAP AIR PORTUGAL;23:40;1;1;10:05;mar;MAD;14-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;63;13.6;FCO;TAP AIR PORTUGAL  - Portugalia opera el vuel;23:40;1;1;10:05;jue;MAD;9-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;63;13.8;FCO;TAP AIR PORTUGAL;10:55;1;1;21:05;vie;MAD;10-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;63;13.8;FCO;TAP AIR PORTUGAL;10:55;1;1;21:05;lun;MAD;13-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;63;13.8;FCO;TAP AIR PORTUGAL;10:55;1;1;21:05;mié;MAD;8-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
23-09-2017-20h-25m-08s;€;LIS;63;13.8;FCO;TAP AIR PORTUGAL;10:55;1;1;21:05;mar;MAD;14-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
