download_date;currency;stops_0;price;duration_0;arrival_airport_0;airlines;arrival_time_0;number_stops_0;number_destinations;depart_time_0;day_week_0;depart_airport_0;date_0;link
23-09-2017-20h-57m-46s;€;;37;2.4;RTM;Transavia;22:55;0;1;20:30;lun;FCO;25-12;https://www.kayak.es/flights/ROM-AMS/2017-12-25-flexible
23-09-2017-20h-57m-46s;€;;49;2.7;AMS;easyJet;12:50;0;1;10:10;vie;FCO;22-12;https://www.kayak.es/flights/ROM-AMS/2017-12-25-flexible
23-09-2017-20h-57m-46s;€;;51;2.7;AMS;Vueling;21:05;0;1;18:25;lun;FCO;25-12;https://www.kayak.es/flights/ROM-AMS/2017-12-25-flexible
23-09-2017-20h-57m-46s;€;;56;2.7;AMS;Iberia  - Vueling opera el vuel;21:05;0;1;18:25;lun;FCO;25-12;https://www.kayak.es/flights/ROM-AMS/2017-12-25-flexible
23-09-2017-20h-57m-46s;€;;78;2.7;AMS;easyJet;12:50;0;1;10:10;sáb;FCO;23-12;https://www.kayak.es/flights/ROM-AMS/2017-12-25-flexible
23-09-2017-20h-57m-46s;€;MUC;90;5.2;AMS;Eurowings  - airberlin opera el vuel;14:30;1;1;9:15;lun;FCO;25-12;https://www.kayak.es/flights/ROM-AMS/2017-12-25-flexible
23-09-2017-20h-57m-46s;€;HAM;98;4.8;AMS;Eurowings  - airberlin, Eurowings opera el vuel;19:35;1;1;14:45;lun;FCO;25-12;https://www.kayak.es/flights/ROM-AMS/2017-12-25-flexible
23-09-2017-20h-57m-46s;€;CDG;110;5.4;AMS;Air France  - KLM opera el vuel;11:45;1;1;6:20;lun;FCO;25-12;https://www.kayak.es/flights/ROM-AMS/2017-12-25-flexible
23-09-2017-20h-57m-46s;€;PRG;115;7.3;AMS;Czech Airlines;19:00;1;1;11:40;lun;FCO;25-12;https://www.kayak.es/flights/ROM-AMS/2017-12-25-flexible
23-09-2017-20h-57m-46s;€;;117;2.7;AMS;easyJet;12:50;0;1;10:10;mié;FCO;27-12;https://www.kayak.es/flights/ROM-AMS/2017-12-25-flexible
23-09-2017-20h-57m-46s;€;CDG;119;7.7;AMS;Air France;14:00;1;1;6:20;lun;FCO;25-12;https://www.kayak.es/flights/ROM-AMS/2017-12-25-flexible
23-09-2017-20h-57m-46s;€;STR;120;6.2;AMS;Eurowings  - Eurowings, airberlin opera el vuel;18:55;1;1;12:45;lun;FCO;25-12;https://www.kayak.es/flights/ROM-AMS/2017-12-25-flexible
23-09-2017-20h-57m-46s;€;;121;2.5;AMS;Alitalia;11:00;0;1;8:30;lun;FCO;25-12;https://www.kayak.es/flights/ROM-AMS/2017-12-25-flexible
23-09-2017-20h-57m-46s;€;LYS;124;24.2;AMS;Air France  - HOP! opera el vuel;13:35;1;1;13:20;lun;FCO;25-12;https://www.kayak.es/flights/ROM-AMS/2017-12-25-flexible
23-09-2017-20h-57m-46s;€;;125;2.5;AMS;Alitalia;17:00;0;1;14:30;lun;FCO;25-12;https://www.kayak.es/flights/ROM-AMS/2017-12-25-flexible
23-09-2017-20h-57m-46s;€;LTN;126;12.1;AMS;Monarch Airlines / easyJet;9:00;1;1;20:55;lun;FCO;25-12;https://www.kayak.es/flights/ROM-AMS/2017-12-25-flexible
