download_date;currency;stops_0;price;duration_0;arrival_airport_0;airlines;arrival_time_0;number_stops_0;number_destinations;depart_time_0;day_week_0;depart_airport_0;date_0;link
23-09-2017-20h-28m-31s;€;;41;2.7;AMS;Vueling;21:05;0;1;18:25;lun;FCO;4-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;;51;2.7;AMS;Iberia  - Vueling opera el vuel;20:55;0;1;18:15;vie;FCO;1-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;;51;2.8;AMS;Vueling;12:55;0;1;10:10;lun;FCO;4-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;;51;2.8;AMS;Iberia  - Vueling opera el vuel;12:55;0;1;10:10;sáb;FCO;2-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;;51;2.8;AMS;Iberia  - Vueling opera el vuel;12:55;0;1;10:10;dom;FCO;3-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;;61;2.8;AMS;Iberia  - Vueling opera el vuel;12:55;0;1;10:10;lun;FCO;4-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;;62;2.3;EIN;Ryanair;15:20;0;1;13:00;lun;CIA;4-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;ATH;63;18;AMS;Aegean Airlines;11:25;1;1;17:25;lun;FCO;4-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;ATH;63;24.8;AMS;Aegean Airlines;11:25;1;1;10:40;lun;FCO;4-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;BOD;64;7.1;AMS;Air France  - HOP!, KLM Cityhopper For KLM Royal Dutch Airli opera el vuel;19:55;1;1;12:50;lun;FCO;4-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;BOD;64;19;AMS;Air France  - HOP! opera el vuel;7:50;1;1;12:50;lun;FCO;4-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;;66;2.8;AMS;Iberia  - Vueling opera el vuel;12:55;0;1;10:10;vie;FCO;1-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;LYS;68;19.5;AMS;Air France  - HOP!, KLM opera el vuel;8:50;1;1;13:20;lun;FCO;4-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;LYS;72;6.5;AMS;Air France  - HOP!, KLM Cityhopper For KLM Royal Dutch Airli opera el vuel;19:50;1;1;13:20;sáb;FCO;2-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;BOD;72;7.1;AMS;Air France  - HOP!, KLM Cityhopper For KLM Royal Dutch Airli opera el vuel;19:55;1;1;12:50;jue;FCO;7-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;;73;2.8;AMS;easyJet;18:20;0;1;15:35;dom;FCO;3-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;LYS;75;6.5;AMS;Air France  - HOP!, KLM opera el vuel;19:50;1;1;13:20;lun;FCO;4-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;CDG;80;4.7;AMS;Air France  - KLM opera el vuel;11:00;1;1;6:20;vie;FCO;1-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;CDG;80;4.7;AMS;Air France  - KLM opera el vuel;11:00;1;1;6:20;sáb;FCO;2-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;MUC;80;5.2;AMS;Eurowings  - airberlin opera el vuel;14:30;1;1;9:15;lun;FCO;4-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;CDG;80;6.8;AMS;Air France;13:05;1;1;6:20;mié;FCO;6-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;CDG;80;8.8;AMS;Air France  - KLM opera el vuel;21:40;1;1;12:50;sáb;FCO;2-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;CDG;80;9.7;AMS;Air France  - KLM opera el vuel;20:00;1;1;10:20;sáb;FCO;2-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;CDG;80;11.3;AMS;Air France  - KLM opera el vuel;21:40;1;1;10:20;sáb;FCO;2-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;CDG;80;12.5;AMS;Air France;8:35;1;1;20:05;sáb;FCO;2-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;STR;90;6.2;AMS;Eurowings  - Eurowings, airberlin opera el vuel;18:55;1;1;12:45;lun;FCO;4-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;CDG;91;4.7;AMS;Air France  - KLM opera el vuel;11:00;1;1;6:20;dom;FCO;3-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;CDG;91;5.2;AMS;Air France;18:05;1;1;12:50;mié;FCO;6-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;CDG;91;5.2;AMS;Air France  - KLM opera el vuel;21:40;1;1;16:25;sáb;FCO;2-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;CDG;91;5.2;AMS;Air France;18:05;1;1;12:50;vie;FCO;1-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;CDG;91;5.3;AMS;Air France  - KLM opera el vuel;11:40;1;1;6:20;mié;FCO;6-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;CDG;91;5.4;AMS;Air France  - KLM opera el vuel;11:45;1;1;6:20;vie;FCO;1-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;CDG;91;5.4;AMS;Air France  - KLM opera el vuel;11:45;1;1;6:20;mar;FCO;5-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;CDG;91;7.7;AMS;Air France;14:00;1;1;6:20;mar;FCO;5-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;CDG;91;8.8;AMS;Air France  - KLM opera el vuel;21:40;1;1;12:50;mié;FCO;6-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;CDG;91;9.5;AMS;Air France  - KLM opera el vuel;15:50;1;1;6:20;dom;FCO;3-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;CDG;91;9.6;AMS;Air France  - KLM opera el vuel;15:55;1;1;6:20;mar;FCO;5-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;CPH;94;9.1;AMS;Norwegian;16:25;1;1;7:20;mar;FCO;5-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;CPH;94;9.1;AMS;Norwegian;16:25;1;1;7:20;mié;FCO;6-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;;95;2.7;AMS;easyJet;12:50;0;1;10:10;mar;FCO;5-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;LYS;95;24.2;AMS;Air France  - HOP! opera el vuel;13:35;1;1;13:20;lun;FCO;4-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;;96;2.7;AMS;Iberia  - Vueling opera el vuel;21:05;0;1;18:25;dom;FCO;3-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;LGW;96;8;AMS;Iberia / British Airways  - Vueling opera el vuel;18:05;1;1;10:05;lun;FCO;4-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;LGW;99;15.5;AMS;Iberia / British Airways  - Vueling opera el vuel;10:05;1;1;18:35;lun;FCO;4-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;HAM;100;4.8;AMS;Eurowings  - airberlin opera el vuel;19:35;1;1;14:45;lun;FCO;4-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;CPH;101;6.8;AMS;Norwegian;14:05;1;1;7:20;dom;FCO;3-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;CPH;101;9.1;AMS;Norwegian;16:25;1;1;7:20;jue;FCO;7-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;CPH;101;9.1;AMS;Norwegian  - Norwegian Air International opera el vuel;16:25;1;1;7:20;lun;FCO;4-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;LGW;102;17.7;AMS;British Airways;10:05;1;1;16:25;lun;FCO;4-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;LGW;102;21.6;AMS;British Airways;14:00;1;1;16:25;lun;FCO;4-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;OSL;104;7.2;AMS;Norwegian;21:00;1;1;13:50;mié;FCO;6-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;MLA;104;14.4;AMS;Air Malta;10:40;1;1;20:15;lun;FCO;4-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;MLA;104;24.5;AMS;Air Malta;10:40;1;1;10:10;lun;FCO;4-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;;105;2.5;AMS;Alitalia;11:00;0;1;8:30;lun;FCO;4-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;;105;2.5;AMS;Alitalia;17:00;0;1;14:30;lun;FCO;4-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;;105;2.6;AMS;Alitalia;22:55;0;1;20:20;lun;FCO;4-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
23-09-2017-20h-28m-31s;€;LHR;106;12.8;AMS;British Airways;9:15;1;1;20:25;sáb;FCO;2-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
