download_date;currency;stops_0;price;duration_0;arrival_airport_0;airlines;arrival_time_0;number_stops_0;number_destinations;depart_time_0;day_week_0;depart_airport_0;date_0;link
23-09-2017-20h-44m-15s;€;LIS;54;14.4;FCO;TAP AIR PORTUGAL;10:40;1;1;20:15;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;LIS;59;16;FCO;TAP AIR PORTUGAL;23:30;1;1;7:30;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;LIS;61;27.2;FCO;TAP AIR PORTUGAL;10:40;1;1;7:30;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;WMI;76;16.5;CIA;Ryanair;23:00;1;1;6:30;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;;89;2.5;CIA;Ryanair;9:05;0;1;6:35;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;SOF;92;9.7;CIA;Wizz Air / Ryanair;7:35;1;1;21:55;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;;104;2.5;CIA;Ryanair;23:05;0;1;20:35;vie;MAD;6-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;;107;2.5;CIA;Ryanair;16:00;0;1;13:30;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;LIS;111;24.8;FCO;TAP AIR PORTUGAL;10:40;1;1;9:55;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;;127;2.5;CIA;Ryanair;23:05;0;1;20:35;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;LIS;127;13.6;FCO;TAP AIR PORTUGAL;23:30;1;1;9:55;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;;129;2.4;FCO;Iberia;22:05;0;1;19:40;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;CGN;136;15.4;CIA;Ryanair;12:30;1;1;21:05;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;LGW;137;9.8;FCO;British Airways  - Iberia Express For Iberia, Vueling opera el vuel;18:40;1;1;8:55;mié;MAD;4-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;VIE;140;5.9;FCO;Eurowings  - Eurowings Europe opera el vuel;20:40;1;1;14:45;mié;MAD;4-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;;141;2.4;FCO;Alitalia;8:35;0;1;6:10;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;;147;2.4;FCO;Iberia;18:20;0;1;15:55;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;;147;2.5;CIA;Ryanair;16:00;0;1;13:30;vie;MAD;6-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;LHR;203;8.4;FCO;British Airways;19:20;1;1;10:55;mié;MAD;4-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;BCN;208;14.9;FCO;Vueling;9:10;1;1;18:15;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;CDG;209;7.6;FCO;Air France;22:55;1;1;15:20;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;LHR;232;9.8;FCO;British Airways;22:10;1;1;12:20;mié;MAD;4-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;LGW;256;17.3;FCO;easyJet / Vueling;0:20;1;1;7:00;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;LGW;260;14.3;FCO;easyJet;21:20;1;1;7:00;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;ZRH;266;9.3;FCO;SWISS;19:15;1;1;9:55;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;LGW;280;26.8;FCO;easyJet / Vueling;0:40;1;1;21:50;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;LIS;293;8.8;FCO;TAP AIR PORTUGAL;16:20;1;1;7:30;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;OSL;311;13.2;FCO;Norwegian;21:10;1;1;8:00;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;VIE;324;5.9;FCO;Austrian Airlines  - Eurowings Europe For Eurowings opera el vuel;20:40;1;1;14:45;mié;MAD;4-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;AMS;328;9.2;FCO;KLM  - Air Europa opera el vuel;16:35;1;1;7:20;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;AMS;371;9.9;FCO;KLM;22:45;1;1;12:50;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;AMS;519;12.8;FCO;KLM;18:45;1;1;6:00;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;AUH;1043;21.1;FCO;Etihad Airways  - Alitalia opera el vuel;7:05;1;1;10:00;mié;MAD;4-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;€;AUH;1044;27.1;FCO;Etihad Airways;13:05;1;1;10:00;mié;MAD;4-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;s;;;2.3;FCO;Vueling;21:05;0;1;18:45;mié;MAD;4-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;s;;;2.4;FCO;Alitalia;8:35;0;1;6:10;mié;MAD;4-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;s;;;2.4;FCO;Air Europa;9:30;0;1;7:05;mié;MAD;4-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;s;;;2.4;FCO;Air Europa;17:25;0;1;15:00;mié;MAD;4-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;s;;;2.4;FCO;Iberia;18:20;0;1;15:55;mié;MAD;4-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;s;;;2.4;FCO;Iberia;11:15;0;1;8:50;mié;MAD;4-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;s;;;2.4;FCO;Iberia;22:05;0;1;19:40;mié;MAD;4-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;s;;;2.4;FCO;Iberia;14:30;0;1;12:05;mié;MAD;4-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;s;;;2.5;FCO;Alitalia;13:55;0;1;11:25;mié;MAD;4-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
23-09-2017-20h-44m-15s;s;;;2.5;FCO;Ethiopian Air;22:45;0;1;20:15;mié;MAD;4-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
