download_date;currency;stops_0;price;duration_0;arrival_airport_0;airlines;arrival_time_0;number_stops_0;number_destinations;depart_time_0;day_week_0;depart_airport_0;date_0;link
23-09-2017-20h-40m-53s;€;;51;2.3;FCO;easyJet;9:35;0;1;7:15;mié;AMS;1-11;https://www.kayak.es/flights/AMS-ROM/2017-11-04-flexible
23-09-2017-20h-40m-53s;€;;56;2.3;FCO;easyJet;9:35;0;1;7:15;sáb;AMS;4-11;https://www.kayak.es/flights/AMS-ROM/2017-11-04-flexible
23-09-2017-20h-40m-53s;€;;70;2.4;FCO;Vueling;9:25;0;1;7:00;sáb;AMS;4-11;https://www.kayak.es/flights/AMS-ROM/2017-11-04-flexible
23-09-2017-20h-40m-53s;€;;73;2.3;FCO;easyJet;9:35;0;1;7:15;vie;AMS;3-11;https://www.kayak.es/flights/AMS-ROM/2017-11-04-flexible
23-09-2017-20h-40m-53s;€;;75;2.3;FCO;easyJet;9:35;0;1;7:15;jue;AMS;2-11;https://www.kayak.es/flights/AMS-ROM/2017-11-04-flexible
23-09-2017-20h-40m-53s;€;;97;2.3;FCO;easyJet;14:55;0;1;12:35;dom;AMS;5-11;https://www.kayak.es/flights/AMS-ROM/2017-11-04-flexible
23-09-2017-20h-40m-53s;€;BCN;110;14.2;FCO;Vueling;8:55;1;1;18:45;sáb;AMS;4-11;https://www.kayak.es/flights/AMS-ROM/2017-11-04-flexible
23-09-2017-20h-40m-53s;€;LGW;112;17.3;FCO;easyJet / Vueling;0:25;1;1;7:05;sáb;AMS;4-11;https://www.kayak.es/flights/AMS-ROM/2017-11-04-flexible
23-09-2017-20h-40m-53s;€;MAD;115;14.8;FCO;Air Europa;9:30;1;1;18:40;sáb;AMS;4-11;https://www.kayak.es/flights/AMS-ROM/2017-11-04-flexible
23-09-2017-20h-40m-53s;€;LGW;118;8;FCO;easyJet / Vueling;0:25;1;1;16:25;sáb;AMS;4-11;https://www.kayak.es/flights/AMS-ROM/2017-11-04-flexible
23-09-2017-20h-40m-53s;€;LGW;119;17.8;FCO;easyJet;10:15;1;1;16:25;sáb;AMS;4-11;https://www.kayak.es/flights/AMS-ROM/2017-11-04-flexible
23-09-2017-20h-40m-53s;€;BCN;125;6.5;FCO;Vueling;13:50;1;1;7:20;sáb;AMS;4-11;https://www.kayak.es/flights/AMS-ROM/2017-11-04-flexible
23-09-2017-20h-40m-53s;€;MAD;151;22.6;FCO;Air Europa;9:30;1;1;10:55;sáb;AMS;4-11;https://www.kayak.es/flights/AMS-ROM/2017-11-04-flexible
23-09-2017-20h-40m-53s;€;;171;2.2;FCO;KLM;23:10;0;1;21:00;vie;AMS;3-11;https://www.kayak.es/flights/AMS-ROM/2017-11-04-flexible
23-09-2017-20h-40m-53s;€;;191;2.3;FCO;KLM;9:10;0;1;6:50;vie;AMS;3-11;https://www.kayak.es/flights/AMS-ROM/2017-11-04-flexible
23-09-2017-20h-40m-53s;€;CPH;208;5.5;FCO;SAS;12:30;1;1;7:00;mié;AMS;1-11;https://www.kayak.es/flights/AMS-ROM/2017-11-04-flexible
23-09-2017-20h-40m-53s;€;CPH;208;5.5;FCO;SAS;12:30;1;1;7:00;jue;AMS;2-11;https://www.kayak.es/flights/AMS-ROM/2017-11-04-flexible
23-09-2017-20h-40m-53s;€;;212;2.2;FCO;KLM;12:10;0;1;9:55;dom;AMS;5-11;https://www.kayak.es/flights/AMS-ROM/2017-11-04-flexible
23-09-2017-20h-40m-53s;€;ZRH;244;9.3;FCO;SWISS;19:10;1;1;9:50;sáb;AMS;4-11;https://www.kayak.es/flights/AMS-ROM/2017-11-04-flexible
23-09-2017-20h-40m-53s;€;PRG;249;4.5;FCO;Czech Airlines  - Alitalia opera el vuel;13:55;1;1;9:25;sáb;AMS;4-11;https://www.kayak.es/flights/AMS-ROM/2017-11-04-flexible
23-09-2017-20h-40m-53s;€;MUC, ATH;261;9.7;FCO;Aegean Airlines  - Lufthansa opera el vuel;16:40;2;1;7:00;mié;AMS;1-11;https://www.kayak.es/flights/AMS-ROM/2017-11-04-flexible
23-09-2017-20h-40m-53s;€;ZRH;317;7.1;FCO;SWISS;14:05;1;1;7:00;sáb;AMS;4-11;https://www.kayak.es/flights/AMS-ROM/2017-11-04-flexible
23-09-2017-20h-40m-53s;s;;;2.2;FCO;KLM;16:25;0;1;14:15;sáb;AMS;4-11;https://www.kayak.es/flights/AMS-ROM/2017-11-04-flexible
23-09-2017-20h-40m-53s;s;;;2.2;FCO;KLM;23:10;0;1;21:00;sáb;AMS;4-11;https://www.kayak.es/flights/AMS-ROM/2017-11-04-flexible
23-09-2017-20h-40m-53s;s;;;2.2;FCO;Alitalia;9:10;0;1;7:00;sáb;AMS;4-11;https://www.kayak.es/flights/AMS-ROM/2017-11-04-flexible
23-09-2017-20h-40m-53s;s;;;2.2;FCO;Alitalia;14:00;0;1;11:50;sáb;AMS;4-11;https://www.kayak.es/flights/AMS-ROM/2017-11-04-flexible
