link;download_date;price;currency;airlines;number_destinations;duration_0;stops_0;number_stops_0;date_0;depart_time_0;arrival_time_0;depart_airport_0;arrival_airport_0;day_week_0
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;17;€;Ryanair;1;2.6;;0;16-11;20:50;23:25;CIA;MAD;jue
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;24;€;Ryanair;1;2.6;;0;15-11;16:35;19:10;CIA;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;24;€;Ryanair;1;2.6;;0;16-11;9:25;12:00;CIA;MAD;jue
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;24;€;Ryanair;1;2.6;;0;15-11;20:50;23:25;CIA;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;28;€;Ryanair;1;2.6;;0;18-11;9:25;12:00;CIA;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;28;€;Ryanair;1;2.6;;0;15-11;9:25;12:00;CIA;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;30;€;Ryanair;1;16.6;BVA;1;21-11;6:30;23:05;CIA;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;31;€;Ryanair;1;7.4;STN;1;15-11;11:10;18:35;CIA;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;31;€;Ryanair;1;7.4;STN;1;21-11;11:10;18:35;CIA;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;31;€;Ryanair;1;9.5;STN;1;15-11;14:05;23:35;CIA;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;31;€;Ryanair;1;9.5;STN;1;21-11;14:05;23:35;CIA;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;40;€;Ryanair;1;2.6;;0;18-11;16:35;19:10;CIA;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;40;€;Ryanair;1;2.6;;0;21-11;20:50;23:25;CIA;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;40;€;Ryanair;1;2.6;;0;20-11;21:00;23:35;CIA;MAD;lun
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;40;€;Ryanair;1;2.6;;0;20-11;16:35;19:10;CIA;MAD;lun
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;40;€;Ryanair;1;2.6;;0;17-11;9:25;12:00;CIA;MAD;vie
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;40;€;Ryanair;1;2.6;;0;20-11;9:25;12:00;CIA;MAD;lun
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;41;€;Wizz Air;1;12;SOF;1;20-11;8:40;20:40;FCO;MAD;lun
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;43;€;Ryanair;1;10.2;MRS;1;20-11;7:30;17:45;CIA;MAD;lun
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;44;€;Wizz Air / Ryanair;1;10.6;OTP;1;20-11;7:45;18:20;CIA;MAD;lun
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;47;€;Wizz Air / Ryanair;1;11.1;SOF;1;20-11;8:40;19:45;FCO;MAD;lun
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;48;€;Ryanair;1;2.6;;0;18-11;20:50;23:25;CIA;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;48;€;Ryanair;1;2.6;;0;21-11;16:35;19:10;CIA;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;48;€;Ryanair;1;2.6;;0;17-11;16:35;19:10;CIA;MAD;vie
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;48;€;Ryanair;1;2.6;;0;16-11;16:35;19:10;CIA;MAD;jue
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;48;€;Ryanair;1;2.6;;0;17-11;20:50;23:25;CIA;MAD;vie
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;49;€;Ryanair;1;7.4;STN;1;16-11;11:10;18:35;CIA;MAD;jue
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;51;€;Vueling;1;2.6;;0;15-11;19:45;22:20;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;55;€;Ryanair;1;11.2;MRS;1;19-11;6:55;18:05;CIA;MAD;dom
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;57;€;Ryanair;1;7.4;STN;1;18-11;11:10;18:35;CIA;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;58;€;Ryanair;1;9.2;CAG;1;21-11;8:20;17:30;CIA;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;61;€;Ryanair;1;9.4;BCN, PMI;2;20-11;8:05;17:30;FCO;MAD;lun
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;61;€;Ryanair;1;10.3;CTA, BGY;2;21-11;10:05;20:25;FCO;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;64;€;Ryanair / Vueling;1;7.2;BCN;1;15-11;8:05;15:20;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;64;€;Ryanair;1;8.2;STN;1;18-11;10:20;18:35;CIA;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;64;€;Ryanair;1;9.9;STN;1;18-11;13:40;23:35;CIA;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;65;€;Ryanair;1;2.6;;0;19-11;9:25;12:00;CIA;MAD;dom
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;65;€;Ryanair;1;2.6;;0;19-11;20:50;23:25;CIA;MAD;dom
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;66;€;Ryanair;1;9.7;CTA;1;19-11;10:05;19:45;FCO;MAD;dom
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;69;€;Vueling;1;2.6;;0;20-11;19:45;22:20;FCO;MAD;lun
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;69;€;Vueling;1;2.6;;0;17-11;19:45;22:20;FCO;MAD;vie
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;69;€;TAP AIR PORTUGAL;1;6.1;LIS;1;18-11;14:15;20:20;FCO;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;70;€;Ryanair / TAP AIR PORTUGAL;1;8.9;LIS;1;21-11;7:00;15:55;CIA;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;71;€;Ryanair;1;7.4;STN;1;17-11;11:10;18:35;CIA;MAD;vie
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;73;€;Ryanair / Vueling;1;9.5;BCN;1;16-11;8:05;17:35;FCO;MAD;jue
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;74;€;Air France;1;5.2;CDG;1;18-11;17:50;23:05;FCO;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;74;€;Air France;1;5.3;CDG;1;18-11;6:20;11:40;FCO;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;74;€;Ryanair;1;6.2;PMO;1;19-11;17:30;23:40;FCO;MAD;dom
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;74;€;Blue Air / Ryanair;1;9.4;OTP;1;20-11;8:55;18:20;FCO;MAD;lun
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;74;€;Ryanair;1;9.5;EIN;1;18-11;9:55;19:25;CIA;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;74;€;Air France;1;10.2;CDG;1;18-11;6:20;16:35;FCO;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;74;€;Air France;1;10.5;CDG;1;18-11;6:20;16:50;FCO;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;74;€;Wizz Air / Ryanair;1;10.6;OTP;1;19-11;7:45;18:20;CIA;MAD;dom
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;75;€;Ryanair / Vueling;1;7.2;BCN;1;16-11;8:05;15:20;FCO;MAD;jue
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;75;€;Ryanair / FlixBus;1;10.8;CGN, FRA;2;18-11;8:55;19:40;CIA;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;76;€;Ryanair;1;9.2;CAG;1;18-11;8:20;17:30;CIA;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;76;€;Ryanair;1;10.3;CTA, BGY;2;20-11;10:05;20:25;FCO;MAD;lun
https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible;23-09-2017-12h-04min-46s;77;€;Alitalia;1;2.6;;0;18-11;8:00;10:35;FCO;MAD;sáb
