download_date;currency;stops_0;price;duration_0;arrival_airport_0;airlines;arrival_time_0;number_stops_0;number_destinations;depart_time_0;day_week_0;depart_airport_0;date_0;link
23-09-2017-20h-31m-54s;€;;70;2.7;AMS;Vueling;12:45;0;1;10:05;mié;FCO;25-10;https://www.kayak.es/flights/ROM-AMS/2017-10-25-flexible
23-09-2017-20h-31m-54s;€;BCN;90;12.3;AMS;Vueling;9:25;1;1;21:05;mié;FCO;25-10;https://www.kayak.es/flights/ROM-AMS/2017-10-25-flexible
23-09-2017-20h-31m-54s;€;CPH;94;10.8;AMS;Norwegian  - Norwegian Air International opera el vuel;18:00;1;1;7:10;mié;FCO;25-10;https://www.kayak.es/flights/ROM-AMS/2017-10-25-flexible
23-09-2017-20h-31m-54s;€;MUC;96;4.3;AMS;Eurowings  - airberlin opera el vuel;16:55;1;1;12:35;mié;FCO;25-10;https://www.kayak.es/flights/ROM-AMS/2017-10-25-flexible
23-09-2017-20h-31m-54s;€;BCN;100;7.4;AMS;Vueling;14:25;1;1;7:00;mié;FCO;25-10;https://www.kayak.es/flights/ROM-AMS/2017-10-25-flexible
23-09-2017-20h-31m-54s;€;;111;2.5;AMS;easyJet;12:50;0;1;10:20;lun;FCO;23-10;https://www.kayak.es/flights/ROM-AMS/2017-10-25-flexible
23-09-2017-20h-31m-54s;€;CPH;115;10.8;AMS;Norwegian;18:00;1;1;7:10;jue;FCO;26-10;https://www.kayak.es/flights/ROM-AMS/2017-10-25-flexible
23-09-2017-20h-31m-54s;€;;117;2.5;AMS;easyJet;12:40;0;1;10:10;mié;FCO;25-10;https://www.kayak.es/flights/ROM-AMS/2017-10-25-flexible
23-09-2017-20h-31m-54s;€;;161;2.3;AMS;KLM;21:55;0;1;19:35;mié;FCO;25-10;https://www.kayak.es/flights/ROM-AMS/2017-10-25-flexible
23-09-2017-20h-31m-54s;€;;166;2.5;AMS;easyJet;12:40;0;1;10:10;sáb;FCO;28-10;https://www.kayak.es/flights/ROM-AMS/2017-10-25-flexible
23-09-2017-20h-31m-54s;€;LGW;178;10.1;AMS;easyJet;20:55;1;1;10:50;mié;FCO;25-10;https://www.kayak.es/flights/ROM-AMS/2017-10-25-flexible
23-09-2017-20h-31m-54s;€;LGW;179;8.8;AMS;easyJet;19:40;1;1;10:50;mié;FCO;25-10;https://www.kayak.es/flights/ROM-AMS/2017-10-25-flexible
23-09-2017-20h-31m-54s;€;;181;2.5;AMS;KLM;9:00;0;1;6:30;vie;FCO;27-10;https://www.kayak.es/flights/ROM-AMS/2017-10-25-flexible
23-09-2017-20h-31m-54s;€;LGW;185;8.2;AMS;Vueling / easyJet;20:55;1;1;12:40;mié;FCO;25-10;https://www.kayak.es/flights/ROM-AMS/2017-10-25-flexible
23-09-2017-20h-31m-54s;€;;202;2.3;AMS;KLM;21:55;0;1;19:35;lun;FCO;23-10;https://www.kayak.es/flights/ROM-AMS/2017-10-25-flexible
23-09-2017-20h-31m-54s;€;ZRH;214;4.5;AMS;SWISS;14:10;1;1;9:40;mié;FCO;25-10;https://www.kayak.es/flights/ROM-AMS/2017-10-25-flexible
23-09-2017-20h-31m-54s;€;ZRH;244;7.6;AMS;SWISS;22:30;1;1;14:55;mié;FCO;25-10;https://www.kayak.es/flights/ROM-AMS/2017-10-25-flexible
23-09-2017-20h-31m-54s;€;BTS, VIE;263;10;AMS;Ryanair / FlixBus / Austrian Airlines;17:00;2;1;7:00;mié;CIA;25-10;https://www.kayak.es/flights/ROM-AMS/2017-10-25-flexible
23-09-2017-20h-31m-54s;€;VIE;281;24.3;AMS;Austrian Airlines  - Eurowings Europe For Eurowings opera el vuel;22:00;1;1;21:40;mié;FCO;25-10;https://www.kayak.es/flights/ROM-AMS/2017-10-25-flexible
23-09-2017-20h-31m-54s;€;ARN;432;8.4;AMS;SAS;18:45;1;1;10:20;dom;FCO;22-10;https://www.kayak.es/flights/ROM-AMS/2017-10-25-flexible
23-09-2017-20h-31m-54s;€;CPH;439;6.7;AMS;SAS  - Air Nostrum LAMSA opera el vuel;18:05;1;1;11:25;sáb;FCO;28-10;https://www.kayak.es/flights/ROM-AMS/2017-10-25-flexible
23-09-2017-20h-31m-54s;€;ATH, FRA;549;11.2;AMS;Aegean Airlines  - Lufthansa opera el vuel;22:15;2;1;11:00;lun;FCO;23-10;https://www.kayak.es/flights/ROM-AMS/2017-10-25-flexible
23-09-2017-20h-31m-54s;s;;;2.5;AMS;KLM;15:10;0;1;12:40;mié;FCO;25-10;https://www.kayak.es/flights/ROM-AMS/2017-10-25-flexible
23-09-2017-20h-31m-54s;s;;;2.5;AMS;Alitalia;17:00;0;1;14:30;mié;FCO;25-10;https://www.kayak.es/flights/ROM-AMS/2017-10-25-flexible
23-09-2017-20h-31m-54s;s;;;2.6;AMS;KLM;20:00;0;1;17:25;mié;FCO;25-10;https://www.kayak.es/flights/ROM-AMS/2017-10-25-flexible
23-09-2017-20h-31m-54s;s;;;2.6;AMS;Alitalia;23:50;0;1;21:15;mié;FCO;25-10;https://www.kayak.es/flights/ROM-AMS/2017-10-25-flexible
