;download_date;currency;stops_0;price;duration_0;arrival_airport_0;airlines;arrival_time_0;number_stops_0;number_destinations;depart_time_0;day_week_0;depart_airport_0;date_0;link
327;23-09-2017-20h-47m-38s;€;LIS;55.0;26.1;FCO;TAP AIR PORTUGAL;18:45;1;1;16:40;mié;MAD;13-12;https://www.kayak.es/flights/MAD-ROM/2017-12-11-flexible
328;23-09-2017-20h-49m-54s;€;LIS;55.0;27.3;FCO;TAP AIR PORTUGAL  - Portugalia opera el vuel;13:25;1;1;10:05;sáb;MAD;2-12;https://www.kayak.es/flights/MAD-ROM/2017-12-02-flexible
329;23-09-2017-20h-40m-53s;€;;56.0;2.3;FCO;easyJet;9:35;0;1;7:15;sáb;AMS;4-11;https://www.kayak.es/flights/AMS-ROM/2017-11-04-flexible
330;23-09-2017-20h-48m-45s;€;;56.0;2.3;FCO;easyJet;9:35;0;1;7:15;sáb;AMS;4-11;https://www.kayak.es/flights/AMS-ROM/2017-11-01-flexible
331;23-09-2017-20h-57m-46s;€;;56.0;2.7;AMS;Iberia  - Vueling opera el vuel;21:05;0;1;18:25;lun;FCO;25-12;https://www.kayak.es/flights/ROM-AMS/2017-12-25-flexible
332;23-09-2017-20h-47m-38s;€;BVA;57.0;19.0;CIA;Ryanair;11:10;1;1;16:10;mié;MAD;13-12;https://www.kayak.es/flights/MAD-ROM/2017-12-11-flexible
333;23-09-2017-20h-46m-30s;€;STN;57.0;7.4;MAD;Ryanair;18:35;1;1;11:10;jue;CIA;23-11;https://www.kayak.es/flights/ROM-MAD/2017-11-25-flexible
334;23-09-2017-20h-54m-24s;€;BVA;57.0;14.5;MAD;Ryanair;21:00;1;1;6:30;lun;CIA;4-12;https://www.kayak.es/flights/ROM-MAD/2017-12-02-flexible
335;23-09-2017-20h-54m-24s;€;CTA;57.0;10.8;MAD;Ryanair;19:45;1;1;9:00;dom;FCO;3-12;https://www.kayak.es/flights/ROM-MAD/2017-12-02-flexible
336;23-09-2017-20h-46m-30s;€;STN;57.0;7.4;MAD;Ryanair;18:35;1;1;11:10;sáb;CIA;25-11;https://www.kayak.es/flights/ROM-MAD/2017-11-25-flexible
337;23-09-2017-20h-25m-08s;€;STN;57.0;15.8;CIA;Ryanair;9:55;1;1;18:05;sáb;MAD;11-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
338;23-09-2017-20h-37m-30s;€;LIS;57.0;24.8;FCO;TAP AIR PORTUGAL  - Portugalia opera el vuel;10:55;1;1;10:05;sáb;MAD;25-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
339;23-09-2017-20h-39m-45s;€;STN;57.0;16.8;MAD;Ryanair;10:15;1;1;17:25;sáb;CIA;18-11;https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible
340;23-09-2017-20h-37m-30s;€;STN;57.0;15.8;CIA;Ryanair;9:55;1;1;18:05;sáb;MAD;25-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
341;23-09-2017-20h-47m-38s;€;LIS;57.0;8.7;FCO;TAP AIR PORTUGAL;18:45;1;1;10:05;mié;MAD;13-12;https://www.kayak.es/flights/MAD-ROM/2017-12-11-flexible
342;23-09-2017-20h-39m-45s;€;OTP;58.0;15.1;MAD;Wizz Air / Ryanair;22:50;1;1;7:45;sáb;CIA;18-11;https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible
343;23-09-2017-20h-58m-53s;€;;58.0;2.7;AMS;easyJet;12:50;0;1;10:10;sáb;FCO;9-12;https://www.kayak.es/flights/ROM-AMS/2017-12-11-flexible
344;23-09-2017-20h-47m-38s;€;LIS;58.0;5.1;FCO;TAP AIR PORTUGAL;23:40;1;1;18:35;mié;MAD;13-12;https://www.kayak.es/flights/MAD-ROM/2017-12-11-flexible
345;23-09-2017-20h-47m-38s;€;LIS;58.0;20.8;FCO;TAP AIR PORTUGAL;13:25;1;1;16:40;mié;MAD;13-12;https://www.kayak.es/flights/MAD-ROM/2017-12-11-flexible
346;23-09-2017-20h-42m-00s;€;CTA;58.0;7.8;FCO;Ryanair;21:35;1;1;13:45;mié;MAD;25-10;https://www.kayak.es/flights/MAD-ROM/2017-10-25-flexible
347;23-09-2017-20h-54m-24s;€;STN;58.0;7.4;MAD;Ryanair;18:35;1;1;11:10;mar;CIA;5-12;https://www.kayak.es/flights/ROM-MAD/2017-12-02-flexible
348;23-09-2017-20h-54m-24s;€;STN;58.0;7.4;MAD;Ryanair;18:35;1;1;11:10;sáb;CIA;2-12;https://www.kayak.es/flights/ROM-MAD/2017-12-02-flexible
349;23-09-2017-20h-25m-08s;€;CRL;58.0;16.3;CIA;Ryanair;22:55;1;1;6:35;sáb;MAD;11-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
350;23-09-2017-20h-37m-30s;€;CRL;58.0;16.3;CIA;Ryanair;22:55;1;1;6:35;sáb;MAD;25-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
351;23-09-2017-20h-45m-23s;€;;59.0;2.2;FCO;easyJet;9:35;0;1;7:20;jue;AMS;26-10;https://www.kayak.es/flights/AMS-ROM/2017-10-25-flexible
352;23-09-2017-20h-46m-30s;€;SOF;59.0;12.0;MAD;Wizz Air;20:40;1;1;8:40;vie;FCO;24-11;https://www.kayak.es/flights/ROM-MAD/2017-11-25-flexible
353;23-09-2017-20h-44m-15s;€;LIS;59.0;16.0;FCO;TAP AIR PORTUGAL;23:30;1;1;7:30;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
354;23-09-2017-20h-55m-31s;€;;59.0;2.3;FCO;easyJet;9:35;0;1;7:15;jue;AMS;28-12;https://www.kayak.es/flights/AMS-ROM/2017-12-25-flexible
355;23-09-2017-20h-47m-38s;€;LIS;59.0;26.6;FCO;TAP AIR PORTUGAL;23:40;1;1;21:05;mié;MAD;13-12;https://www.kayak.es/flights/MAD-ROM/2017-12-11-flexible
356;23-09-2017-20h-54m-24s;€;BRU;59.0;24.0;MAD;Ryanair;19:40;1;1;19:40;mar;FCO;5-12;https://www.kayak.es/flights/ROM-MAD/2017-12-02-flexible
357;23-09-2017-20h-54m-24s;€;BRU;59.0;13.2;MAD;Ryanair;9:30;1;1;20:15;vie;FCO;1-12;https://www.kayak.es/flights/ROM-MAD/2017-12-02-flexible
358;23-09-2017-20h-58m-53s;€;;60.0;2.8;AMS;Vueling;12:55;0;1;10:10;lun;FCO;11-12;https://www.kayak.es/flights/ROM-AMS/2017-12-11-flexible
359;23-09-2017-20h-54m-24s;€;BRU;60.0;13.8;MAD;Ryanair;9:30;1;1;19:40;mar;FCO;5-12;https://www.kayak.es/flights/ROM-MAD/2017-12-02-flexible
360;23-09-2017-20h-22m-54s;€;;60.0;2.3;FCO;easyJet;9:35;0;1;7:15;sáb;AMS;25-11;https://www.kayak.es/flights/AMS-ROM/2017-11-25-flexible
361;23-09-2017-20h-47m-38s;€;LIS;60.0;24.2;FCO;TAP AIR PORTUGAL;18:45;1;1;18:35;mié;MAD;13-12;https://www.kayak.es/flights/MAD-ROM/2017-12-11-flexible
362;23-09-2017-20h-48m-45s;€;;60.0;2.4;FCO;Vueling;9:25;0;1;7:00;sáb;AMS;4-11;https://www.kayak.es/flights/AMS-ROM/2017-11-01-flexible
363;23-09-2017-20h-49m-54s;€;;60.0;2.5;CIA;Ryanair;20:25;0;1;17:55;vie;MAD;1-12;https://www.kayak.es/flights/MAD-ROM/2017-12-02-flexible
364;23-09-2017-20h-49m-54s;€;;60.0;2.5;CIA;Ryanair;9:00;0;1;6:30;mar;MAD;5-12;https://www.kayak.es/flights/MAD-ROM/2017-12-02-flexible
365;23-09-2017-20h-33m-02s;€;;60.0;2.6;MAD;Ryanair;19:10;0;1;16:35;dom;CIA;3-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
366;23-09-2017-20h-54m-24s;€;BRU;60.0;12.5;MAD;Ryanair;19:40;1;1;7:10;vie;FCO;1-12;https://www.kayak.es/flights/ROM-MAD/2017-12-02-flexible
367;23-09-2017-20h-54m-24s;€;BRU;60.0;12.5;MAD;Ryanair;19:40;1;1;7:10;lun;FCO;4-12;https://www.kayak.es/flights/ROM-MAD/2017-12-02-flexible
368;23-09-2017-20h-54m-24s;€;PMO;60.0;11.8;MAD;Ryanair;23:40;1;1;11:55;dom;FCO;3-12;https://www.kayak.es/flights/ROM-MAD/2017-12-02-flexible
369;23-09-2017-20h-54m-24s;€;CTA;60.0;9.7;MAD;Ryanair;19:45;1;1;10:05;dom;FCO;3-12;https://www.kayak.es/flights/ROM-MAD/2017-12-02-flexible
370;23-09-2017-20h-54m-24s;€;;60.0;2.6;MAD;Ryanair;19:10;0;1;16:35;dom;CIA;3-12;https://www.kayak.es/flights/ROM-MAD/2017-12-02-flexible
371;23-09-2017-20h-33m-02s;€;;60.0;2.6;MAD;Ryanair;19:10;0;1;16:35;mié;CIA;6-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
372;23-09-2017-20h-49m-54s;€;;60.0;2.5;CIA;Ryanair;9:00;0;1;6:30;vie;MAD;1-12;https://www.kayak.es/flights/MAD-ROM/2017-12-02-flexible
373;23-09-2017-20h-37m-30s;€;CDG;61.0;9.1;FCO;Air France;19:05;1;1;10:00;sáb;MAD;25-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
374;23-09-2017-20h-37m-30s;€;CDG;61.0;13.2;FCO;Air France;23:15;1;1;10:00;sáb;MAD;25-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
375;23-09-2017-20h-37m-30s;€;CDG;61.0;15.9;FCO;Air France;9:25;1;1;17:30;sáb;MAD;25-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
376;23-09-2017-20h-46m-30s;€;BCN, PMI;61.0;26.3;MAD;Ryanair;19:50;2;1;17:30;vie;FCO;24-11;https://www.kayak.es/flights/ROM-MAD/2017-11-25-flexible
377;23-09-2017-20h-46m-30s;€;BCN, PMI;61.0;9.4;MAD;Ryanair;17:30;2;1;8:05;lun;FCO;27-11;https://www.kayak.es/flights/ROM-MAD/2017-11-25-flexible
378;23-09-2017-20h-48m-45s;€;;61.0;2.4;FCO;Iberia  - Vueling opera el vuel;0:10;0;1;21:45;lun;AMS;30-10;https://www.kayak.es/flights/AMS-ROM/2017-11-01-flexible
379;23-09-2017-20h-48m-45s;€;;61.0;2.4;FCO;Iberia  - Vueling opera el vuel;0:10;0;1;21:45;dom;AMS;29-10;https://www.kayak.es/flights/AMS-ROM/2017-11-01-flexible
380;23-09-2017-20h-46m-30s;€;SOF;61.0;11.1;MAD;Wizz Air / Ryanair;19:45;1;1;8:40;vie;FCO;24-11;https://www.kayak.es/flights/ROM-MAD/2017-11-25-flexible
381;23-09-2017-20h-37m-30s;€;CDG;61.0;5.5;FCO;Air France;23:15;1;1;17:45;sáb;MAD;25-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
382;23-09-2017-20h-37m-30s;€;CDG;61.0;5.8;FCO;Air France;23:15;1;1;17:30;sáb;MAD;25-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
383;23-09-2017-20h-37m-30s;€;CDG;61.0;15.7;FCO;Air France;9:25;1;1;17:45;sáb;MAD;25-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
384;23-09-2017-20h-54m-24s;€;STN;61.0;7.4;MAD;Ryanair;18:35;1;1;11:10;vie;CIA;1-12;https://www.kayak.es/flights/ROM-MAD/2017-12-02-flexible
385;23-09-2017-20h-39m-45s;€;OTP;61.0;16.3;MAD;Ryanair;22:50;1;1;6:30;sáb;CIA;18-11;https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible
386;23-09-2017-20h-46m-30s;€;BCN, PMI;61.0;23.0;MAD;Ryanair;8:05;2;1;9:05;sáb;FCO;25-11;https://www.kayak.es/flights/ROM-MAD/2017-11-25-flexible
387;23-09-2017-20h-46m-30s;€;PMO;61.0;15.2;MAD;Ryanair;23:40;1;1;8:30;dom;FCO;26-11;https://www.kayak.es/flights/ROM-MAD/2017-11-25-flexible
388;23-09-2017-20h-37m-30s;€;BRU;61.0;13.8;FCO;Ryanair;23:50;1;1;10:05;sáb;MAD;25-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
389;23-09-2017-20h-46m-30s;€;BRI, BGY;61.0;17.5;MAD;Ryanair;9:10;2;1;15:40;sáb;FCO;25-11;https://www.kayak.es/flights/ROM-MAD/2017-11-25-flexible
390;23-09-2017-20h-37m-30s;€;CDG;61.0;6.4;FCO;Air France;19:05;1;1;12:40;sáb;MAD;25-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
391;23-09-2017-20h-39m-45s;€;CRL;61.0;17.5;MAD;Ryanair;11:50;1;1;18:20;sáb;CIA;18-11;https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible
392;23-09-2017-20h-37m-30s;€;CDG;61.0;6.8;FCO;Air France;16:50;1;1;10:00;sáb;MAD;25-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
393;23-09-2017-20h-37m-30s;€;CDG;61.0;10.6;FCO;Air France;23:15;1;1;12:40;sáb;MAD;25-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
394;23-09-2017-20h-44m-15s;€;LIS;61.0;27.2;FCO;TAP AIR PORTUGAL;10:40;1;1;7:30;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
395;23-09-2017-20h-47m-38s;€;CDG;61.0;10.6;FCO;Air France;23:15;1;1;12:40;mié;MAD;13-12;https://www.kayak.es/flights/MAD-ROM/2017-12-11-flexible
396;23-09-2017-20h-47m-38s;€;LIS;61.0;6.5;FCO;TAP AIR PORTUGAL;18:45;1;1;12:15;mié;MAD;13-12;https://www.kayak.es/flights/MAD-ROM/2017-12-11-flexible
397;23-09-2017-20h-28m-31s;€;;61.0;2.8;AMS;Iberia  - Vueling opera el vuel;12:55;0;1;10:10;lun;FCO;4-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
398;23-09-2017-20h-48m-45s;€;;62.0;2.3;FCO;easyJet;14:55;0;1;12:35;dom;AMS;29-10;https://www.kayak.es/flights/AMS-ROM/2017-11-01-flexible
399;23-09-2017-20h-37m-30s;€;OTP;62.0;14.0;CIA;Wizz Air / Ryanair;11:05;1;1;21:05;sáb;MAD;25-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
400;23-09-2017-20h-37m-30s;€;CDG;62.0;16.6;FCO;Air France;23:15;1;1;6:40;sáb;MAD;25-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
401;23-09-2017-20h-37m-30s;€;CDG;62.0;20.8;FCO;Air France;9:25;1;1;12:40;sáb;MAD;25-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
402;23-09-2017-20h-37m-30s;€;CDG;62.0;23.4;FCO;Air France;9:25;1;1;10:00;sáb;MAD;25-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
403;23-09-2017-20h-28m-31s;€;;62.0;2.3;EIN;Ryanair;15:20;0;1;13:00;lun;CIA;4-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
404;23-09-2017-20h-47m-38s;€;CDG;62.0;16.6;FCO;Air France;23:15;1;1;6:40;mié;MAD;13-12;https://www.kayak.es/flights/MAD-ROM/2017-12-11-flexible
405;23-09-2017-20h-54m-24s;€;OTP;62.0;16.3;MAD;Ryanair;22:50;1;1;6:30;sáb;CIA;2-12;https://www.kayak.es/flights/ROM-MAD/2017-12-02-flexible
406;23-09-2017-20h-42m-00s;€;LIS;63.0;11.8;FCO;TAP AIR PORTUGAL;10:40;1;1;22:50;jue;MAD;26-10;https://www.kayak.es/flights/MAD-ROM/2017-10-25-flexible
407;23-09-2017-20h-54m-24s;€;CRL;63.0;17.5;MAD;Ryanair;11:50;1;1;18:20;sáb;CIA;2-12;https://www.kayak.es/flights/ROM-MAD/2017-12-02-flexible
408;23-09-2017-20h-42m-00s;€;LIS;63.0;13.6;FCO;TAP AIR PORTUGAL  - Portugalia opera el vuel;23:30;1;1;9:55;jue;MAD;26-10;https://www.kayak.es/flights/MAD-ROM/2017-10-25-flexible
409;23-09-2017-20h-42m-00s;€;LIS;63.0;12.0;FCO;TAP AIR PORTUGAL;19:30;1;1;7:30;dom;MAD;22-10;https://www.kayak.es/flights/MAD-ROM/2017-10-25-flexible
410;23-09-2017-20h-42m-00s;€;LIS;63.0;12.0;FCO;TAP AIR PORTUGAL;19:30;1;1;7:30;jue;MAD;26-10;https://www.kayak.es/flights/MAD-ROM/2017-10-25-flexible
411;23-09-2017-20h-47m-38s;€;SXF;63.0;15.4;CIA;Ryanair;8:30;1;1;17:05;mié;MAD;13-12;https://www.kayak.es/flights/MAD-ROM/2017-12-11-flexible
412;23-09-2017-20h-46m-30s;€;CTA, BLQ;63.0;21.2;MAD;Ryanair;19:25;2;1;22:15;mar;FCO;28-11;https://www.kayak.es/flights/ROM-MAD/2017-11-25-flexible
413;23-09-2017-20h-42m-00s;€;LIS;63.0;11.8;FCO;TAP AIR PORTUGAL;10:40;1;1;22:50;lun;MAD;23-10;https://www.kayak.es/flights/MAD-ROM/2017-10-25-flexible
414;23-09-2017-20h-37m-30s;€;LIS;63.0;5.8;FCO;TAP AIR PORTUGAL;13:25;1;1;7:35;vie;MAD;24-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
415;23-09-2017-20h-37m-30s;€;LIS;63.0;7.0;FCO;TAP AIR PORTUGAL  - Portugalia opera el vuel;23:40;1;1;16:40;jue;MAD;23-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
416;23-09-2017-20h-37m-30s;€;LIS;63.0;5.8;FCO;TAP AIR PORTUGAL;13:25;1;1;7:35;mar;MAD;28-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
417;23-09-2017-20h-37m-30s;€;LIS;63.0;7.0;FCO;TAP AIR PORTUGAL;23:40;1;1;16:40;mié;MAD;22-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
418;23-09-2017-20h-37m-30s;€;LIS;63.0;7.0;FCO;TAP AIR PORTUGAL  - Portugalia opera el vuel;23:40;1;1;16:40;dom;MAD;26-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
419;23-09-2017-20h-46m-30s;€;DUB;63.0;13.0;MAD;Ryanair;10:00;1;1;21:00;mié;CIA;22-11;https://www.kayak.es/flights/ROM-MAD/2017-11-25-flexible
420;23-09-2017-20h-37m-30s;€;LIS;63.0;5.1;FCO;TAP AIR PORTUGAL;23:40;1;1;18:35;dom;MAD;26-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
421;23-09-2017-20h-37m-30s;€;LIS;63.0;5.1;FCO;TAP AIR PORTUGAL;23:40;1;1;18:35;lun;MAD;27-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
422;23-09-2017-20h-37m-30s;€;LIS;63.0;5.1;FCO;TAP AIR PORTUGAL;23:40;1;1;18:35;jue;MAD;23-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
423;23-09-2017-20h-37m-30s;€;LIS;63.0;5.1;FCO;TAP AIR PORTUGAL;23:40;1;1;18:35;mar;MAD;28-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
424;23-09-2017-20h-37m-30s;€;LIS;63.0;5.8;FCO;TAP AIR PORTUGAL;13:25;1;1;7:35;dom;MAD;26-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
425;23-09-2017-20h-37m-30s;€;LIS;63.0;5.8;FCO;TAP AIR PORTUGAL;13:25;1;1;7:35;mié;MAD;22-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
426;23-09-2017-20h-37m-30s;€;LIS;63.0;6.5;FCO;TAP AIR PORTUGAL;18:45;1;1;12:15;mié;MAD;22-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
427;23-09-2017-20h-37m-30s;€;LIS;63.0;8.7;FCO;TAP AIR PORTUGAL;18:45;1;1;10:05;mié;MAD;22-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
428;23-09-2017-20h-37m-30s;€;LIS;63.0;7.0;FCO;TAP AIR PORTUGAL;23:40;1;1;16:40;lun;MAD;27-11;https://www.kayak.es/flights/MAD-ROM/2017-11-25-flexible
429;23-09-2017-20h-25m-08s;€;LIS;63.0;5.1;FCO;TAP AIR PORTUGAL;23:40;1;1;18:35;mar;MAD;14-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
430;23-09-2017-20h-42m-00s;€;LIS;63.0;11.8;FCO;TAP AIR PORTUGAL  - Portugalia opera el vuel;10:40;1;1;22:50;vie;MAD;27-10;https://www.kayak.es/flights/MAD-ROM/2017-10-25-flexible
431;23-09-2017-20h-25m-08s;€;LIS;63.0;13.6;FCO;TAP AIR PORTUGAL  - Portugalia opera el vuel;23:40;1;1;10:05;lun;MAD;13-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
432;23-09-2017-20h-25m-08s;€;LIS;63.0;13.6;FCO;TAP AIR PORTUGAL;23:40;1;1;10:05;vie;MAD;10-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
433;23-09-2017-20h-25m-08s;€;STN;63.0;12.9;CIA;Ryanair;19:15;1;1;6:20;sáb;MAD;11-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
434;23-09-2017-20h-25m-08s;€;LIS;63.0;11.4;FCO;TAP AIR PORTUGAL;23:40;1;1;12:15;jue;MAD;9-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
435;23-09-2017-20h-25m-08s;€;LIS;63.0;11.4;FCO;TAP AIR PORTUGAL;23:40;1;1;12:15;mar;MAD;14-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
436;23-09-2017-20h-25m-08s;€;LIS;63.0;11.4;FCO;TAP AIR PORTUGAL;23:40;1;1;12:15;lun;MAD;13-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
437;23-09-2017-20h-25m-08s;€;LIS;63.0;11.4;FCO;TAP AIR PORTUGAL;23:40;1;1;12:15;vie;MAD;10-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
438;23-09-2017-20h-25m-08s;€;LIS;63.0;11.2;FCO;TAP AIR PORTUGAL;18:45;1;1;7:35;mié;MAD;8-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
439;23-09-2017-20h-25m-08s;€;STN;63.0;10.0;CIA;Ryanair;23:05;1;1;13:05;sáb;MAD;11-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
440;23-09-2017-20h-25m-08s;€;LIS;63.0;8.7;FCO;TAP AIR PORTUGAL;18:45;1;1;10:05;mié;MAD;8-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
441;23-09-2017-20h-25m-08s;€;LIS;63.0;7.0;FCO;TAP AIR PORTUGAL;23:40;1;1;16:40;mar;MAD;14-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
442;23-09-2017-20h-25m-08s;€;LIS;63.0;7.0;FCO;TAP AIR PORTUGAL;23:40;1;1;16:40;mié;MAD;8-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
443;23-09-2017-20h-25m-08s;€;LIS;63.0;7.0;FCO;TAP AIR PORTUGAL;23:40;1;1;16:40;lun;MAD;13-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
444;23-09-2017-20h-25m-08s;€;LIS;63.0;7.0;FCO;TAP AIR PORTUGAL;23:40;1;1;16:40;vie;MAD;10-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
445;23-09-2017-20h-25m-08s;€;LIS;63.0;6.5;FCO;TAP AIR PORTUGAL;18:45;1;1;12:15;mié;MAD;8-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
446;23-09-2017-20h-25m-08s;€;LIS;63.0;5.8;FCO;TAP AIR PORTUGAL;13:25;1;1;7:35;mié;MAD;8-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
447;23-09-2017-20h-25m-08s;€;LIS;63.0;5.8;FCO;TAP AIR PORTUGAL;13:25;1;1;7:35;vie;MAD;10-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
448;23-09-2017-20h-25m-08s;€;LIS;63.0;13.6;FCO;TAP AIR PORTUGAL;23:40;1;1;10:05;mar;MAD;14-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
449;23-09-2017-20h-25m-08s;€;LIS;63.0;13.6;FCO;TAP AIR PORTUGAL  - Portugalia opera el vuel;23:40;1;1;10:05;jue;MAD;9-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
450;23-09-2017-20h-25m-08s;€;LIS;63.0;13.8;FCO;TAP AIR PORTUGAL;10:55;1;1;21:05;vie;MAD;10-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
451;23-09-2017-20h-25m-08s;€;LIS;63.0;13.8;FCO;TAP AIR PORTUGAL;10:55;1;1;21:05;lun;MAD;13-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
452;23-09-2017-20h-25m-08s;€;LIS;63.0;5.1;FCO;TAP AIR PORTUGAL;23:40;1;1;18:35;mié;MAD;8-11;https://www.kayak.es/flights/MAD-ROM/2017-11-11-flexible
453;23-09-2017-20h-33m-02s;€;SOF;63.0;11.1;MAD;Wizz Air / Ryanair;19:45;1;1;8:40;lun;FCO;4-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
454;23-09-2017-20h-42m-00s;€;LIS;63.0;11.1;FCO;TAP AIR PORTUGAL;23:30;1;1;12:25;mar;MAD;24-10;https://www.kayak.es/flights/MAD-ROM/2017-10-25-flexible
455;23-09-2017-20h-42m-00s;€;LIS;63.0;11.1;FCO;TAP AIR PORTUGAL;23:30;1;1;12:25;jue;MAD;26-10;https://www.kayak.es/flights/MAD-ROM/2017-10-25-flexible
456;23-09-2017-20h-42m-00s;€;LIS;63.0;11.1;FCO;TAP AIR PORTUGAL  - Portugalia opera el vuel;23:30;1;1;12:25;lun;MAD;23-10;https://www.kayak.es/flights/MAD-ROM/2017-10-25-flexible
457;23-09-2017-20h-42m-00s;€;LIS;63.0;9.6;FCO;TAP AIR PORTUGAL;19:30;1;1;9:55;dom;MAD;22-10;https://www.kayak.es/flights/MAD-ROM/2017-10-25-flexible
458;23-09-2017-20h-42m-00s;€;LIS;63.0;9.6;FCO;TAP AIR PORTUGAL  - Portugalia opera el vuel;19:30;1;1;9:55;jue;MAD;26-10;https://www.kayak.es/flights/MAD-ROM/2017-10-25-flexible
459;23-09-2017-20h-42m-00s;€;LIS;63.0;8.1;FCO;TAP AIR PORTUGAL;23:30;1;1;15:25;jue;MAD;26-10;https://www.kayak.es/flights/MAD-ROM/2017-10-25-flexible
460;23-09-2017-20h-46m-30s;€;DUB;63.0;13.0;MAD;Ryanair;10:00;1;1;21:00;sáb;CIA;25-11;https://www.kayak.es/flights/ROM-MAD/2017-11-25-flexible
461;23-09-2017-20h-47m-38s;€;CRL;63.0;16.3;CIA;Ryanair;22:55;1;1;6:35;mié;MAD;13-12;https://www.kayak.es/flights/MAD-ROM/2017-12-11-flexible
462;23-09-2017-20h-42m-00s;€;LIS;63.0;7.1;FCO;TAP AIR PORTUGAL;19:30;1;1;12:25;jue;MAD;26-10;https://www.kayak.es/flights/MAD-ROM/2017-10-25-flexible
