;download_date;currency;stops_0;price;duration_0;arrival_airport_0;airlines;arrival_time_0;number_stops_0;number_destinations;depart_time_0;day_week_0;depart_airport_0;date_0;link
648;23-09-2017-20h-39m-45s;€;LIS;77.0;6.1;MAD;TAP AIR PORTUGAL;17:50;1;1;11:45;lun;FCO;20-11;https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible
649;23-09-2017-20h-33m-02s;€;LIS;77.0;6.1;MAD;TAP AIR PORTUGAL;17:50;1;1;11:45;dom;FCO;3-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
650;23-09-2017-20h-33m-02s;€;LIS;77.0;6.1;MAD;TAP AIR PORTUGAL;17:50;1;1;11:45;mar;FCO;5-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
651;23-09-2017-20h-33m-02s;€;LIS;77.0;6.1;MAD;TAP AIR PORTUGAL;17:50;1;1;11:45;sáb;FCO;2-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
652;23-09-2017-20h-33m-02s;€;;77.0;2.6;MAD;Alitalia;10:35;0;1;8:00;lun;FCO;4-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
653;23-09-2017-20h-33m-02s;€;;77.0;2.6;MAD;Alitalia;17:05;0;1;14:30;lun;FCO;4-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
654;23-09-2017-20h-29m-39s;€;AGP;77.0;8.8;AMS;Ryanair;18:35;1;1;9:45;sáb;FCO;25-11;https://www.kayak.es/flights/ROM-AMS/2017-11-25-flexible
655;23-09-2017-21h-02m-15s;€;CGN, FRA;77.0;10.8;MAD;Ryanair / FlixBus;19:40;2;1;8:55;mié;CIA;13-12;https://www.kayak.es/flights/ROM-MAD/2017-12-11-flexible
656;23-09-2017-20h-39m-45s;€;LIS;77.0;6.1;MAD;TAP AIR PORTUGAL;20:20;1;1;14:15;vie;FCO;17-11;https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible
657;23-09-2017-20h-39m-45s;€;LIS;77.0;6.1;MAD;TAP AIR PORTUGAL;17:50;1;1;11:45;vie;FCO;17-11;https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible
658;23-09-2017-20h-39m-45s;€;LIS;77.0;6.1;MAD;TAP AIR PORTUGAL;17:50;1;1;11:45;mar;FCO;21-11;https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible
659;23-09-2017-20h-39m-45s;€;LIS;77.0;6.1;MAD;TAP AIR PORTUGAL;17:50;1;1;11:45;dom;FCO;19-11;https://www.kayak.es/flights/ROM-MAD/2017-11-18-flexible
660;23-09-2017-20h-33m-02s;€;;77.0;2.7;MAD;Alitalia;23:55;0;1;21:15;lun;FCO;4-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
661;23-09-2017-20h-47m-38s;€;BRU;78.0;16.2;FCO;Brussels Airlines;9:55;1;1;17:45;mar;MAD;12-12;https://www.kayak.es/flights/MAD-ROM/2017-12-11-flexible
662;23-09-2017-20h-33m-02s;€;LIS;78.0;11.2;MAD;TAP AIR PORTUGAL;23:00;1;1;11:45;lun;FCO;4-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
663;23-09-2017-20h-47m-38s;€;BRU;78.0;10.4;FCO;Brussels Airlines;16:50;1;1;6:25;vie;MAD;8-12;https://www.kayak.es/flights/MAD-ROM/2017-12-11-flexible
664;23-09-2017-20h-47m-38s;€;BRU;78.0;16.2;FCO;Brussels Airlines;9:55;1;1;17:45;mié;MAD;13-12;https://www.kayak.es/flights/MAD-ROM/2017-12-11-flexible
665;23-09-2017-20h-47m-38s;€;BRU;78.0;16.2;FCO;Brussels Airlines;9:55;1;1;17:45;jue;MAD;14-12;https://www.kayak.es/flights/MAD-ROM/2017-12-11-flexible
666;23-09-2017-20h-47m-38s;€;BRU;78.0;23.1;FCO;Brussels Airlines;16:50;1;1;17:45;mié;MAD;13-12;https://www.kayak.es/flights/MAD-ROM/2017-12-11-flexible
667;23-09-2017-20h-47m-38s;€;BRU;78.0;16.2;FCO;Brussels Airlines;9:55;1;1;17:45;lun;MAD;11-12;https://www.kayak.es/flights/MAD-ROM/2017-12-11-flexible
668;23-09-2017-20h-47m-38s;€;BRU;78.0;21.2;FCO;Brussels Airlines;9:55;1;1;12:40;mié;MAD;13-12;https://www.kayak.es/flights/MAD-ROM/2017-12-11-flexible
669;23-09-2017-20h-47m-38s;€;BRU;78.0;21.2;FCO;Brussels Airlines;9:55;1;1;12:40;mar;MAD;12-12;https://www.kayak.es/flights/MAD-ROM/2017-12-11-flexible
670;23-09-2017-20h-47m-38s;€;BRU;78.0;21.2;FCO;Brussels Airlines;9:55;1;1;12:40;jue;MAD;14-12;https://www.kayak.es/flights/MAD-ROM/2017-12-11-flexible
671;23-09-2017-20h-47m-38s;€;BRU;78.0;21.2;FCO;Brussels Airlines;9:55;1;1;12:40;vie;MAD;8-12;https://www.kayak.es/flights/MAD-ROM/2017-12-11-flexible
672;23-09-2017-20h-47m-38s;€;BRU;78.0;21.2;FCO;Brussels Airlines;9:55;1;1;12:40;lun;MAD;11-12;https://www.kayak.es/flights/MAD-ROM/2017-12-11-flexible
673;23-09-2017-20h-47m-38s;€;BRU;78.0;23.1;FCO;Brussels Airlines;16:50;1;1;17:45;mar;MAD;12-12;https://www.kayak.es/flights/MAD-ROM/2017-12-11-flexible
674;23-09-2017-20h-47m-38s;€;BRU;78.0;23.1;FCO;Brussels Airlines;16:50;1;1;17:45;jue;MAD;14-12;https://www.kayak.es/flights/MAD-ROM/2017-12-11-flexible
675;23-09-2017-20h-47m-38s;€;BRU;78.0;23.1;FCO;Brussels Airlines;16:50;1;1;17:45;lun;MAD;11-12;https://www.kayak.es/flights/MAD-ROM/2017-12-11-flexible
676;23-09-2017-20h-47m-38s;€;BRU;78.0;27.5;FCO;Brussels Airlines;9:55;1;1;6:25;mié;MAD;13-12;https://www.kayak.es/flights/MAD-ROM/2017-12-11-flexible
677;23-09-2017-20h-47m-38s;€;BRU;78.0;16.2;FCO;Brussels Airlines;9:55;1;1;17:45;vie;MAD;8-12;https://www.kayak.es/flights/MAD-ROM/2017-12-11-flexible
678;23-09-2017-20h-33m-02s;€;LIS;78.0;8.8;MAD;TAP AIR PORTUGAL;23:00;1;1;14:15;lun;FCO;4-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
679;23-09-2017-20h-57m-46s;€;;78.0;2.7;AMS;easyJet;12:50;0;1;10:10;sáb;FCO;23-12;https://www.kayak.es/flights/ROM-AMS/2017-12-25-flexible
680;23-09-2017-20h-33m-02s;€;LIS;79.0;22.2;MAD;TAP AIR PORTUGAL;17:50;1;1;19:35;vie;FCO;1-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
681;23-09-2017-20h-33m-02s;€;LIS;79.0;24.8;MAD;TAP AIR PORTUGAL;20:20;1;1;19:35;vie;FCO;1-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
682;23-09-2017-20h-33m-02s;€;LIS;79.0;27.6;MAD;TAP AIR PORTUGAL;17:50;1;1;14:15;sáb;FCO;2-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
683;23-09-2017-20h-48m-45s;€;NCE;79.0;7.4;FCO;Transavia / Vueling;14:10;1;1;6:45;vie;AMS;3-11;https://www.kayak.es/flights/AMS-ROM/2017-11-01-flexible
684;23-09-2017-20h-48m-45s;€;CTA;79.0;6.4;FCO;Transavia / Ryanair;13:00;1;1;6:35;jue;AMS;2-11;https://www.kayak.es/flights/AMS-ROM/2017-11-01-flexible
685;23-09-2017-20h-33m-02s;€;;79.0;2.7;MAD;Air Europa;21:05;0;1;18:25;lun;FCO;4-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
686;23-09-2017-20h-28m-31s;€;CDG;80.0;4.7;AMS;Air France  - KLM opera el vuel;11:00;1;1;6:20;vie;FCO;1-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
687;23-09-2017-20h-22m-54s;€;BCN;80.0;7.2;FCO;Transavia / Ryanair;21:55;1;1;14:40;sáb;AMS;25-11;https://www.kayak.es/flights/AMS-ROM/2017-11-25-flexible
688;23-09-2017-20h-29m-39s;€;;80.0;2.8;AMS;Vueling;12:55;0;1;10:10;sáb;FCO;25-11;https://www.kayak.es/flights/ROM-AMS/2017-11-25-flexible
689;23-09-2017-20h-28m-31s;€;CDG;80.0;12.5;AMS;Air France;8:35;1;1;20:05;sáb;FCO;2-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
690;23-09-2017-20h-28m-31s;€;CDG;80.0;11.3;AMS;Air France  - KLM opera el vuel;21:40;1;1;10:20;sáb;FCO;2-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
691;23-09-2017-20h-28m-31s;€;CDG;80.0;9.7;AMS;Air France  - KLM opera el vuel;20:00;1;1;10:20;sáb;FCO;2-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
692;23-09-2017-20h-28m-31s;€;CDG;80.0;8.8;AMS;Air France  - KLM opera el vuel;21:40;1;1;12:50;sáb;FCO;2-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
693;23-09-2017-20h-48m-45s;€;BCN;80.0;22.2;FCO;Vueling / Ryanair;19:55;1;1;21:45;vie;AMS;3-11;https://www.kayak.es/flights/AMS-ROM/2017-11-01-flexible
694;23-09-2017-20h-28m-31s;€;CDG;80.0;4.7;AMS;Air France  - KLM opera el vuel;11:00;1;1;6:20;sáb;FCO;2-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
695;23-09-2017-20h-58m-53s;€;CDG;80.0;5.4;AMS;Air France  - KLM opera el vuel;11:45;1;1;6:20;sáb;FCO;9-12;https://www.kayak.es/flights/ROM-AMS/2017-12-11-flexible
696;23-09-2017-20h-28m-31s;€;MUC;80.0;5.2;AMS;Eurowings  - airberlin opera el vuel;14:30;1;1;9:15;lun;FCO;4-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
697;23-09-2017-20h-28m-31s;€;CDG;80.0;6.8;AMS;Air France;13:05;1;1;6:20;mié;FCO;6-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
698;23-09-2017-20h-26m-15s;€;BCN;80.0;7.2;FCO;Transavia / Ryanair;21:55;1;1;14:40;sáb;AMS;2-12;https://www.kayak.es/flights/AMS-ROM/2017-12-02-flexible
699;23-09-2017-20h-33m-02s;€;CDG;81.0;10.2;MAD;Air France;16:35;1;1;6:20;sáb;FCO;2-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
700;23-09-2017-20h-33m-02s;€;CDG;81.0;8.1;MAD;Air France;14:25;1;1;6:20;vie;FCO;1-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
701;23-09-2017-20h-26m-15s;€;CPH;81.0;19.8;FCO;SAS;10:35;1;1;14:45;sáb;AMS;2-12;https://www.kayak.es/flights/AMS-ROM/2017-12-02-flexible
702;23-09-2017-20h-33m-02s;€;CDG;81.0;8.1;MAD;Air France;14:25;1;1;6:20;mié;FCO;6-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
703;23-09-2017-20h-33m-02s;€;CDG;81.0;6.5;MAD;Air France;16:50;1;1;10:20;sáb;FCO;2-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
704;23-09-2017-20h-33m-02s;€;CDG;81.0;10.2;MAD;Air France;16:35;1;1;6:20;dom;FCO;3-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
705;23-09-2017-20h-33m-02s;€;CDG;81.0;10.2;MAD;Air France;23:05;1;1;12:50;sáb;FCO;2-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
706;23-09-2017-20h-33m-02s;€;CDG;81.0;10.2;MAD;Air France;16:35;1;1;6:20;mié;FCO;6-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
707;23-09-2017-20h-33m-02s;€;CDG;81.0;10.5;MAD;Air France;16:50;1;1;6:20;mié;FCO;6-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
708;23-09-2017-20h-33m-02s;€;CDG;81.0;10.5;MAD;Air France;16:50;1;1;6:20;dom;FCO;3-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
709;23-09-2017-20h-33m-02s;€;CDG;81.0;10.5;MAD;Air France;16:50;1;1;6:20;vie;FCO;1-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
710;23-09-2017-20h-33m-02s;€;CDG;81.0;12.8;MAD;Air France;23:05;1;1;10:20;sáb;FCO;2-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
711;23-09-2017-20h-26m-15s;€;CPH;81.0;16.2;FCO;SAS;10:35;1;1;18:20;sáb;AMS;2-12;https://www.kayak.es/flights/AMS-ROM/2017-12-02-flexible
712;23-09-2017-20h-36m-23s;€;CPH;81.0;16.2;FCO;SAS;10:35;1;1;18:20;sáb;AMS;2-12;https://www.kayak.es/flights/AMS-ROM/2017-12-04-flexible
713;23-09-2017-20h-33m-02s;€;CDG;81.0;5.3;MAD;Air France;11:40;1;1;6:20;vie;FCO;1-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
714;23-09-2017-20h-33m-02s;€;CDG;81.0;13.0;MAD;Air France;9:05;1;1;20:05;sáb;FCO;2-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
715;23-09-2017-20h-48m-45s;€;AGP;81.0;13.8;FCO;Ryanair;9:10;1;1;19:25;mié;AMS;1-11;https://www.kayak.es/flights/AMS-ROM/2017-11-01-flexible
716;23-09-2017-20h-33m-02s;€;;81.0;2.5;MAD;Iberia;17:50;0;1;15:20;lun;FCO;4-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
717;23-09-2017-20h-33m-02s;€;CDG;81.0;5.3;MAD;Air France;11:40;1;1;6:20;dom;FCO;3-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
718;23-09-2017-20h-33m-02s;€;;81.0;2.5;MAD;Iberia;21:40;0;1;19:10;lun;FCO;4-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
719;23-09-2017-20h-33m-02s;€;;81.0;2.6;MAD;Iberia;14:35;0;1;12:00;lun;FCO;4-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
720;23-09-2017-20h-33m-02s;€;CDG;81.0;5.3;MAD;Air France;11:40;1;1;6:20;sáb;FCO;2-12;https://www.kayak.es/flights/ROM-MAD/2017-12-04-flexible
721;23-09-2017-20h-26m-15s;€;BCN;82.0;12.9;FCO;Transavia / Ryanair;19:55;1;1;7:00;sáb;AMS;2-12;https://www.kayak.es/flights/AMS-ROM/2017-12-02-flexible
722;23-09-2017-20h-26m-15s;€;BCN;82.0;14.9;FCO;Transavia / Ryanair;21:55;1;1;7:00;sáb;AMS;2-12;https://www.kayak.es/flights/AMS-ROM/2017-12-02-flexible
723;23-09-2017-21h-01m-09s;€;;82.0;2.8;AMS;easyJet;18:20;0;1;15:35;dom;FCO;19-11;https://www.kayak.es/flights/ROM-AMS/2017-11-18-flexible
724;23-09-2017-20h-29m-39s;€;BCN;82.0;11.1;AMS;Ryanair / Transavia;20:10;1;1;9:05;sáb;FCO;25-11;https://www.kayak.es/flights/ROM-AMS/2017-11-25-flexible
725;23-09-2017-20h-56m-38s;€;;83.0;2.8;AMS;Vueling;12:55;0;1;10:10;sáb;FCO;4-11;https://www.kayak.es/flights/ROM-AMS/2017-11-01-flexible
726;23-09-2017-21h-01m-09s;€;;83.0;2.7;AMS;easyJet;12:50;0;1;10:10;jue;FCO;16-11;https://www.kayak.es/flights/ROM-AMS/2017-11-18-flexible
727;23-09-2017-20h-26m-15s;€;LIS;83.0;17.0;FCO;TAP AIR PORTUGAL;10:55;1;1;17:55;sáb;AMS;2-12;https://www.kayak.es/flights/AMS-ROM/2017-12-02-flexible
728;23-09-2017-20h-29m-39s;€;;83.0;2.7;AMS;easyJet;12:50;0;1;10:10;vie;FCO;24-11;https://www.kayak.es/flights/ROM-AMS/2017-11-25-flexible
729;23-09-2017-20h-26m-15s;€;LIS;83.0;22.0;FCO;TAP AIR PORTUGAL;10:55;1;1;12:55;sáb;AMS;2-12;https://www.kayak.es/flights/AMS-ROM/2017-12-02-flexible
730;23-09-2017-20h-48m-45s;€;MAD;84.0;27.2;FCO;Iberia  - Iberia Express opera el vuel;11:15;1;1;8:00;sáb;AMS;4-11;https://www.kayak.es/flights/AMS-ROM/2017-11-01-flexible
731;23-09-2017-20h-48m-45s;€;MAD;84.0;23.0;FCO;Iberia  - Iberia Express opera el vuel;11:15;1;1;12:15;sáb;AMS;4-11;https://www.kayak.es/flights/AMS-ROM/2017-11-01-flexible
732;23-09-2017-20h-19m-31s;€;BRU;85.0;10.2;MAD;Brussels Airlines;20:25;1;1;10:10;mié;FCO;4-10;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible
733;23-09-2017-20h-19m-31s;€;BRU;85.0;6.5;MAD;Brussels Airlines;16:40;1;1;10:10;mié;FCO;4-10;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible
734;23-09-2017-20h-19m-31s;€;BRU;85.0;6.5;MAD;Brussels Airlines;16:40;1;1;10:10;jue;FCO;5-10;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible
735;23-09-2017-20h-22m-54s;€;BCN;85.0;12.8;FCO;Vueling;20:10;1;1;7:20;sáb;AMS;25-11;https://www.kayak.es/flights/AMS-ROM/2017-11-25-flexible
736;23-09-2017-20h-19m-31s;€;BRU;85.0;13.2;MAD;Brussels Airlines;23:20;1;1;10:10;mié;FCO;4-10;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible
737;23-09-2017-20h-26m-15s;€;BCN;85.0;14.2;FCO;Vueling;8:55;1;1;18:45;sáb;AMS;2-12;https://www.kayak.es/flights/AMS-ROM/2017-12-02-flexible
738;23-09-2017-20h-26m-15s;€;LIS;85.0;27.9;FCO;TAP AIR PORTUGAL;10:55;1;1;7:00;sáb;AMS;2-12;https://www.kayak.es/flights/AMS-ROM/2017-12-02-flexible
739;23-09-2017-20h-27m-24s;€;;86.0;2.2;FCO;easyJet;9:35;0;1;7:20;mar;AMS;17-10;https://www.kayak.es/flights/AMS-ROM/2017-10-18-flexible
740;23-09-2017-20h-58m-53s;€;CPH;87.0;9.1;AMS;Norwegian;16:25;1;1;7:20;mié;FCO;13-12;https://www.kayak.es/flights/ROM-AMS/2017-12-11-flexible
741;23-09-2017-20h-29m-39s;€;CPH;87.0;9.1;AMS;Norwegian;16:25;1;1;7:20;mié;FCO;22-11;https://www.kayak.es/flights/ROM-AMS/2017-11-25-flexible
742;23-09-2017-20h-29m-39s;€;BCN;87.0;12.1;AMS;Ryanair / Transavia;20:10;1;1;8:05;sáb;FCO;25-11;https://www.kayak.es/flights/ROM-AMS/2017-11-25-flexible
743;23-09-2017-20h-26m-15s;€;MAN;88.0;11.2;CIA;Flybe / Ryanair;21:25;1;1;10:10;sáb;AMS;2-12;https://www.kayak.es/flights/AMS-ROM/2017-12-02-flexible
744;23-09-2017-20h-56m-38s;€;;88.0;2.7;AMS;easyJet;12:50;0;1;10:10;jue;FCO;2-11;https://www.kayak.es/flights/ROM-AMS/2017-11-01-flexible
745;23-09-2017-20h-30m-47s;€;;88.0;2.7;AMS;easyJet;12:50;0;1;10:10;jue;FCO;2-11;https://www.kayak.es/flights/ROM-AMS/2017-11-04-flexible
746;23-09-2017-20h-48m-45s;€;DUB;88.0;10.2;CIA;Ryanair;20:35;1;1;10:20;sáb;AMS;4-11;https://www.kayak.es/flights/AMS-ROM/2017-11-01-flexible
747;23-09-2017-20h-26m-15s;€;STN;89.0;9.7;CIA;easyJet / Ryanair;19:15;1;1;9:35;sáb;AMS;2-12;https://www.kayak.es/flights/AMS-ROM/2017-12-02-flexible
748;23-09-2017-20h-19m-31s;€;;89.0;2.8;MAD;Ryanair;19:10;0;1;16:25;mar;CIA;3-10;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible
749;23-09-2017-20h-26m-15s;€;STN;89.0;7.2;CIA;easyJet / Ryanair;16:45;1;1;9:35;sáb;AMS;2-12;https://www.kayak.es/flights/AMS-ROM/2017-12-02-flexible
750;23-09-2017-20h-44m-15s;€;;89.0;2.5;CIA;Ryanair;9:05;0;1;6:35;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
751;23-09-2017-20h-56m-38s;€;;89.0;2.8;AMS;Iberia  - Vueling opera el vuel;12:55;0;1;10:10;sáb;FCO;4-11;https://www.kayak.es/flights/ROM-AMS/2017-11-01-flexible
752;23-09-2017-20h-48m-45s;€;BCN;89.0;10.8;FCO;Vueling / Ryanair;8:30;1;1;21:45;mié;AMS;1-11;https://www.kayak.es/flights/AMS-ROM/2017-11-01-flexible
753;23-09-2017-20h-26m-15s;€;STN;89.0;13.5;CIA;easyJet / Ryanair;23:05;1;1;9:35;sáb;AMS;2-12;https://www.kayak.es/flights/AMS-ROM/2017-12-02-flexible
754;23-09-2017-21h-02m-15s;€;CGN, FRA;89.0;10.8;MAD;Ryanair / FlixBus;19:40;2;1;8:55;lun;CIA;11-12;https://www.kayak.es/flights/ROM-MAD/2017-12-11-flexible
755;23-09-2017-20h-29m-39s;€;BCN;90.0;6.0;AMS;Vueling;13:00;1;1;7:00;sáb;FCO;25-11;https://www.kayak.es/flights/ROM-AMS/2017-11-25-flexible
756;23-09-2017-20h-51m-02s;€;;90.0;2.6;MAD;Ryanair;20:00;0;1;17:25;vie;CIA;20-10;https://www.kayak.es/flights/ROM-MAD/2017-10-18-flexible
757;23-09-2017-21h-02m-15s;€;;90.0;2.6;MAD;Ryanair;23:25;0;1;20:50;vie;CIA;8-12;https://www.kayak.es/flights/ROM-MAD/2017-12-11-flexible
758;23-09-2017-20h-35m-16s;€;;90.0;2.5;CIA;Ryanair;16:10;0;1;13:40;mar;MAD;26-12;https://www.kayak.es/flights/MAD-ROM/2017-12-25-flexible
759;23-09-2017-20h-20m-40s;€;;90.0;2.7;AMS;Vueling;12:45;0;1;10:05;mié;FCO;4-10;https://www.kayak.es/flights/ROM-AMS/2017-10-04-flexible
760;23-09-2017-20h-28m-31s;€;STR;90.0;6.2;AMS;Eurowings  - Eurowings, airberlin opera el vuel;18:55;1;1;12:45;lun;FCO;4-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
761;23-09-2017-20h-22m-54s;€;BCN;90.0;6.5;FCO;Vueling;13:50;1;1;7:20;sáb;AMS;25-11;https://www.kayak.es/flights/AMS-ROM/2017-11-25-flexible
762;23-09-2017-20h-31m-54s;€;BCN;90.0;12.3;AMS;Vueling;9:25;1;1;21:05;mié;FCO;25-10;https://www.kayak.es/flights/ROM-AMS/2017-10-25-flexible
763;23-09-2017-20h-57m-46s;€;MUC;90.0;5.2;AMS;Eurowings  - airberlin opera el vuel;14:30;1;1;9:15;lun;FCO;25-12;https://www.kayak.es/flights/ROM-AMS/2017-12-25-flexible
764;23-09-2017-20h-28m-31s;€;CDG;91.0;5.3;AMS;Air France  - KLM opera el vuel;11:40;1;1;6:20;mié;FCO;6-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
765;23-09-2017-20h-28m-31s;€;CDG;91.0;4.7;AMS;Air France  - KLM opera el vuel;11:00;1;1;6:20;dom;FCO;3-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
766;23-09-2017-20h-28m-31s;€;CDG;91.0;9.6;AMS;Air France  - KLM opera el vuel;15:55;1;1;6:20;mar;FCO;5-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
767;23-09-2017-20h-28m-31s;€;CDG;91.0;9.5;AMS;Air France  - KLM opera el vuel;15:50;1;1;6:20;dom;FCO;3-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
768;23-09-2017-20h-28m-31s;€;CDG;91.0;8.8;AMS;Air France  - KLM opera el vuel;21:40;1;1;12:50;mié;FCO;6-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
769;23-09-2017-20h-28m-31s;€;CDG;91.0;7.7;AMS;Air France;14:00;1;1;6:20;mar;FCO;5-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
770;23-09-2017-20h-28m-31s;€;CDG;91.0;5.4;AMS;Air France  - KLM opera el vuel;11:45;1;1;6:20;mar;FCO;5-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
771;23-09-2017-20h-22m-54s;€;BCN;91.0;9.8;FCO;Vueling;20:10;1;1;10:20;sáb;AMS;25-11;https://www.kayak.es/flights/AMS-ROM/2017-11-25-flexible
772;23-09-2017-20h-26m-15s;€;LIS;91.0;22.0;FCO;TAP AIR PORTUGAL;10:55;1;1;12:55;lun;AMS;4-12;https://www.kayak.es/flights/AMS-ROM/2017-12-02-flexible
773;23-09-2017-20h-48m-45s;€;MLA;91.0;7.9;FCO;Air Malta;19:25;1;1;11:30;sáb;AMS;4-11;https://www.kayak.es/flights/AMS-ROM/2017-11-01-flexible
774;23-09-2017-20h-28m-31s;€;CDG;91.0;5.2;AMS;Air France;18:05;1;1;12:50;vie;FCO;1-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
775;23-09-2017-20h-28m-31s;€;CDG;91.0;5.2;AMS;Air France  - KLM opera el vuel;21:40;1;1;16:25;sáb;FCO;2-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
776;23-09-2017-20h-28m-31s;€;CDG;91.0;5.2;AMS;Air France;18:05;1;1;12:50;mié;FCO;6-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
777;23-09-2017-20h-26m-15s;€;LIS;91.0;11.8;FCO;TAP AIR PORTUGAL;18:45;1;1;7:00;mié;AMS;29-11;https://www.kayak.es/flights/AMS-ROM/2017-12-02-flexible
778;23-09-2017-20h-28m-31s;€;CDG;91.0;5.4;AMS;Air France  - KLM opera el vuel;11:45;1;1;6:20;vie;FCO;1-12;https://www.kayak.es/flights/ROM-AMS/2017-12-04-flexible
779;23-09-2017-20h-48m-45s;€;DUB, STN;91.0;15.6;CIA;Ryanair;9:55;2;1;18:20;mié;AMS;1-11;https://www.kayak.es/flights/AMS-ROM/2017-11-01-flexible
780;23-09-2017-20h-26m-15s;€;MLA;91.0;7.9;FCO;Air Malta;19:25;1;1;11:30;sáb;AMS;2-12;https://www.kayak.es/flights/AMS-ROM/2017-12-02-flexible
781;23-09-2017-20h-44m-15s;€;SOF;92.0;9.7;CIA;Wizz Air / Ryanair;7:35;1;1;21:55;dom;MAD;1-10;https://www.kayak.es/flights/MAD-ROM/2017-10-04-flexible
782;23-09-2017-20h-26m-15s;€;PRG;92.0;4.6;FCO;Czech Airlines;14:00;1;1;9:25;mié;AMS;29-11;https://www.kayak.es/flights/AMS-ROM/2017-12-02-flexible
783;23-09-2017-20h-26m-15s;€;CPH;92.0;5.5;FCO;SAS;12:30;1;1;7:00;lun;AMS;4-12;https://www.kayak.es/flights/AMS-ROM/2017-12-02-flexible
784;23-09-2017-20h-29m-39s;€;;92.0;2.7;AMS;easyJet;12:50;0;1;10:10;jue;FCO;23-11;https://www.kayak.es/flights/ROM-AMS/2017-11-25-flexible
785;23-09-2017-20h-26m-15s;€;STN;92.0;10.2;CIA;easyJet / Ryanair;23:05;1;1;12:55;sáb;AMS;2-12;https://www.kayak.es/flights/AMS-ROM/2017-12-02-flexible
786;23-09-2017-20h-26m-15s;€;PRG;92.0;15.2;FCO;Czech Airlines;10:55;1;1;19:45;dom;AMS;3-12;https://www.kayak.es/flights/AMS-ROM/2017-12-02-flexible
