;arrival_airport_1;date_0;duration_0;depart_airport_0;price;date_1;duration_1;depart_time_1;day_week_0;download_date;number_destinations;link;depart_airport_1;currency;stops_0;number_stops_0;stops_1;number_stops_1;airlines;arrival_time_0;depart_time_0;arrival_airport_0;arrival_time_1;day_week_1
93;CIA;26-10;2.6;CIA;114.0;2-11;2.5;13:40;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;;0;;0;Ryanair;20:00;17:25;MAD;16:10;jue
94;CIA;26-10;5.4;FCO;115.0;30-10;2.5;18:05;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;;0;TAP AIR PORTUGAL / Ryanair;11:40;6:15;MAD;20:35;lun
95;CIA;26-10;6.7;FCO;115.0;30-10;2.5;18:05;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;;0;TAP AIR PORTUGAL / Ryanair;18:10;11:30;MAD;20:35;lun
96;CIA;26-10;8.0;FCO;115.0;30-10;2.5;18:05;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;;0;TAP AIR PORTUGAL / Ryanair;19:30;11:30;MAD;20:35;lun
97;CIA;26-10;8.3;FCO;115.0;30-10;2.5;18:05;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;;0;TAP AIR PORTUGAL / Ryanair;14:35;6:15;MAD;20:35;lun
98;CIA;26-10;10.7;FCO;115.0;30-10;2.5;18:05;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;;0;TAP AIR PORTUGAL / Ryanair;22:10;11:30;MAD;20:35;lun
99;FCO;10-11;2.6;FCO;116.0;12-11;13.8;21:05;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;;0;LIS;1;Vueling / TAP AIR PORTUGAL;22:20;19:45;MAD;10:55;dom
100;FCO;26-10;13.0;FCO;117.0;29-10;2.4;16:35;jue;11-10-2017 15:21:32;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-29;MAD;€;IBZ;1;;0;Ryanair / Vueling;23:30;10:30;MAD;19:00;dom
101;CIA;10-11;2.6;CIA;119.0;12-11;2.5;17:55;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;;0;;0;Ryanair;12:00;9:25;MAD;20:25;dom
102;CIA;26-10;13.0;FCO;119.0;2-11;2.5;6:30;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;IBZ;1;;0;Ryanair;23:30;10:30;MAD;9:00;jue
103;CIA;27-10;5.1;FCO;120.0;2-11;2.5;13:40;vie;11-10-2017 15:26:47;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-02;MAD;€;IBZ;1;;0;Ryanair;16:05;11:00;MAD;16:10;jue
104;CIA;10-11;5.8;CIA;120.0;12-11;2.5;6:30;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;NUE;1;;0;Ryanair;18:35;12:50;MAD;9:00;dom
105;FCO;10-11;2.6;FCO;121.0;12-11;2.5;7:00;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;;0;;0;Vueling / Air Europa;22:20;19:45;MAD;9:30;dom
106;FCO;10-11;2.6;FCO;121.0;12-11;2.5;8:45;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;;0;;0;Vueling / Iberia;22:20;19:45;MAD;11:15;dom
107;CIA;10-11;2.6;FCO;121.0;12-11;2.5;6:30;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;;0;;0;Alitalia / Ryanair;17:05;14:30;MAD;9:00;dom
108;CIA;10-11;2.6;FCO;121.0;12-11;2.5;6:30;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;;0;;0;Alitalia / Ryanair;23:50;21:15;MAD;9:00;dom
109;FCO;10-11;2.6;FCO;122.0;12-11;16.3;18:35;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;;0;LIS;1;Vueling / TAP AIR PORTUGAL;22:20;19:45;MAD;10:55;dom
110;FCO;10-11;2.6;FCO;122.0;12-11;2.4;16:35;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;;0;;0;Vueling;22:20;19:45;MAD;19:00;dom
111;CIA;26-10;2.6;CIA;122.0;29-10;2.5;6:30;jue;11-10-2017 15:21:32;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-29;MAD;€;;0;;0;Ryanair;20:00;17:25;MAD;9:00;dom
112;CIA;26-10;5.4;FCO;122.0;2-11;2.5;13:40;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;;0;TAP AIR PORTUGAL / Ryanair;11:40;6:15;MAD;16:10;jue
113;CIA;26-10;8.3;FCO;122.0;2-11;2.5;13:40;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;;0;TAP AIR PORTUGAL / Ryanair;14:35;6:15;MAD;16:10;jue
114;CIA;26-10;2.6;CIA;122.0;30-10;2.5;13:40;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;;0;;0;Ryanair;20:00;17:25;MAD;16:10;lun
115;CIA;26-10;2.6;CIA;122.0;30-10;2.5;6:30;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;;0;;0;Ryanair;20:00;17:25;MAD;9:00;lun
116;CIA;26-10;2.8;CIA;122.0;30-10;2.5;18:05;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;;0;;0;Ryanair;19:10;16:25;MAD;20:35;lun
117;CIA;26-10;10.7;FCO;122.0;2-11;2.5;13:40;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;;0;TAP AIR PORTUGAL / Ryanair;22:10;11:30;MAD;16:10;jue
118;CIA;10-11;12.4;CIA;122.0;12-11;2.5;6:30;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;STN;1;;0;Ryanair;23:35;11:10;MAD;9:00;dom
119;CIA;26-10;2.6;CIA;122.0;1-11;2.5;17:55;jue;11-10-2017 15:15:15;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-01;MAD;€;;0;;0;Ryanair;20:00;17:25;MAD;20:25;mié
120;CIA;26-10;6.7;FCO;122.0;2-11;2.5;13:40;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;;0;TAP AIR PORTUGAL / Ryanair;18:10;11:30;MAD;16:10;jue
121;CIA;26-10;8.0;FCO;122.0;2-11;2.5;13:40;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;;0;TAP AIR PORTUGAL / Ryanair;19:30;11:30;MAD;16:10;jue
122;FCO;27-10;5.1;FCO;122.0;2-11;8.6;7:10;vie;11-10-2017 15:26:47;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-02;MAD;€;IBZ;1;BRI;1;Ryanair;16:05;11:00;MAD;15:45;jue
123;FCO;26-10;13.0;FCO;123.0;29-10;5.1;18:35;jue;11-10-2017 15:21:32;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-29;MAD;€;IBZ;1;LIS;1;Ryanair / TAP AIR PORTUGAL;23:30;10:30;MAD;23:40;dom
124;FCO;26-10;13.0;FCO;123.0;30-10;5.1;18:35;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;IBZ;1;LIS;1;Ryanair / TAP AIR PORTUGAL;23:30;10:30;MAD;23:40;lun
125;FCO;24-11;5.3;FCO;124.0;26-11;2.4;16:35;vie;11-10-2017 15:17:48;2;https://www.kayak.es/flights/ROM-MAD/2017-11-24/2017-11-26;MAD;€;LIS;1;;0;TAP AIR PORTUGAL / Vueling;11:30;6:10;MAD;19:00;dom
126;CIA;26-10;5.5;CIA;125.0;30-10;2.5;18:05;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;PMI;1;;0;Ryanair;23:30;18:00;MAD;20:35;lun
127;FCO;26-10;2.8;FCO;125.0;30-10;2.5;8:45;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;;0;;0;Iberia;18:00;15:15;MAD;11:15;lun
128;FCO;26-10;2.8;FCO;125.0;30-10;2.5;19:40;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;;0;;0;Iberia;18:00;15:15;MAD;22:10;lun
129;FCO;10-11;2.6;FCO;125.0;12-11;2.5;19:40;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;;0;;0;Iberia;14:35;12:00;MAD;22:10;dom
130;FCO;26-10;2.8;FCO;125.0;1-11;2.5;19:40;jue;11-10-2017 15:15:15;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-01;MAD;€;;0;;0;Iberia;18:00;15:15;MAD;22:10;mié
131;FCO;26-10;2.8;FCO;125.0;1-11;2.5;15:55;jue;11-10-2017 15:15:15;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-01;MAD;€;;0;;0;Iberia;18:00;15:15;MAD;18:25;mié
132;FCO;10-11;2.6;FCO;125.0;12-11;2.5;15:55;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;;0;;0;Iberia;14:35;12:00;MAD;18:25;dom
133;FCO;10-11;2.6;FCO;125.0;12-11;2.5;12:05;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;;0;;0;Iberia;14:35;12:00;MAD;14:35;dom
134;CIA;10-11;13.2;CIA;127.0;12-11;2.5;6:30;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;STN;1;;0;Ryanair;23:35;10:20;MAD;9:00;dom
135;CIA;26-10;2.8;FCO;127.0;30-10;2.5;18:05;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;;0;;0;Iberia / Ryanair;18:00;15:15;MAD;20:35;lun
136;FCO;26-10;13.0;FCO;128.0;30-10;2.4;6:10;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;IBZ;1;;0;Ryanair / Alitalia;23:30;10:30;MAD;8:35;lun
137;FCO;26-10;5.4;FCO;129.0;2-11;11.4;12:15;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;11:40;6:15;MAD;23:40;jue
138;FCO;26-10;5.4;FCO;129.0;2-11;7.0;16:40;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;11:40;6:15;MAD;23:40;jue
139;FCO;26-10;6.7;FCO;129.0;2-11;5.1;18:35;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;18:10;11:30;MAD;23:40;jue
140;FCO;26-10;5.4;FCO;129.0;2-11;5.1;18:35;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;11:40;6:15;MAD;23:40;jue
141;CIA;26-10;2.8;CIA;129.0;2-11;2.5;13:40;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;;0;;0;Ryanair;19:10;16:25;MAD;16:10;jue
142;FCO;26-10;13.2;FCO;129.0;30-10;13.8;21:05;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;19:30;6:15;MAD;10:55;lun
143;FCO;27-10;12.8;FCO;129.0;2-11;11.4;12:15;vie;11-10-2017 15:26:47;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;9:10;20:20;MAD;23:40;jue
144;FCO;27-10;12.3;FCO;129.0;2-11;11.4;12:15;vie;11-10-2017 15:26:47;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;23:50;11:30;MAD;23:40;jue
145;FCO;26-10;8.0;FCO;129.0;2-11;5.1;18:35;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;19:30;11:30;MAD;23:40;jue
146;FCO;27-10;17.6;FCO;129.0;2-11;7.0;16:40;vie;11-10-2017 15:26:47;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;23:50;6:15;MAD;23:40;jue
147;FCO;27-10;12.3;FCO;129.0;2-11;13.8;21:05;vie;11-10-2017 15:26:47;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;23:50;11:30;MAD;10:55;jue
148;FCO;27-10;12.8;FCO;129.0;2-11;13.8;21:05;vie;11-10-2017 15:26:47;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;9:10;20:20;MAD;10:55;jue
149;FCO;26-10;12.8;FCO;129.0;30-10;13.8;21:05;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;9:10;20:20;MAD;10:55;lun
150;FCO;26-10;8.3;FCO;129.0;2-11;5.1;18:35;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;14:35;6:15;MAD;23:40;jue
151;FCO;27-10;12.8;FCO;129.0;1-11;13.8;21:05;vie;11-10-2017 15:12:36;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-01;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;9:10;20:20;MAD;10:55;mié
152;FCO;27-10;12.3;FCO;129.0;1-11;13.8;21:05;vie;11-10-2017 15:12:36;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-01;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;23:50;11:30;MAD;10:55;mié
153;FCO;27-10;15.3;FCO;129.0;2-11;11.4;12:15;vie;11-10-2017 15:26:47;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;11:40;20:20;MAD;23:40;jue
154;FCO;27-10;12.3;FCO;129.0;1-11;16.3;18:35;vie;11-10-2017 15:12:36;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-01;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;23:50;11:30;MAD;10:55;mié
155;FCO;27-10;12.8;FCO;129.0;1-11;16.3;18:35;vie;11-10-2017 15:12:36;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-01;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;9:10;20:20;MAD;10:55;mié
156;FCO;26-10;10.7;FCO;129.0;2-11;5.1;18:35;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;22:10;11:30;MAD;23:40;jue
157;FCO;27-10;12.3;FCO;129.0;1-11;18.2;16:40;vie;11-10-2017 15:12:36;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-01;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;23:50;11:30;MAD;10:55;mié
158;FCO;27-10;12.8;FCO;129.0;1-11;18.2;16:40;vie;11-10-2017 15:12:36;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-01;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;9:10;20:20;MAD;10:55;mié
159;FCO;27-10;17.6;FCO;129.0;1-11;13.8;21:05;vie;11-10-2017 15:12:36;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-01;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;23:50;6:15;MAD;10:55;mié
160;FCO;27-10;15.3;FCO;129.0;1-11;16.3;18:35;vie;11-10-2017 15:12:36;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-01;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;11:40;20:20;MAD;10:55;mié
161;FCO;27-10;15.3;FCO;129.0;1-11;18.2;16:40;vie;11-10-2017 15:12:36;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-01;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;11:40;20:20;MAD;10:55;mié
162;FCO;27-10;17.6;FCO;129.0;1-11;16.3;18:35;vie;11-10-2017 15:12:36;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-01;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;23:50;6:15;MAD;10:55;mié
163;FCO;27-10;21.8;FCO;129.0;1-11;13.8;21:05;vie;11-10-2017 15:12:36;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-01;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;18:10;20:20;MAD;10:55;mié
164;FCO;27-10;17.6;FCO;129.0;1-11;18.2;16:40;vie;11-10-2017 15:12:36;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-01;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;23:50;6:15;MAD;10:55;mié
165;FCO;26-10;6.7;FCO;129.0;2-11;7.0;16:40;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;18:10;11:30;MAD;23:40;jue
166;FCO;27-10;17.6;FCO;129.0;2-11;11.4;12:15;vie;11-10-2017 15:26:47;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;23:50;6:15;MAD;23:40;jue
167;FCO;27-10;17.6;FCO;129.0;2-11;13.8;21:05;vie;11-10-2017 15:26:47;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;23:50;6:15;MAD;10:55;jue
168;FCO;27-10;17.6;FCO;129.0;2-11;13.6;10:05;vie;11-10-2017 15:26:47;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;23:50;6:15;MAD;23:40;jue
169;FCO;26-10;5.4;FCO;129.0;30-10;5.1;18:35;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;11:40;6:15;MAD;23:40;lun
170;FCO;26-10;6.7;FCO;129.0;30-10;5.1;18:35;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;18:10;11:30;MAD;23:40;lun
171;FCO;26-10;5.4;FCO;129.0;30-10;7.0;16:40;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;11:40;6:15;MAD;23:40;lun
172;FCO;26-10;8.0;FCO;129.0;30-10;5.1;18:35;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;19:30;11:30;MAD;23:40;lun
173;FCO;26-10;8.3;FCO;129.0;30-10;5.1;18:35;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;14:35;6:15;MAD;23:40;lun
174;FCO;26-10;6.7;FCO;129.0;30-10;7.0;16:40;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;18:10;11:30;MAD;23:40;lun
175;FCO;26-10;8.0;FCO;129.0;30-10;7.0;16:40;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;19:30;11:30;MAD;23:40;lun
176;FCO;26-10;8.3;FCO;129.0;30-10;7.0;16:40;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;14:35;6:15;MAD;23:40;lun
177;FCO;26-10;13.0;FCO;129.0;30-10;2.4;16:35;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;IBZ;1;;0;Ryanair / Vueling;23:30;10:30;MAD;19:00;lun
178;FCO;26-10;12.3;FCO;129.0;30-10;5.1;18:35;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;23:50;11:30;MAD;23:40;lun
179;FCO;26-10;10.7;FCO;129.0;30-10;7.0;16:40;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;22:10;11:30;MAD;23:40;lun
180;FCO;26-10;12.8;FCO;129.0;30-10;5.1;18:35;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;9:10;20:20;MAD;23:40;lun
181;FCO;26-10;6.7;FCO;129.0;30-10;11.4;12:15;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;18:10;11:30;MAD;23:40;lun
182;FCO;27-10;15.3;FCO;129.0;2-11;13.8;21:05;vie;11-10-2017 15:26:47;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;11:40;20:20;MAD;10:55;jue
183;FCO;26-10;5.4;FCO;129.0;30-10;13.6;10:05;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;11:40;6:15;MAD;23:40;lun
184;FCO;26-10;12.8;FCO;129.0;30-10;7.0;16:40;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;9:10;20:20;MAD;23:40;lun
185;FCO;26-10;6.7;FCO;129.0;30-10;13.6;10:05;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;18:10;11:30;MAD;23:40;lun
186;FCO;26-10;13.2;FCO;129.0;30-10;7.0;16:40;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;19:30;6:15;MAD;23:40;lun
187;FCO;26-10;8.0;FCO;129.0;30-10;13.6;10:05;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;19:30;11:30;MAD;23:40;lun
188;FCO;26-10;8.3;FCO;129.0;30-10;13.6;10:05;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;14:35;6:15;MAD;23:40;lun
189;FCO;26-10;8.3;FCO;129.0;30-10;13.8;21:05;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;14:35;6:15;MAD;10:55;lun
190;FCO;26-10;11.9;FCO;129.0;30-10;11.4;12:15;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;18:10;6:15;MAD;23:40;lun
191;FCO;26-10;12.3;FCO;129.0;30-10;11.4;12:15;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;23:50;11:30;MAD;23:40;lun
192;FCO;26-10;12.8;FCO;129.0;30-10;11.4;12:15;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;9:10;20:20;MAD;23:40;lun
193;FCO;26-10;10.7;FCO;129.0;30-10;13.8;21:05;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;22:10;11:30;MAD;10:55;lun
