;arrival_airport_1;date_0;duration_0;depart_airport_0;price;date_1;duration_1;depart_time_1;day_week_0;download_date;number_destinations;link;depart_airport_1;currency;stops_0;number_stops_0;stops_1;number_stops_1;airlines;arrival_time_0;depart_time_0;arrival_airport_0;arrival_time_1;day_week_1
194;FCO;26-10;12.3;FCO;129.0;30-10;13.8;21:05;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;23:50;11:30;MAD;10:55;lun
195;FCO;26-10;12.8;FCO;129.0;30-10;13.6;10:05;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;9:10;20:20;MAD;23:40;lun
196;FCO;27-10;21.8;FCO;129.0;1-11;16.3;18:35;vie;11-10-2017 15:12:36;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-01;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;18:10;20:20;MAD;10:55;mié
197;FCO;26-10;8.3;FCO;129.0;30-10;11.4;12:15;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;14:35;6:15;MAD;23:40;lun
198;FCO;27-10;21.8;FCO;129.0;1-11;18.2;16:40;vie;11-10-2017 15:12:36;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-01;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;18:10;20:20;MAD;10:55;mié
199;FCO;27-10;15.3;FCO;129.0;1-11;13.8;21:05;vie;11-10-2017 15:12:36;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-01;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;11:40;20:20;MAD;10:55;mié
200;FCO;26-10;12.8;FCO;129.0;2-11;5.1;18:35;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;9:10;20:20;MAD;23:40;jue
201;FCO;26-10;8.0;FCO;129.0;2-11;7.0;16:40;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;19:30;11:30;MAD;23:40;jue
202;FCO;26-10;8.3;FCO;129.0;2-11;7.0;16:40;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;14:35;6:15;MAD;23:40;jue
203;FCO;26-10;5.4;FCO;129.0;2-11;13.8;21:05;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;11:40;6:15;MAD;10:55;jue
204;FCO;26-10;12.8;FCO;129.0;2-11;7.0;16:40;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;9:10;20:20;MAD;23:40;jue
205;FCO;26-10;13.0;FCO;129.0;1-11;2.4;16:35;jue;11-10-2017 15:15:15;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-01;MAD;€;IBZ;1;;0;Ryanair / Vueling;23:30;10:30;MAD;19:00;mié
206;FCO;26-10;6.7;FCO;129.0;2-11;13.6;10:05;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;18:10;11:30;MAD;23:40;jue
207;FCO;26-10;6.7;FCO;129.0;2-11;13.8;21:05;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;18:10;11:30;MAD;10:55;jue
208;FCO;26-10;8.3;FCO;129.0;2-11;13.6;10:05;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;14:35;6:15;MAD;23:40;jue
209;FCO;26-10;10.7;FCO;129.0;2-11;11.4;12:15;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;22:10;11:30;MAD;23:40;jue
210;FCO;26-10;6.7;FCO;129.0;2-11;11.4;12:15;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;18:10;11:30;MAD;23:40;jue
211;FCO;26-10;13.0;FCO;129.0;2-11;5.1;18:35;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;IBZ;1;LIS;1;Ryanair / TAP AIR PORTUGAL;23:30;10:30;MAD;23:40;jue
212;FCO;26-10;5.4;FCO;129.0;2-11;13.6;10:05;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;11:40;6:15;MAD;23:40;jue
213;FCO;26-10;11.9;FCO;129.0;2-11;7.0;16:40;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;18:10;6:15;MAD;23:40;jue
214;FCO;26-10;10.7;FCO;129.0;2-11;13.8;21:05;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;22:10;11:30;MAD;10:55;jue
215;FCO;26-10;11.9;FCO;129.0;2-11;5.1;18:35;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;18:10;6:15;MAD;23:40;jue
216;FCO;26-10;10.7;FCO;129.0;2-11;7.0;16:40;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;22:10;11:30;MAD;23:40;jue
217;FCO;26-10;12.8;FCO;129.0;2-11;13.8;21:05;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;9:10;20:20;MAD;10:55;jue
218;FCO;26-10;12.8;FCO;129.0;2-11;13.6;10:05;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;9:10;20:20;MAD;23:40;jue
219;FCO;26-10;8.3;FCO;129.0;2-11;13.8;21:05;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;14:35;6:15;MAD;10:55;jue
220;FCO;26-10;10.7;FCO;129.0;2-11;13.6;10:05;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;22:10;11:30;MAD;23:40;jue
221;FCO;26-10;12.8;FCO;129.0;2-11;11.4;12:15;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;9:10;20:20;MAD;23:40;jue
222;FCO;26-10;13.2;FCO;129.0;2-11;11.4;12:15;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;19:30;6:15;MAD;23:40;jue
223;FCO;10-11;2.6;CIA;130.0;12-11;2.4;16:35;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;;0;;0;Ryanair / Vueling;19:10;16:35;MAD;19:00;dom
224;CIA;26-10;5.4;FCO;130.0;1-11;2.5;17:55;jue;11-10-2017 15:15:15;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-01;MAD;€;LIS;1;;0;TAP AIR PORTUGAL / Ryanair;11:40;6:15;MAD;20:25;mié
225;CIA;26-10;6.7;FCO;130.0;1-11;2.5;17:55;jue;11-10-2017 15:15:15;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-01;MAD;€;LIS;1;;0;TAP AIR PORTUGAL / Ryanair;18:10;11:30;MAD;20:25;mié
226;CIA;26-10;8.0;FCO;130.0;1-11;2.5;17:55;jue;11-10-2017 15:15:15;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-01;MAD;€;LIS;1;;0;TAP AIR PORTUGAL / Ryanair;19:30;11:30;MAD;20:25;mié
227;CIA;26-10;8.3;FCO;130.0;1-11;2.5;17:55;jue;11-10-2017 15:15:15;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-01;MAD;€;LIS;1;;0;TAP AIR PORTUGAL / Ryanair;14:35;6:15;MAD;20:25;mié
228;CIA;26-10;10.7;FCO;130.0;1-11;2.5;17:55;jue;11-10-2017 15:15:15;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-01;MAD;€;LIS;1;;0;TAP AIR PORTUGAL / Ryanair;22:10;11:30;MAD;20:25;mié
229;CIA;26-10;8.0;FCO;130.0;30-10;2.5;6:30;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;;0;TAP AIR PORTUGAL / Ryanair;19:30;11:30;MAD;9:00;lun
230;CIA;26-10;10.7;FCO;130.0;30-10;2.5;13:40;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;;0;TAP AIR PORTUGAL / Ryanair;22:10;11:30;MAD;16:10;lun
231;CIA;26-10;5.4;FCO;130.0;30-10;2.5;13:40;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;;0;TAP AIR PORTUGAL / Ryanair;11:40;6:15;MAD;16:10;lun
232;CIA;26-10;5.4;FCO;130.0;30-10;2.5;6:30;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;;0;TAP AIR PORTUGAL / Ryanair;11:40;6:15;MAD;9:00;lun
233;CIA;27-10;5.1;FCO;130.0;1-11;2.5;17:55;vie;11-10-2017 15:12:36;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-01;MAD;€;IBZ;1;;0;Ryanair;16:05;11:00;MAD;20:25;mié
234;CIA;26-10;10.7;FCO;130.0;30-10;2.5;6:30;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;;0;TAP AIR PORTUGAL / Ryanair;22:10;11:30;MAD;9:00;lun
235;CIA;26-10;8.3;FCO;130.0;30-10;2.5;6:30;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;;0;TAP AIR PORTUGAL / Ryanair;14:35;6:15;MAD;9:00;lun
236;CIA;26-10;8.3;FCO;130.0;30-10;2.5;13:40;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;;0;TAP AIR PORTUGAL / Ryanair;14:35;6:15;MAD;16:10;lun
237;CIA;26-10;8.0;FCO;130.0;30-10;2.5;13:40;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;;0;TAP AIR PORTUGAL / Ryanair;19:30;11:30;MAD;16:10;lun
238;CIA;26-10;6.7;FCO;130.0;30-10;2.5;6:30;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;;0;TAP AIR PORTUGAL / Ryanair;18:10;11:30;MAD;9:00;lun
239;CIA;26-10;6.7;FCO;130.0;30-10;2.5;13:40;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;;0;TAP AIR PORTUGAL / Ryanair;18:10;11:30;MAD;16:10;lun
240;FCO;26-10;6.7;FCO;131.0;30-10;16.1;7:35;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;18:10;11:30;MAD;23:40;lun
241;FCO;26-10;17.6;FCO;131.0;29-10;2.4;16:35;jue;11-10-2017 15:21:32;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-29;MAD;€;LIS;1;;0;TAP AIR PORTUGAL / Vueling;23:50;6:15;MAD;19:00;dom
242;FCO;26-10;10.7;FCO;131.0;30-10;16.1;7:35;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;22:10;11:30;MAD;23:40;lun
243;FCO;26-10;11.9;FCO;131.0;30-10;16.1;7:35;jue;11-10-2017 15:24:09;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-30;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;18:10;6:15;MAD;23:40;lun
244;CIA;10-11;2.6;FCO;131.0;12-11;2.5;13:40;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;;0;;0;Iberia / Ryanair;14:35;12:00;MAD;16:10;dom
245;CIA;26-10;2.6;CIA;132.0;29-10;2.5;13:40;jue;11-10-2017 15:21:32;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-29;MAD;€;;0;;0;Ryanair;20:00;17:25;MAD;16:10;dom
246;CIA;10-11;2.6;FCO;132.0;12-11;2.5;6:30;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;;0;;0;Alitalia / Ryanair;10:35;8:00;MAD;9:00;dom
247;CIA;26-10;2.6;CIA;132.0;2-11;2.5;6:30;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;;0;;0;Ryanair;20:00;17:25;MAD;9:00;jue
248;CIA;26-10;5.5;CIA;133.0;2-11;2.5;13:40;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;PMI;1;;0;Ryanair;23:30;18:00;MAD;16:10;jue
249;FCO;24-11;8.8;FCO;133.0;26-11;5.1;18:35;vie;11-10-2017 15:17:48;2;https://www.kayak.es/flights/ROM-MAD/2017-11-24/2017-11-26;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;23:00;14:15;MAD;23:40;dom
250;FCO;3-11;2.6;FCO;133.0;5-11;13.8;21:05;vie;11-10-2017 15:25:29;2;https://www.kayak.es/flights/ROM-MAD/2017-11-03/2017-11-05;MAD;€;;0;LIS;1;Alitalia / TAP AIR PORTUGAL;10:35;8:00;MAD;10:55;dom
251;FCO;3-11;2.6;FCO;133.0;5-11;13.8;21:05;vie;11-10-2017 15:25:29;2;https://www.kayak.es/flights/ROM-MAD/2017-11-03/2017-11-05;MAD;€;;0;LIS;1;Alitalia / TAP AIR PORTUGAL;23:50;21:15;MAD;10:55;dom
252;CIA;10-11;2.6;CIA;133.0;12-11;2.5;17:55;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;;0;;0;Ryanair;23:25;20:50;MAD;20:25;dom
253;FCO;10-11;2.6;CIA;133.0;12-11;2.5;7:00;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;;0;;0;Ryanair / Air Europa;19:10;16:35;MAD;9:30;dom
254;FCO;10-11;2.6;CIA;133.0;12-11;2.5;8:45;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;;0;;0;Ryanair / Iberia;19:10;16:35;MAD;11:15;dom
255;CIA;10-11;9.5;CIA;133.0;12-11;2.5;6:30;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;STN;1;;0;Ryanair;23:35;14:05;MAD;9:00;dom
256;FCO;10-11;11.7;FCO;133.0;12-11;18.2;16:40;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;17:50;6:10;MAD;10:55;dom
257;FCO;26-10;2.8;FCO;134.0;2-11;2.5;19:40;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;;0;;0;Iberia;18:00;15:15;MAD;22:10;jue
258;FCO;10-11;2.6;FCO;134.0;12-11;2.5;12:05;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;;0;;0;Vueling / Iberia;22:20;19:45;MAD;14:35;dom
259;CIA;26-10;2.8;FCO;134.0;2-11;2.5;13:40;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;;0;;0;Iberia / Ryanair;18:00;15:15;MAD;16:10;jue
260;FCO;10-11;2.6;FCO;134.0;12-11;2.5;19:40;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;;0;;0;Vueling / Iberia;22:20;19:45;MAD;22:10;dom
261;FCO;10-11;2.6;FCO;134.0;12-11;2.5;15:55;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;;0;;0;Vueling / Iberia;22:20;19:45;MAD;18:25;dom
262;FCO;26-10;8.3;FCO;134.0;29-10;13.8;21:05;jue;11-10-2017 15:21:32;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-29;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;14:35;6:15;MAD;10:55;dom
263;FCO;26-10;8.3;FCO;134.0;1-11;13.8;21:05;jue;11-10-2017 15:15:15;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-01;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;14:35;6:15;MAD;10:55;mié
264;FCO;26-10;8.3;FCO;134.0;1-11;16.3;18:35;jue;11-10-2017 15:15:15;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-01;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;14:35;6:15;MAD;10:55;mié
265;FCO;24-11;2.6;FCO;135.0;26-11;5.0;7:45;vie;11-10-2017 15:17:48;2;https://www.kayak.es/flights/ROM-MAD/2017-11-24/2017-11-26;MAD;€;;0;BCN;1;Vueling;22:20;19:45;MAD;12:45;dom
266;CIA;27-10;12.5;FCO;135.0;2-11;2.5;6:30;vie;11-10-2017 15:26:47;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-02;MAD;€;IBZ;1;;0;Ryanair;23:30;11:00;MAD;9:00;jue
267;FCO;26-10;17.6;FCO;135.0;2-11;7.0;16:40;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;23:50;6:15;MAD;23:40;jue
268;FCO;26-10;2.8;FCO;135.0;2-11;2.5;15:55;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;;0;;0;Iberia;18:00;15:15;MAD;18:25;jue
269;FCO;26-10;2.8;FCO;135.0;2-11;2.5;12:05;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;;0;;0;Iberia;18:00;15:15;MAD;14:35;jue
270;FCO;24-11;2.6;FCO;135.0;26-11;2.5;19:40;vie;11-10-2017 15:17:48;2;https://www.kayak.es/flights/ROM-MAD/2017-11-24/2017-11-26;MAD;€;;0;;0;Iberia;14:35;12:00;MAD;22:10;dom
271;FCO;10-11;2.5;FCO;135.0;12-11;2.3;13:20;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;;0;;0;Iberia;17:50;15:20;MAD;15:40;dom
272;FCO;10-11;20.3;FCO;135.0;12-11;18.2;16:40;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL  - Portugalia opera el vuel;15:55;19:35;MAD;10:55;dom
273;FCO;26-10;2.8;FCO;135.0;29-10;2.5;12:05;jue;11-10-2017 15:21:32;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-10-29;MAD;€;;0;;0;Iberia;18:00;15:15;MAD;14:35;dom
274;FCO;26-10;17.6;FCO;135.0;1-11;13.8;21:05;jue;11-10-2017 15:15:15;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-01;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;23:50;6:15;MAD;10:55;mié
275;FCO;26-10;17.6;FCO;135.0;1-11;16.3;18:35;jue;11-10-2017 15:15:15;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-01;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;23:50;6:15;MAD;10:55;mié
276;FCO;26-10;17.6;FCO;135.0;1-11;18.2;16:40;jue;11-10-2017 15:15:15;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-01;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;23:50;6:15;MAD;10:55;mié
277;FCO;10-11;2.5;FCO;135.0;12-11;2.5;8:45;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;;0;;0;Iberia;17:50;15:20;MAD;11:15;dom
278;FCO;26-10;8.3;FCO;135.0;1-11;18.2;16:40;jue;11-10-2017 15:15:15;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-01;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;14:35;6:15;MAD;10:55;mié
279;CIA;10-11;2.5;FCO;136.0;12-11;2.5;6:30;vie;11-10-2017 15:16:34;2;https://www.kayak.es/flights/ROM-MAD/2017-11-10/2017-11-12;MAD;€;;0;;0;Iberia / Ryanair;17:50;15:20;MAD;9:00;dom
280;FCO;27-10;23.2;FCO;136.0;1-11;13.8;21:05;vie;11-10-2017 15:12:36;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-01;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;19:30;20:20;MAD;10:55;mié
281;FCO;27-10;23.2;FCO;136.0;1-11;16.3;18:35;vie;11-10-2017 15:12:36;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-01;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;19:30;20:20;MAD;10:55;mié
282;FCO;26-10;5.5;CIA;136.0;2-11;8.6;7:10;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;PMI;1;BRI;1;Ryanair;23:30;18:00;MAD;15:45;jue
283;FCO;26-10;2.8;FCO;137.0;2-11;5.1;18:35;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;;0;LIS;1;Iberia / TAP AIR PORTUGAL;18:00;15:15;MAD;23:40;jue
284;FCO;26-10;2.6;CIA;137.0;1-11;13.8;21:05;jue;11-10-2017 15:15:15;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-01;MAD;€;;0;LIS;1;Ryanair / TAP AIR PORTUGAL;20:00;17:25;MAD;10:55;mié
285;FCO;26-10;2.8;FCO;137.0;2-11;11.4;12:15;jue;11-10-2017 15:22:50;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-02;MAD;€;;0;LIS;1;Iberia / TAP AIR PORTUGAL;18:00;15:15;MAD;23:40;jue
286;FCO;26-10;2.6;CIA;137.0;1-11;16.3;18:35;jue;11-10-2017 15:15:15;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-01;MAD;€;;0;LIS;1;Ryanair / TAP AIR PORTUGAL;20:00;17:25;MAD;10:55;mié
287;FCO;26-10;2.6;CIA;137.0;1-11;18.2;16:40;jue;11-10-2017 15:15:15;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-01;MAD;€;;0;LIS;1;Ryanair / TAP AIR PORTUGAL;20:00;17:25;MAD;10:55;mié
288;FCO;27-10;27.5;FCO;137.0;1-11;18.2;16:40;vie;11-10-2017 15:12:36;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-01;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;23:50;20:20;MAD;10:55;mié
289;FCO;27-10;27.5;FCO;137.0;1-11;16.3;18:35;vie;11-10-2017 15:12:36;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-01;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;23:50;20:20;MAD;10:55;mié
290;FCO;27-10;27.5;FCO;137.0;1-11;13.8;21:05;vie;11-10-2017 15:12:36;2;https://www.kayak.es/flights/ROM-MAD/2017-10-27/2017-11-01;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;23:50;20:20;MAD;10:55;mié
291;FCO;26-10;27.5;FCO;137.0;1-11;16.3;18:35;jue;11-10-2017 15:15:15;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-01;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;23:50;20:20;MAD;10:55;mié
292;FCO;26-10;27.5;FCO;137.0;1-11;13.8;21:05;jue;11-10-2017 15:15:15;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-01;MAD;€;LIS;1;LIS;1;TAP AIR PORTUGAL;23:50;20:20;MAD;10:55;mié
293;CIA;26-10;2.8;CIA;137.0;1-11;2.5;17:55;jue;11-10-2017 15:15:15;2;https://www.kayak.es/flights/ROM-MAD/2017-10-26/2017-11-01;MAD;€;;0;;0;Ryanair;19:10;16:25;MAD;20:25;mié
