stops_0;depart_airport_1;download_date;day_week_0;duration_0;number_destinations;link;airlines;depart_time_0;arrival_time_0;depart_time_1;depart_airport_0;stops_1;arrival_time_1;arrival_airport_0;date_1;number_stops_0;day_week_1;number_stops_1;arrival_airport_1;date_0;duration_1;price;currency
BCM;MAD;weekend;vie;7.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Blue Air / Ryanair;16:35;0:20;6:35;FCO;;9:05;MAD;16-10;1;lun;0;CIA;13-10;2.5;176;€
BCM;MAD;weekend;vie;7.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Blue Air / Ryanair;16:35;0:20;13:30;FCO;;16:00;MAD;16-10;1;lun;0;CIA;13-10;2.5;176;€
BCM;MAD;weekend;vie;7.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Blue Air / Vueling;16:35;0:20;18:45;FCO;;21:05;MAD;16-10;1;lun;0;FCO;13-10;2.3;177;€
BCM;MAD;weekend;vie;7.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Blue Air;16:35;0:20;18:55;FCO;OTP;7:45;MAD;16-10;1;lun;1;FCO;13-10;12.8;177;€
PMI;MAD;weekend;vie;8.6;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Vueling / Ryanair;7:10;15:45;6:35;FCO;;9:05;MAD;16-10;1;lun;0;CIA;13-10;2.5;178;€
PMI;MAD;weekend;vie;8.6;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Vueling / Ryanair;7:10;15:45;13:30;FCO;;16:00;MAD;16-10;1;lun;0;CIA;13-10;2.5;178;€
LIS;MAD;weekend;vie;12.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;TAP AIR PORTUGAL  - Portugalia opera el vuel;20:20;9:10;18:55;FCO;LIS;19:30;MAD;16-10;1;lun;1;FCO;13-10;24.6;179;€
PMI;MAD;weekend;vie;8.6;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Vueling / Ryanair;7:10;15:45;18:45;FCO;;21:05;MAD;16-10;1;lun;0;FCO;13-10;2.3;180;€
OTP;MAD;weekend;vie;9.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Blue Air / Ryanair;8:35;18:25;20:35;FCO;;23:05;MAD;16-10;1;lun;0;CIA;13-10;2.5;182;€
PMI;MAD;weekend;vie;6.7;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Vueling / Norwegian / Ryanair;7:10;13:50;13:30;FCO;;16:00;MAD;16-10;1;lun;0;CIA;13-10;2.5;183;€
PMI;MAD;weekend;vie;6.7;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Vueling / Norwegian / Ryanair;7:10;13:50;6:35;FCO;;9:05;MAD;16-10;1;lun;0;CIA;13-10;2.5;183;€
OTP;MAD;weekend;vie;10.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Wizz Air / Ryanair;7:50;18:35;20:35;CIA;;23:05;MAD;16-10;1;lun;0;CIA;13-10;2.5;183;€
PMI;MAD;weekend;vie;6.7;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Vueling / Norwegian;7:10;13:50;18:45;FCO;;21:05;MAD;16-10;1;lun;0;FCO;13-10;2.3;185;€
LIS;MAD;weekend;vie;12.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;TAP AIR PORTUGAL  - Portugalia opera el vuel;20:20;9:10;12:25;FCO;LIS;19:30;MAD;16-10;1;lun;1;FCO;13-10;7.1;185;€
OTP;MAD;weekend;vie;12.1;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Ryanair;6:30;18:35;6:35;CIA;;9:05;MAD;16-10;1;lun;0;CIA;13-10;2.5;189;€
OTP;MAD;weekend;vie;12.1;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Ryanair;6:30;18:35;13:30;CIA;;16:00;MAD;16-10;1;lun;0;CIA;13-10;2.5;189;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Ryanair / Vueling;17:25;20:00;18:45;CIA;;21:05;MAD;16-10;0;lun;0;FCO;13-10;2.3;192;€
BCN;MAD;weekend;vie;11.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Vueling / Ryanair;21:05;8:55;20:35;FCO;;23:05;MAD;16-10;1;lun;0;CIA;13-10;2.5;192;€
OTP;MAD;weekend;vie;9.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Blue Air / TAP AIR PORTUGAL;8:35;18:25;22:50;FCO;LIS;19:30;MAD;16-10;1;lun;1;FCO;13-10;20.7;196;€
BCN;MAD;weekend;vie;10.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Ryanair / Vueling;22:05;8:55;20:35;FCO;;23:05;MAD;16-10;1;lun;0;CIA;13-10;2.5;197;€
OTP;MAD;weekend;vie;10.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Wizz Air / Ryanair;7:50;18:35;13:30;CIA;;16:00;MAD;16-10;1;lun;0;CIA;13-10;2.5;198;€
OTP;MAD;weekend;vie;10.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Wizz Air / Ryanair;7:50;18:35;6:35;CIA;;9:05;MAD;16-10;1;lun;0;CIA;13-10;2.5;198;€
BCM;MAD;weekend;vie;7.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Blue Air / Wizz Air / Ryanair;16:35;0:20;21:55;FCO;SOF;7:35;MAD;16-10;1;lun;1;CIA;13-10;9.7;198;€
LIS;MAD;weekend;vie;15.3;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;TAP AIR PORTUGAL;20:20;11:40;22:50;FCO;LIS;19:30;MAD;16-10;1;lun;1;FCO;13-10;20.7;198;€
LIS;MAD;weekend;vie;21.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;TAP AIR PORTUGAL;20:20;18:10;22:50;FCO;LIS;19:30;MAD;16-10;1;lun;1;FCO;13-10;20.7;198;€
OTP;MAD;weekend;vie;9.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Blue Air / Ryanair;8:35;18:25;6:35;FCO;;9:05;MAD;16-10;1;lun;0;CIA;13-10;2.5;199;€
BCM;MAD;weekend;vie;7.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Blue Air;16:35;0:20;18:55;FCO;OTP;18:05;MAD;16-10;1;lun;1;FCO;13-10;23.2;199;€
LIS;MAD;weekend;vie;15.3;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;TAP AIR PORTUGAL;20:20;11:40;18:55;FCO;LIS;19:30;MAD;16-10;1;lun;1;FCO;13-10;24.6;200;€
LIS;MAD;weekend;vie;21.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;TAP AIR PORTUGAL;20:20;18:10;18:55;FCO;LIS;19:30;MAD;16-10;1;lun;1;FCO;13-10;24.6;200;€
OTP;MAD;weekend;vie;9.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Blue Air / Vueling;8:35;18:25;18:45;FCO;;21:05;MAD;16-10;1;lun;0;FCO;13-10;2.3;201;€
OTP;MAD;weekend;vie;10.6;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Wizz Air / Blue Air / Ryanair;7:50;18:25;20:35;CIA;;23:05;MAD;16-10;1;lun;0;CIA;13-10;2.5;202;€
OTP;MAD;weekend;vie;11.9;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Ryanair / Blue Air;6:30;18:25;20:35;CIA;;23:05;MAD;16-10;1;lun;0;CIA;13-10;2.5;202;€
LIS;MAD;weekend;vie;12.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;TAP AIR PORTUGAL / Blue Air  - Portugalia opera el vuel;20:20;9:10;18:55;FCO;OTP;7:45;MAD;16-10;1;lun;1;FCO;13-10;12.8;203;€
;MAD;weekend;vie;2.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Vueling;21:50;0:35;18:45;FCO;;21:05;MAD;16-10;0;lun;0;FCO;13-10;2.3;205;€
BCN;MAD;weekend;vie;6;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Vueling;14:25;20:25;18:45;FCO;;21:05;MAD;16-10;1;lun;0;FCO;13-10;2.3;205;€
BCN;MAD;weekend;vie;8.5;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Vueling;14:25;22:55;18:45;FCO;;21:05;MAD;16-10;1;lun;0;FCO;13-10;2.3;205;€
BCN;MAD;weekend;vie;10.5;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Vueling;9:55;20:25;18:45;FCO;;21:05;MAD;16-10;1;lun;0;FCO;13-10;2.3;205;€
;MAD;weekend;vie;2.7;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Air Europa / Vueling;18:25;21:05;18:45;FCO;;21:05;MAD;16-10;0;lun;0;FCO;13-10;2.3;206;€
LIS;MAD;weekend;vie;15.3;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;TAP AIR PORTUGAL  - Portugalia opera el vuel;20:20;11:40;12:25;FCO;LIS;19:30;MAD;16-10;1;lun;1;FCO;13-10;7.1;206;€
LIS;MAD;weekend;vie;21.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;TAP AIR PORTUGAL  - Portugalia opera el vuel;20:20;18:10;12:25;FCO;LIS;19:30;MAD;16-10;1;lun;1;FCO;13-10;7.1;206;€
;MAD;weekend;vie;2.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Ryanair;9:30;12:15;20:35;CIA;;23:05;MAD;16-10;0;lun;0;CIA;13-10;2.5;208;€
BCN;MAD;weekend;vie;11.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Vueling / Ryanair;21:05;8:55;6:35;FCO;;9:05;MAD;16-10;1;lun;0;CIA;13-10;2.5;209;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Ryanair / Blue Air;17:25;20:00;18:55;CIA;OTP;7:45;MAD;16-10;0;lun;1;FCO;13-10;12.8;209;€
OTP;MAD;weekend;vie;9.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Blue Air;8:35;18:25;18:55;FCO;OTP;7:45;MAD;16-10;1;lun;1;FCO;13-10;12.8;209;€
LIS;MAD;weekend;vie;12.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;TAP AIR PORTUGAL / Brussels Airlines  - Portugalia opera el vuel;20:20;9:10;6:20;FCO;BRU;20:40;MAD;16-10;1;lun;1;FCO;13-10;14.3;210;€
LIS;MAD;weekend;vie;12.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;TAP AIR PORTUGAL / Brussels Airlines  - Portugalia opera el vuel;20:20;9:10;6:20;FCO;BRU;22:40;MAD;16-10;1;lun;1;FCO;13-10;16.3;210;€
BCN;MAD;weekend;vie;11.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Vueling;21:05;8:55;18:45;FCO;;21:05;MAD;16-10;1;lun;0;FCO;13-10;2.3;210;€
BCN;MAD;weekend;vie;8.5;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Vueling;9:55;18:25;18:45;FCO;;21:05;MAD;16-10;1;lun;0;FCO;13-10;2.3;211;€
