stops_0;depart_airport_1;download_date;day_week_0;duration_0;number_destinations;link;airlines;depart_time_0;arrival_time_0;depart_time_1;depart_airport_0;stops_1;arrival_time_1;arrival_airport_0;date_1;number_stops_0;day_week_1;number_stops_1;arrival_airport_1;date_0;duration_1;price;currency
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Ryanair;17:25;20:00;20:35;CIA;;23:05;MAD;16-10;0;lun;0;CIA;13-10;2.5;138;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Ryanair;17:25;20:00;20:35;CIA;;23:05;MAD;16-10;0;lun;0;CIA;13-10;2.5;138;€
BCM;MAD;weekend;vie;7.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Blue Air / Ryanair;16:35;0:20;20:05;FCO;NUE;8:35;MAD;16-10;1;lun;1;CIA;13-10;12.5;144;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Ryanair;17:25;20:00;6:35;CIA;;9:05;MAD;16-10;0;lun;0;CIA;13-10;2.5;152;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Ryanair;17:25;20:00;13:30;CIA;;16:00;MAD;16-10;0;lun;0;CIA;13-10;2.5;152;€
BCM;MAD;weekend;vie;7.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Blue Air / Ryanair;16:35;0:20;20:35;FCO;;23:05;MAD;16-10;1;lun;0;CIA;13-10;2.5;159;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Ryanair;17:25;20:00;20:05;CIA;NUE;8:35;MAD;16-10;0;lun;1;CIA;13-10;12.5;159;€
PMI;MAD;weekend;vie;8.6;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Vueling / Ryanair;7:10;15:45;20:35;FCO;;23:05;MAD;16-10;1;lun;0;CIA;13-10;2.5;161;€
LIS;MAD;weekend;vie;12.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;TAP AIR PORTUGAL / Vueling  - Portugalia opera el vuel;20:20;9:10;18:45;FCO;;21:05;MAD;16-10;1;lun;0;FCO;13-10;2.3;161;€
PMI;MAD;weekend;vie;13.1;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Vueling / Norwegian;7:10;20:15;18:45;FCO;;21:05;MAD;16-10;1;lun;0;FCO;13-10;2.3;161;€
PMI;MAD;weekend;vie;6.7;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Vueling / Norwegian / Ryanair;7:10;13:50;20:35;FCO;;23:05;MAD;16-10;1;lun;0;CIA;13-10;2.5;166;€
OTP;MAD;weekend;vie;12.1;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;Ryanair;6:30;18:35;20:35;CIA;;23:05;MAD;16-10;1;lun;0;CIA;13-10;2.5;174;€
LIS;MAD;weekend;vie;12.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-13/2017-10-16;TAP AIR PORTUGAL  - Portugalia opera el vuel;20:20;9:10;22:50;FCO;LIS;19:30;MAD;16-10;1;lun;1;FCO;13-10;20.7;175;€
