stops_0;depart_airport_1;download_date;day_week_0;duration_0;number_destinations;link;airlines;depart_time_0;arrival_time_0;depart_time_1;depart_airport_0;stops_1;arrival_time_1;arrival_airport_0;date_1;number_stops_0;day_week_1;number_stops_1;arrival_airport_1;date_0;duration_1;price;currency
BRU;MAD;weekend;vie;16.7;2;https://www.kayak.es/flights/ROM-MAD/2017-12-08/2017-12-11;Brussels Airlines;6:35;23:15;12:40;FCO;BRU;16:50;MAD;11-12;1;lun;1;FCO;8-12;28.2;161;€
FRA;MAD;weekend;vie;8.2;2;https://www.kayak.es/flights/ROM-MAD/2017-12-08/2017-12-11;Lufthansa;7:00;15:10;15:15;FCO;MUC;21:05;MAD;11-12;1;lun;1;FCO;8-12;5.8;172;€
FRA;MAD;weekend;vie;8.2;2;https://www.kayak.es/flights/ROM-MAD/2017-12-08/2017-12-11;Lufthansa;7:00;15:10;17:15;FCO;FRA;23:25;MAD;11-12;1;lun;1;FCO;8-12;6.2;176;€
LIS;MAD;weekend;vie;6.1;2;https://www.kayak.es/flights/ROM-MAD/2017-12-08/2017-12-11;TAP AIR PORTUGAL;11:45;17:50;21:05;FCO;LIS;10:55;MAD;11-12;1;lun;1;FCO;8-12;13.8;177;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-12-08/2017-12-11;Iberia;7:45;10:20;19:40;FCO;;22:10;MAD;11-12;0;lun;0;FCO;8-12;2.5;185;€
AMS;MAD;weekend;vie;6.2;2;https://www.kayak.es/flights/ROM-MAD/2017-12-08/2017-12-11;KLM;17:15;23:25;6:00;FCO;AMS;12:15;MAD;11-12;1;lun;1;FCO;8-12;6.2;193;€
;MAD;weekend;vie;2.5;2;https://www.kayak.es/flights/ROM-MAD/2017-12-08/2017-12-11;Iberia;15:20;17:50;15:55;FCO;;18:25;MAD;11-12;0;lun;0;FCO;8-12;2.5;195;€
ZRH;MAD;weekend;vie;18.8;2;https://www.kayak.es/flights/ROM-MAD/2017-12-08/2017-12-11;SWISS;19:55;14:40;10:00;FCO;ZRH;19:10;MAD;11-12;1;lun;1;FCO;8-12;9.2;198;€
ZRH;MAD;weekend;vie;18.8;2;https://www.kayak.es/flights/ROM-MAD/2017-12-08/2017-12-11;SWISS;19:55;14:40;19:40;FCO;ZRH;8:55;MAD;11-12;1;lun;1;FCO;8-12;13.2;198;€
ZRH;MAD;weekend;vie;23.1;2;https://www.kayak.es/flights/ROM-MAD/2017-12-08/2017-12-11;SWISS  - Swiss Global opera el vuel;19:55;19:00;10:00;FCO;ZRH;19:10;MAD;11-12;1;lun;1;FCO;8-12;9.2;198;€
