stops_0;depart_airport_1;download_date;day_week_0;duration_0;number_destinations;link;airlines;depart_time_0;arrival_time_0;depart_time_1;depart_airport_0;stops_1;arrival_time_1;arrival_airport_0;date_1;number_stops_0;day_week_1;number_stops_1;arrival_airport_1;date_0;duration_1;price;currency
;MAD;weekend;vie;2.7;2;https://www.kayak.es/flights/ROM-MAD/2017-12-29/2018-01-01;Air Europa;18:25;21:05;7:40;FCO;;10:10;MAD;1-01;0;lun;0;FCO;29-12;2.5;167;€
;MAD;weekend;vie;2.7;2;https://www.kayak.es/flights/ROM-MAD/2017-12-29/2018-01-01;Air Europa;19:30;22:10;7:40;FCO;;10:10;MAD;1-01;0;lun;0;FCO;29-12;2.5;172;€
;MAD;weekend;vie;2.7;2;https://www.kayak.es/flights/ROM-MAD/2017-12-29/2018-01-01;Air Europa;18:25;21:05;16:10;FCO;;18:40;MAD;1-01;0;lun;0;FCO;29-12;2.5;177;€
;MAD;weekend;vie;2.7;2;https://www.kayak.es/flights/ROM-MAD/2017-12-29/2018-01-01;Air Europa;18:25;21:05;7:00;FCO;;9:30;MAD;1-01;0;lun;0;FCO;29-12;2.5;177;€
;MAD;weekend;vie;2.7;2;https://www.kayak.es/flights/ROM-MAD/2017-12-29/2018-01-01;Air Europa;19:30;22:10;16:10;FCO;;18:40;MAD;1-01;0;lun;0;FCO;29-12;2.5;181;€
;MAD;weekend;vie;2.7;2;https://www.kayak.es/flights/ROM-MAD/2017-12-29/2018-01-01;Air Europa;19:30;22:10;7:00;FCO;;9:30;MAD;1-01;0;lun;0;FCO;29-12;2.5;181;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-12-29/2018-01-01;Ryanair;20:50;23:25;13:40;CIA;;16:10;MAD;1-01;0;lun;0;CIA;29-12;2.5;191;€
;MAD;weekend;vie;2.7;2;https://www.kayak.es/flights/ROM-MAD/2017-12-29/2018-01-01;Air Europa;11:00;13:40;7:40;FCO;;10:10;MAD;1-01;0;lun;0;FCO;29-12;2.5;199;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-12-29/2018-01-01;Ryanair;9:25;12:00;13:40;CIA;;16:10;MAD;1-01;0;lun;0;CIA;29-12;2.5;208;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-12-29/2018-01-01;Ryanair;16:35;19:10;13:40;CIA;;16:10;MAD;1-01;0;lun;0;CIA;29-12;2.5;208;€
;MAD;weekend;vie;2.7;2;https://www.kayak.es/flights/ROM-MAD/2017-12-29/2018-01-01;Air Europa;11:00;13:40;16:10;FCO;;18:40;MAD;1-01;0;lun;0;FCO;29-12;2.5;209;€
;MAD;weekend;vie;2.7;2;https://www.kayak.es/flights/ROM-MAD/2017-12-29/2018-01-01;Air Europa;11:00;13:40;7:00;FCO;;9:30;MAD;1-01;0;lun;0;FCO;29-12;2.5;209;€
