stops_0;depart_airport_1;download_date;day_week_0;duration_0;number_destinations;link;airlines;depart_time_0;arrival_time_0;depart_time_1;depart_airport_0;stops_1;arrival_time_1;arrival_airport_0;date_1;number_stops_0;day_week_1;number_stops_1;arrival_airport_1;date_0;duration_1;price;currency
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-11-03/2017-11-06;Ryanair;20:50;23:25;6:30;CIA;;9:00;MAD;6-11;0;lun;0;CIA;3-11;2.5;80;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-11-03/2017-11-06;Ryanair;20:50;23:25;13:40;CIA;;16:10;MAD;6-11;0;lun;0;CIA;3-11;2.5;88;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-11-03/2017-11-06;Ryanair;9:25;12:00;18:05;CIA;;20:35;MAD;6-11;0;lun;0;CIA;3-11;2.5;98;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-11-03/2017-11-06;Alitalia;8:00;10:35;6:10;FCO;;8:35;MAD;6-11;0;lun;0;FCO;3-11;2.4;105;€
OTP;MAD;weekend;vie;9.4;2;https://www.kayak.es/flights/ROM-MAD/2017-11-03/2017-11-06;Blue Air / Ryanair;8:55;18:20;6:30;FCO;;9:00;MAD;6-11;1;lun;0;CIA;3-11;2.5;115;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-11-03/2017-11-06;Ryanair;20:50;23:25;13:55;CIA;BVA;22:55;MAD;6-11;0;lun;1;CIA;3-11;9;125;€
LIS;MAD;weekend;vie;24.8;2;https://www.kayak.es/flights/ROM-MAD/2017-11-03/2017-11-06;TAP AIR PORTUGAL / Vueling;19:35;20:20;16:35;FCO;;19:00;MAD;6-11;1;lun;0;FCO;3-11;2.4;132;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-11-03/2017-11-06;Vueling;19:45;22:20;16:35;FCO;;19:00;MAD;6-11;0;lun;0;FCO;3-11;2.4;135;€
LIS;MAD;weekend;vie;22.2;2;https://www.kayak.es/flights/ROM-MAD/2017-11-03/2017-11-06;TAP AIR PORTUGAL;19:35;17:50;18:35;FCO;LIS;23:40;MAD;6-11;1;lun;1;FCO;3-11;5.1;135;€
LIS;MAD;weekend;vie;22.2;2;https://www.kayak.es/flights/ROM-MAD/2017-11-03/2017-11-06;TAP AIR PORTUGAL;19:35;17:50;21:05;FCO;LIS;10:55;MAD;6-11;1;lun;1;FCO;3-11;13.8;139;€
LIS;MAD;weekend;vie;13.8;2;https://www.kayak.es/flights/ROM-MAD/2017-11-03/2017-11-06;TAP AIR PORTUGAL  - Portugalia opera el vuel;19:35;9:20;18:35;FCO;LIS;23:40;MAD;6-11;1;lun;1;FCO;3-11;5.1;143;€
;MAD;weekend;vie;2.5;2;https://www.kayak.es/flights/ROM-MAD/2017-11-03/2017-11-06;Iberia;15:20;17:50;12:05;FCO;;14:35;MAD;6-11;0;lun;0;FCO;3-11;2.5;149;€
;MAD;weekend;vie;2.5;2;https://www.kayak.es/flights/ROM-MAD/2017-11-03/2017-11-06;Iberia;15:20;17:50;19:40;FCO;;22:10;MAD;6-11;0;lun;0;FCO;3-11;2.5;155;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-11-03/2017-11-06;Iberia;12:00;14:35;19:40;FCO;;22:10;MAD;6-11;0;lun;0;FCO;3-11;2.5;170;€
;MAD;weekend;vie;2.5;2;https://www.kayak.es/flights/ROM-MAD/2017-11-03/2017-11-06;Iberia;15:20;17:50;15:55;FCO;;18:25;MAD;6-11;0;lun;0;FCO;3-11;2.5;175;€
