stops_0;depart_airport_1;download_date;day_week_0;duration_0;number_destinations;link;airlines;depart_time_0;arrival_time_0;depart_time_1;depart_airport_0;stops_1;arrival_time_1;arrival_airport_0;date_1;number_stops_0;day_week_1;number_stops_1;arrival_airport_1;date_0;duration_1;price;currency
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-12-15/2017-12-18;Ryanair;20:50;23:25;6:30;CIA;;9:00;MAD;18-12;0;lun;0;CIA;15-12;2.5;51;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-12-15/2017-12-18;Ryanair;9:25;12:00;6:30;CIA;;9:00;MAD;18-12;0;lun;0;CIA;15-12;2.5;57;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-12-15/2017-12-18;Ryanair;16:35;19:10;18:05;CIA;;20:35;MAD;18-12;0;lun;0;CIA;15-12;2.5;72;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-12-15/2017-12-18;Vueling;19:45;22:20;16:35;FCO;;19:00;MAD;18-12;0;lun;0;FCO;15-12;2.4;80;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-12-15/2017-12-18;Vueling / Ryanair;19:45;22:20;6:30;FCO;;9:00;MAD;18-12;0;lun;0;CIA;15-12;2.5;83;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-12-15/2017-12-18;Ryanair;16:35;19:10;13:55;CIA;BVA;22:55;MAD;18-12;0;lun;1;CIA;15-12;9;92;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-12-15/2017-12-18;Ryanair;16:35;19:10;10:05;CIA;PMO;16:55;MAD;18-12;0;lun;1;FCO;15-12;6.8;96;€
BRU;MAD;weekend;vie;13.2;2;https://www.kayak.es/flights/ROM-MAD/2017-12-15/2017-12-18;Ryanair;20:15;9:30;10:05;FCO;BRU;19:20;MAD;18-12;1;lun;1;FCO;15-12;9.2;124;€
;MAD;weekend;vie;2.5;2;https://www.kayak.es/flights/ROM-MAD/2017-12-15/2017-12-18;Iberia;15:20;17:50;19:40;FCO;;22:10;MAD;18-12;0;lun;0;FCO;15-12;2.5;129;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-12-15/2017-12-18;Vueling / Air Europa;19:45;22:20;7:00;FCO;;9:30;MAD;18-12;0;lun;0;FCO;15-12;2.5;131;€
ATH;MAD;weekend;vie;18.8;2;https://www.kayak.es/flights/ROM-MAD/2017-12-15/2017-12-18;Aegean Airlines / Vueling;17:25;12:15;16:35;FCO;;19:00;MAD;18-12;1;lun;0;FCO;15-12;2.4;133;€
;MAD;weekend;vie;2.5;2;https://www.kayak.es/flights/ROM-MAD/2017-12-15/2017-12-18;Iberia;15:20;17:50;15:55;FCO;;18:25;MAD;18-12;0;lun;0;FCO;15-12;2.5;135;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-12-15/2017-12-18;Vueling;19:45;22:20;19:00;FCO;BCN;23:55;MAD;18-12;0;lun;1;FCO;15-12;4.9;135;€
;MAD;weekend;vie;2.6;2;https://www.kayak.es/flights/ROM-MAD/2017-12-15/2017-12-18;Vueling;19:45;22:20;18:15;FCO;BCN;23:55;MAD;18-12;0;lun;1;FCO;15-12;5.7;137;€
