stops_0;depart_airport_1;download_date;day_week_0;duration_0;number_destinations;link;airlines;depart_time_0;arrival_time_0;depart_time_1;depart_airport_0;stops_1;arrival_time_1;arrival_airport_0;date_1;number_stops_0;day_week_1;number_stops_1;arrival_airport_1;date_0;duration_1;price;currency
;MAD;weekend;vie;2.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-06/2017-10-09;Vueling / Ryanair;21:50;0:35;6:35;FCO;;9:05;MAD;9-10;0;lun;0;CIA;6-10;2.5;141;€
;MAD;weekend;vie;2.7;2;https://www.kayak.es/flights/ROM-MAD/2017-10-06/2017-10-09;Air Europa / Ryanair;10:30;13:10;6:35;FCO;;9:05;MAD;9-10;0;lun;0;CIA;6-10;2.5;147;€
;MAD;weekend;vie;2.7;2;https://www.kayak.es/flights/ROM-MAD/2017-10-06/2017-10-09;Air Europa / TAP AIR PORTUGAL;11:00;13:40;22:50;FCO;LIS;23:30;MAD;9-10;0;lun;1;FCO;6-10;24.7;150;€
;MAD;weekend;vie;2.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-06/2017-10-09;Vueling / TAP AIR PORTUGAL;21:50;0:35;22:50;FCO;LIS;10:40;MAD;9-10;0;lun;1;FCO;6-10;11.8;154;€
;MAD;weekend;vie;2.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-06/2017-10-09;Vueling / TAP AIR PORTUGAL;21:50;0:35;22:50;FCO;LIS;23:30;MAD;9-10;0;lun;1;FCO;6-10;24.7;158;€
;MAD;weekend;vie;2.7;2;https://www.kayak.es/flights/ROM-MAD/2017-10-06/2017-10-09;Air Europa / TAP AIR PORTUGAL  - Portugalia opera el vuel;11:00;13:40;12:25;FCO;LIS;23:30;MAD;9-10;0;lun;1;FCO;6-10;11.1;161;€
;MAD;weekend;vie;2.7;2;https://www.kayak.es/flights/ROM-MAD/2017-10-06/2017-10-09;Air Europa / TAP AIR PORTUGAL;11:00;13:40;22:50;FCO;LIS;10:40;MAD;9-10;0;lun;1;FCO;6-10;11.8;162;€
PMI;MAD;weekend;vie;6.7;2;https://www.kayak.es/flights/ROM-MAD/2017-10-06/2017-10-09;Vueling / Norwegian / Ryanair;7:10;13:50;6:35;FCO;;9:05;MAD;9-10;1;lun;0;CIA;6-10;2.5;164;€
;MAD;weekend;vie;2.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-06/2017-10-09;Vueling / Ryanair;21:50;0:35;19:50;FCO;SOF;7:35;MAD;9-10;0;lun;1;CIA;6-10;11.8;165;€
;MAD;weekend;vie;2.7;2;https://www.kayak.es/flights/ROM-MAD/2017-10-06/2017-10-09;Air Europa / Ryanair;11:00;13:40;6:35;FCO;;9:05;MAD;9-10;0;lun;0;CIA;6-10;2.5;168;€
;MAD;weekend;vie;2.7;2;https://www.kayak.es/flights/ROM-MAD/2017-10-06/2017-10-09;Air Europa;11:00;13:40;7:05;FCO;;9:30;MAD;9-10;0;lun;0;FCO;6-10;2.4;170;€
;MAD;weekend;vie;2.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-06/2017-10-09;Vueling;21:50;0:35;18:45;FCO;;21:05;MAD;9-10;0;lun;0;FCO;6-10;2.3;175;€
;MAD;weekend;vie;2.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-06/2017-10-09;Vueling / Ryanair;21:50;0:35;20:35;FCO;;23:05;MAD;9-10;0;lun;0;CIA;6-10;2.5;177;€
;MAD;weekend;vie;2.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-06/2017-10-09;Ryanair;9:30;12:15;6:35;CIA;;9:05;MAD;9-10;0;lun;0;CIA;6-10;2.5;178;€
;MAD;weekend;vie;2.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-06/2017-10-09;Ryanair;16:25;19:10;6:35;CIA;;9:05;MAD;9-10;0;lun;0;CIA;6-10;2.5;201;€
;MAD;weekend;vie;2.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-06/2017-10-09;Ryanair;9:30;12:15;20:35;CIA;;23:05;MAD;9-10;0;lun;0;CIA;6-10;2.5;209;€
;MAD;weekend;vie;2.7;2;https://www.kayak.es/flights/ROM-MAD/2017-10-06/2017-10-09;Air Europa;18:25;21:05;7:05;FCO;;9:30;MAD;9-10;0;lun;0;FCO;6-10;2.4;224;€
;MAD;weekend;vie;2.8;2;https://www.kayak.es/flights/ROM-MAD/2017-10-06/2017-10-09;Vueling;21:50;0:35;18:15;FCO;BCN;0:05;MAD;9-10;0;lun;1;FCO;6-10;5.8;240;€
