price;number_destinations;download_date;day_week_0;airlines;duration_0;number_stops_0;date_0;arrival_time_0;currency;stops_0;depart_time_0;depart_airport_0;link;arrival_airport_0
24;1;23-09-2017-14h-06m-37s;mar;Ryanair;2.6;0;7-11;23:25;€;;20:50;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
28;1;23-09-2017-14h-06m-37s;sáb;Ryanair;2.6;0;4-11;12:00;€;;9:25;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
28;1;23-09-2017-14h-06m-37s;mar;Ryanair;2.6;0;7-11;12:00;€;;9:25;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
34;1;23-09-2017-14h-06m-37s;jue;Ryanair;2.6;0;2-11;23:25;€;;20:50;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
34;1;23-09-2017-14h-06m-37s;lun;Ryanair;2.6;0;6-11;19:10;€;;16:35;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
34;1;23-09-2017-14h-06m-37s;mar;Ryanair;2.6;0;7-11;19:10;€;;16:35;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
40;1;23-09-2017-14h-06m-37s;jue;Ryanair;2.6;0;2-11;19:10;€;;16:35;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
40;1;23-09-2017-14h-06m-37s;jue;Ryanair;2.6;0;2-11;12:00;€;;9:25;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
40;1;23-09-2017-14h-06m-37s;sáb;Ryanair;2.6;0;4-11;19:10;€;;16:35;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
48;1;23-09-2017-14h-06m-37s;vie;Ryanair;2.6;0;3-11;12:00;€;;9:25;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
48;1;23-09-2017-14h-06m-37s;lun;Ryanair;2.6;0;6-11;12:00;€;;9:25;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
60;1;23-09-2017-14h-06m-37s;sáb;Blue Air / Wizz Air;11.5;1;4-11;20:25;€;OTP;8:55;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
61;1;23-09-2017-14h-06m-37s;mié;Vueling / Ryanair;9.3;1;1-11;23:15;€;IBZ;13:55;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
65;1;23-09-2017-14h-06m-37s;vie;Ryanair;2.6;0;3-11;19:10;€;;16:35;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
65;1;23-09-2017-14h-06m-37s;vie;Ryanair;2.6;0;3-11;23:25;€;;20:50;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
65;1;23-09-2017-14h-06m-37s;mié;Ryanair;2.6;0;1-11;23:25;€;;20:50;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
65;1;23-09-2017-14h-06m-37s;mié;Ryanair;2.6;0;1-11;19:10;€;;16:35;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
65;1;23-09-2017-14h-06m-37s;dom;Ryanair;2.6;0;5-11;19:10;€;;16:35;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
65;1;23-09-2017-14h-06m-37s;dom;Ryanair;2.6;0;5-11;12:00;€;;9:25;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
65;1;23-09-2017-14h-06m-37s;sáb;Ryanair;2.6;0;4-11;23:25;€;;20:50;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
67;1;23-09-2017-14h-06m-37s;vie;Wizz Air / Ryanair;11.1;1;3-11;19:45;€;SOF;8:40;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
69;1;23-09-2017-14h-06m-37s;jue;Ryanair;12.2;2;2-11;20:25;€;BRI, BGY;8:15;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
69;1;23-09-2017-14h-06m-37s;mié;TAP AIR PORTUGAL  - Portugalia opera el vuel;13.8;1;1-11;9:20;€;LIS;19:35;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
69;1;23-09-2017-14h-06m-37s;mié;TAP AIR PORTUGAL;15.9;1;1-11;11:30;€;LIS;19:35;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
69;1;23-09-2017-14h-06m-37s;jue;Ryanair;17;2;2-11;9:10;€;BRI, BGY;16:10;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
70;1;23-09-2017-14h-06m-37s;mié;TAP AIR PORTUGAL  - Portugalia opera el vuel;20.3;1;1-11;15:55;€;LIS;19:35;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
72;1;23-09-2017-14h-06m-37s;mié;TAP AIR PORTUGAL;22.2;1;1-11;17:50;€;LIS;19:35;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
72;1;23-09-2017-14h-06m-37s;mié;TAP AIR PORTUGAL  - Portugalia opera el vuel;24.8;1;1-11;20:20;€;LIS;19:35;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
72;1;23-09-2017-14h-06m-37s;mié;TAP AIR PORTUGAL;27.4;1;1-11;23:00;€;LIS;19:35;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
73;1;23-09-2017-14h-06m-37s;sáb;TAP AIR PORTUGAL;5.3;1;4-11;11:30;€;LIS;6:10;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
73;1;23-09-2017-14h-06m-37s;sáb;TAP AIR PORTUGAL;6.1;1;4-11;17:50;€;LIS;11:45;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
73;1;23-09-2017-14h-06m-37s;sáb;TAP AIR PORTUGAL;6.1;1;4-11;20:20;€;LIS;14:15;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
73;1;23-09-2017-14h-06m-37s;sáb;TAP AIR PORTUGAL;8.6;1;4-11;20:20;€;LIS;11:45;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
73;1;23-09-2017-14h-06m-37s;sáb;TAP AIR PORTUGAL  - Portugalia opera el vuel;9.8;1;4-11;15:55;€;LIS;6:10;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
74;1;23-09-2017-14h-06m-37s;mié;Alitalia;2.6;0;1-11;23:50;€;;21:15;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
75;1;23-09-2017-14h-06m-37s;vie;Ryanair / Wizz Air;26.1;1;3-11;20:25;€;OTP;18:20;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
76;1;23-09-2017-14h-06m-37s;jue;Ryanair;6.2;1;2-11;23:40;€;PMO;17:30;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
77;1;23-09-2017-14h-06m-37s;jue;TAP AIR PORTUGAL;6.1;1;2-11;17:50;€;LIS;11:45;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
77;1;23-09-2017-14h-06m-37s;dom;TAP AIR PORTUGAL;6.1;1;5-11;17:50;€;LIS;11:45;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
77;1;23-09-2017-14h-06m-37s;lun;TAP AIR PORTUGAL;6.1;1;6-11;17:50;€;LIS;11:45;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
77;1;23-09-2017-14h-06m-37s;mar;TAP AIR PORTUGAL;9.8;1;7-11;15:55;€;LIS;6:10;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
77;1;23-09-2017-14h-06m-37s;jue;TAP AIR PORTUGAL;11.7;1;2-11;17:50;€;LIS;6:10;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
77;1;23-09-2017-14h-06m-37s;sáb;TAP AIR PORTUGAL;11.7;1;4-11;17:50;€;LIS;6:10;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
77;1;23-09-2017-14h-06m-37s;mar;TAP AIR PORTUGAL;11.7;1;7-11;17:50;€;LIS;6:10;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
77;1;23-09-2017-14h-06m-37s;sáb;TAP AIR PORTUGAL;14.2;1;4-11;20:20;€;LIS;6:10;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
77;1;23-09-2017-14h-06m-37s;jue;TAP AIR PORTUGAL;21.6;1;2-11;9:20;€;LIS;11:45;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
78;1;23-09-2017-14h-06m-37s;mié;Ryanair;15.1;1;1-11;13:20;€;CTA;22:15;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
78;1;23-09-2017-14h-06m-37s;vie;Ryanair;27.4;2;3-11;20:25;€;BRI, BGY;17:00;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
79;1;23-09-2017-14h-06m-37s;mié;Wizz Air;12.7;1;1-11;20:25;€;OTP;7:45;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
79;1;23-09-2017-14h-06m-37s;mié;Vueling / Ryanair;12.9;1;1-11;8:05;€;PMI;19:10;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
79;1;23-09-2017-14h-06m-37s;vie;TAP AIR PORTUGAL;22.2;1;3-11;17:50;€;LIS;19:35;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
79;1;23-09-2017-14h-06m-37s;mar;TAP AIR PORTUGAL;22.2;1;7-11;17:50;€;LIS;19:35;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
79;1;23-09-2017-14h-06m-37s;sáb;TAP AIR PORTUGAL  - Portugalia opera el vuel;23.8;1;4-11;11:30;€;LIS;11:45;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
79;1;23-09-2017-14h-06m-37s;vie;TAP AIR PORTUGAL;24.8;1;3-11;20:20;€;LIS;19:35;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
79;1;23-09-2017-14h-06m-37s;mar;TAP AIR PORTUGAL;25.7;1;7-11;15:55;€;LIS;14:15;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
81;1;23-09-2017-14h-06m-37s;vie;Vueling;2.6;0;3-11;22:20;€;;19:45;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
81;1;23-09-2017-14h-06m-37s;mar;Air France;5.2;1;7-11;23:05;€;CDG;17:50;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
81;1;23-09-2017-14h-06m-37s;vie;Ryanair;24.4;2;3-11;9:10;€;BRI, BGY;8:45;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
82;1;23-09-2017-14h-06m-37s;sáb;Alitalia;2.6;0;4-11;10:35;€;;8:00;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
82;1;23-09-2017-14h-06m-37s;sáb;Alitalia;2.6;0;4-11;17:05;€;;14:30;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-04-flexible;MAD
