link;download_date;price;currency;airlines;number_destinations;duration_0;stops_0;number_stops_0;date_0;depart_time_0;arrival_time_0;depart_airport_0;arrival_airport_0;day_week_0
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;31;€;Ryanair;1;12.5;IBZ;1;24-10;11:00;23:30;FCO;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;34;€;Ryanair;1;2.8;;0;25-10;9:30;12:15;CIA;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;39;€;Ryanair;1;13;IBZ;1;26-10;10:30;23:30;FCO;MAD;jue
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;40;€;Ryanair;1;2.8;;0;25-10;16:25;19:10;CIA;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;43;€;Ryanair;1;5.5;PMI;1;26-10;18:00;23:30;CIA;MAD;jue
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;46;€;Ryanair;1;5.6;IBZ;1;28-10;10:30;16:05;FCO;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;46;€;Ryanair;1;12.5;IBZ;1;27-10;11:00;23:30;FCO;MAD;vie
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;48;€;Ryanair;1;2.6;;0;25-10;17:25;20:00;CIA;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;48;€;Ryanair;1;2.6;;0;26-10;17:25;20:00;CIA;MAD;jue
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;48;€;Ryanair;1;2.8;;0;24-10;9:30;12:15;CIA;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;48;€;Ryanair;1;2.8;;0;26-10;9:30;12:15;CIA;MAD;jue
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;48;€;Ryanair;1;2.8;;0;26-10;16:25;19:10;CIA;MAD;jue
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;52;€;Ryanair;1;10.5;NUE;1;23-10;9:00;19:30;CIA;MAD;lun
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;53;€;Ryanair / Vueling;1;7.5;IBZ;1;25-10;6:40;14:10;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;57;€;Vueling;1;2.8;;0;25-10;21:50;0:35;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;59;€;Ryanair;1;11.5;MLA;1;25-10;12:05;23:35;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;59;€;Ryanair;1;22.8;IBZ;1;22-10;11:10;9:55;FCO;MAD;dom
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;64;€;Ryanair / Vueling;1;10.8;BCN;1;25-10;8:35;19:25;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;65;€;Ryanair;1;2.8;;0;24-10;16:25;19:10;CIA;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;65;€;Ryanair;1;2.8;;0;28-10;16:25;19:10;CIA;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;65;€;Ryanair;1;2.8;;0;23-10;16:25;19:10;CIA;MAD;lun
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;65;€;Ryanair;1;2.8;;0;23-10;9:30;12:15;CIA;MAD;lun
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;65;€;Ryanair;1;10.5;NUE;1;22-10;9:00;19:30;CIA;MAD;dom
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;66;€;Ryanair;1;10.5;NUE;1;25-10;9:00;19:30;CIA;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;67;€;Ryanair / Vueling;1;9.1;BCN;1;25-10;8:35;17:40;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;67;€;Ryanair / Vueling;1;10.8;BCN;1;25-10;22:05;8:55;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;68;€;Ryanair;1;6.2;PMO;1;24-10;11:45;18:00;FCO;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;69;€;TAP AIR PORTUGAL;1;5.4;LIS;1;25-10;6:15;11:40;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;69;€;TAP AIR PORTUGAL;1;8;LIS;1;25-10;11:30;19:30;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;69;€;TAP AIR PORTUGAL;1;8.3;LIS;1;25-10;6:15;14:35;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;69;€;TAP AIR PORTUGAL;1;10.7;LIS;1;25-10;11:30;22:10;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;70;€;Ryanair / Vueling;1;6.8;BCN;1;25-10;8:35;15:25;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;70;€;Ryanair / Vueling;1;10.3;BCN;1;24-10;22:05;8:25;FCO;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;70;€;Ryanair / Vueling;1;10.3;BCN;1;25-10;22:05;8:25;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;71;€;Ryanair;1;7.6;CGN;1;23-10;12:55;20:30;CIA;MAD;lun
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;73;€;Ryanair;1;8.8;DUB;1;25-10;11:20;20:05;CIA;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;74;€;Ryanair;1;11.2;SOF;1;27-10;8:00;19:10;CIA;MAD;vie
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;76;€;Ryanair;1;8.1;PMO;1;26-10;8:15;16:20;FCO;MAD;jue
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;77;€;Alitalia;1;2.6;;0;25-10;8:00;10:35;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;77;€;Alitalia;1;2.6;;0;25-10;21:15;23:50;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;77;€;TAP AIR PORTUGAL;1;6.8;LIS;1;24-10;17:05;23:50;FCO;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;77;€;TAP AIR PORTUGAL;1;6.8;LIS;1;27-10;17:05;23:50;FCO;MAD;vie
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;77;€;"TAP AIR PORTUGAL
 - Portugalia opera el vuel";1;6.8;LIS;1;23-10;17:05;23:50;FCO;MAD;lun
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;77;€;TAP AIR PORTUGAL;1;8;LIS;1;28-10;11:30;19:30;FCO;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;77;€;TAP AIR PORTUGAL;1;8;LIS;1;23-10;11:30;19:30;FCO;MAD;lun
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;77;€;TAP AIR PORTUGAL;1;8.3;LIS;1;26-10;6:15;14:35;FCO;MAD;jue
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;77;€;TAP AIR PORTUGAL;1;10.7;LIS;1;23-10;11:30;22:10;FCO;MAD;lun
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;78;€;Ryanair;1;9.5;STN;1;24-10;14:00;23:30;CIA;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;78;€;Wizz Air / Ryanair;1;10.8;OTP;1;25-10;7:50;18:35;CIA;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;79;€;TAP AIR PORTUGAL;1;6.7;LIS;1;25-10;11:30;18:10;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;79;€;TAP AIR PORTUGAL;1;6.8;LIS;1;25-10;17:05;23:50;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;79;€;Vueling / Ryanair;1;8.6;PMI;1;24-10;7:10;15:45;FCO;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;80;€;Ryanair / Vueling;1;7.2;BCN;1;25-10;15:45;22:55;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;83;€;Vueling;1;7.2;IBZ;1;24-10;7:00;14:10;FCO;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;85;€;Brussels Airlines;1;5.2;BRU;1;25-10;6:35;11:50;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;85;€;Brussels Airlines;1;5.2;BRU;1;24-10;6:35;11:50;FCO;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;85;€;Brussels Airlines;1;6.5;BRU;1;25-10;10:10;16:40;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;85;€;Brussels Airlines;1;6.5;BRU;1;26-10;10:10;16:40;FCO;MAD;jue
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;85;€;Brussels Airlines;1;6.5;BRU;1;24-10;10:10;16:40;FCO;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-12h-09min-16s;85;€;Blue Air / Ryanair;1;10;OTP;1;27-10;8:35;18:35;FCO;MAD;vie
