price;number_destinations;download_date;day_week_0;airlines;duration_0;number_stops_0;date_0;arrival_time_0;currency;stops_0;depart_time_0;depart_airport_0;link;arrival_airport_0
65;1;23-09-2017-14h-04m-24s;mié;Ryanair;2.6;0;4-10;20:00;€;;17:25;CIA;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible;MAD
65;1;23-09-2017-14h-04m-24s;mié;Ryanair;2.8;0;4-10;12:15;€;;9:30;CIA;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible;MAD
65;1;23-09-2017-14h-04m-24s;mar;Ryanair;2.8;0;3-10;19:10;€;;16:25;CIA;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible;MAD
75;1;23-09-2017-14h-04m-24s;mié;Vueling;2.8;0;4-10;0:35;€;;21:50;FCO;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible;MAD
76;1;23-09-2017-14h-04m-24s;mar;TAP AIR PORTUGAL;6.8;1;3-10;23:50;€;LIS;17:05;FCO;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible;MAD
76;1;23-09-2017-14h-04m-24s;mié;TAP AIR PORTUGAL;8.3;1;4-10;14:35;€;LIS;6:15;FCO;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible;MAD
76;1;23-09-2017-14h-04m-24s;mar;TAP AIR PORTUGAL;10.2;1;3-10;23:50;€;LIS;13:35;FCO;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible;MAD
76;1;23-09-2017-14h-04m-24s;jue;TAP AIR PORTUGAL;12.3;1;5-10;23:50;€;LIS;11:30;FCO;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible;MAD
76;1;23-09-2017-14h-04m-24s;mar;TAP AIR PORTUGAL;12.3;1;3-10;23:50;€;LIS;11:30;FCO;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible;MAD
76;1;23-09-2017-14h-04m-24s;jue;TAP AIR PORTUGAL;12.8;1;5-10;9:10;€;LIS;20:20;FCO;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible;MAD
76;1;23-09-2017-14h-04m-24s;jue;TAP AIR PORTUGAL;17.6;1;5-10;23:50;€;LIS;6:15;FCO;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible;MAD
76;1;23-09-2017-14h-04m-24s;mar;TAP AIR PORTUGAL;17.6;1;3-10;23:50;€;LIS;6:15;FCO;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible;MAD
76;1;23-09-2017-14h-04m-24s;jue;TAP AIR PORTUGAL;18.2;1;5-10;14:35;€;LIS;20:20;FCO;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible;MAD
76;1;23-09-2017-14h-04m-24s;mar;TAP AIR PORTUGAL;18.2;1;3-10;14:35;€;LIS;20:20;FCO;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible;MAD
76;1;23-09-2017-14h-04m-24s;mar;TAP AIR PORTUGAL;21.5;1;3-10;14:35;€;LIS;17:05;FCO;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible;MAD
85;1;23-09-2017-14h-04m-24s;mié;Brussels Airlines;6.5;1;4-10;16:40;€;BRU;10:10;FCO;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible;MAD
85;1;23-09-2017-14h-04m-24s;jue;Brussels Airlines;6.5;1;5-10;16:40;€;BRU;10:10;FCO;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible;MAD
85;1;23-09-2017-14h-04m-24s;mié;Brussels Airlines;10.2;1;4-10;20:25;€;BRU;10:10;FCO;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible;MAD
85;1;23-09-2017-14h-04m-24s;mié;Brussels Airlines;13.2;1;4-10;23:20;€;BRU;10:10;FCO;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible;MAD
86;1;23-09-2017-14h-04m-24s;jue;TAP AIR PORTUGAL;15.9;1;5-10;22:10;€;LIS;6:15;FCO;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible;MAD
87;1;23-09-2017-14h-04m-24s;jue;Ryanair;2.6;0;5-10;20:00;€;;17:25;CIA;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible;MAD
87;1;23-09-2017-14h-04m-24s;mar;Ryanair;2.6;0;3-10;20:00;€;;17:25;CIA;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible;MAD
87;1;23-09-2017-14h-04m-24s;mié;Ryanair;2.8;0;4-10;19:10;€;;16:25;CIA;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible;MAD
87;1;23-09-2017-14h-04m-24s;sáb;Ryanair;2.8;0;7-10;12:15;€;;9:30;CIA;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible;MAD
87;1;23-09-2017-14h-04m-24s;sáb;Ryanair;2.8;0;7-10;19:10;€;;16:25;CIA;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible;MAD
95;1;23-09-2017-14h-04m-24s;lun;Brussels Airlines;10.2;1;2-10;20:25;€;BRU;10:10;FCO;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible;MAD
95;1;23-09-2017-14h-04m-24s;mié;Brussels Airlines;19.3;1;4-10;16:40;€;BRU;21:20;FCO;https://www.kayak.es/flights/ROM-MAD/2017-10-04-flexible;MAD
