price;number_destinations;download_date;day_week_0;airlines;duration_0;number_stops_0;date_0;arrival_time_0;currency;stops_0;depart_time_0;depart_airport_0;link;arrival_airport_0
31;1;23-09-2017-14h-06m-22s;jue;Ryanair;2.5;0;2-11;20:25;€;;17:55;MAD;https://www.kayak.es/flights/MAD-ROM/2017-11-01-flexible;CIA
37;1;23-09-2017-14h-06m-22s;sáb;Ryanair;2.5;0;4-11;16:10;€;;13:40;MAD;https://www.kayak.es/flights/MAD-ROM/2017-11-01-flexible;CIA
54;1;23-09-2017-14h-06m-22s;sáb;TAP AIR PORTUGAL;5.8;1;4-11;13:25;€;LIS;7:35;MAD;https://www.kayak.es/flights/MAD-ROM/2017-11-01-flexible;FCO
63;1;23-09-2017-14h-06m-22s;sáb;Alitalia;2.5;0;4-11;13:55;€;;11:25;MAD;https://www.kayak.es/flights/MAD-ROM/2017-11-01-flexible;FCO
64;1;23-09-2017-14h-06m-22s;sáb;Alitalia;2.4;0;4-11;20:20;€;;17:55;MAD;https://www.kayak.es/flights/MAD-ROM/2017-11-01-flexible;FCO
68;1;23-09-2017-14h-06m-22s;sáb;Ryanair;2.5;0;4-11;9:00;€;;6:30;MAD;https://www.kayak.es/flights/MAD-ROM/2017-11-01-flexible;CIA
68;1;23-09-2017-14h-06m-22s;jue;Brussels Airlines;8;1;2-11;20:40;€;BRU;12:40;MAD;https://www.kayak.es/flights/MAD-ROM/2017-11-01-flexible;FCO
68;1;23-09-2017-14h-06m-22s;jue;Brussels Airlines;9.9;1;2-11;22:35;€;BRU;12:40;MAD;https://www.kayak.es/flights/MAD-ROM/2017-11-01-flexible;FCO
68;1;23-09-2017-14h-06m-22s;mié;Brussels Airlines;9.9;1;1-11;22:35;€;BRU;12:40;MAD;https://www.kayak.es/flights/MAD-ROM/2017-11-01-flexible;FCO
68;1;23-09-2017-14h-06m-22s;jue;Brussels Airlines;10.4;1;2-11;16:50;€;BRU;6:25;MAD;https://www.kayak.es/flights/MAD-ROM/2017-11-01-flexible;FCO
