price;number_destinations;download_date;day_week_0;airlines;duration_0;number_stops_0;date_0;arrival_time_0;currency;stops_0;depart_time_0;depart_airport_0;link;arrival_airport_0
10;1;23-09-2017-14h-05m-03s;mié;Ryanair;2.6;0;8-11;23:25;€;;20:50;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
24;1;23-09-2017-14h-05m-03s;mié;Ryanair;2.6;0;8-11;19:10;€;;16:35;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
24;1;23-09-2017-14h-05m-03s;mié;Ryanair;2.6;0;8-11;12:00;€;;9:25;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
24;1;23-09-2017-14h-05m-03s;mar;Ryanair;2.6;0;14-11;23:25;€;;20:50;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
28;1;23-09-2017-14h-05m-03s;jue;Ryanair;2.6;0;9-11;23:25;€;;20:50;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
34;1;23-09-2017-14h-05m-03s;jue;Ryanair;2.6;0;9-11;19:10;€;;16:35;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
34;1;23-09-2017-14h-05m-03s;mar;Ryanair;2.6;0;14-11;12:00;€;;9:25;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
34;1;23-09-2017-14h-05m-03s;mar;Ryanair;2.6;0;14-11;19:10;€;;16:35;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
40;1;23-09-2017-14h-05m-03s;sáb;Ryanair;2.6;0;11-11;19:10;€;;16:35;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
48;1;23-09-2017-14h-05m-03s;jue;Ryanair;2.6;0;9-11;12:00;€;;9:25;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
48;1;23-09-2017-14h-05m-03s;vie;Ryanair;2.6;0;10-11;12:00;€;;9:25;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
48;1;23-09-2017-14h-05m-03s;lun;Ryanair;2.6;0;13-11;23:35;€;;21:00;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
48;1;23-09-2017-14h-05m-03s;sáb;Ryanair;2.6;0;11-11;23:25;€;;20:50;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
65;1;23-09-2017-14h-05m-03s;lun;Ryanair;2.6;0;13-11;12:00;€;;9:25;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
65;1;23-09-2017-14h-05m-03s;sáb;Ryanair;2.6;0;11-11;12:00;€;;9:25;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
77;1;23-09-2017-14h-05m-03s;vie;TAP AIR PORTUGAL;5.3;1;10-11;11:30;€;LIS;6:10;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
77;1;23-09-2017-14h-05m-03s;lun;TAP AIR PORTUGAL;6.1;1;13-11;17:50;€;LIS;11:45;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
77;1;23-09-2017-14h-05m-03s;vie;TAP AIR PORTUGAL;6.1;1;10-11;17:50;€;LIS;11:45;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
77;1;23-09-2017-14h-05m-03s;jue;TAP AIR PORTUGAL;6.1;1;9-11;17:50;€;LIS;11:45;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
77;1;23-09-2017-14h-05m-03s;sáb;TAP AIR PORTUGAL;6.1;1;11-11;20:20;€;LIS;14:15;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
77;1;23-09-2017-14h-05m-03s;sáb;TAP AIR PORTUGAL;6.1;1;11-11;17:50;€;LIS;11:45;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
77;1;23-09-2017-14h-05m-03s;sáb;TAP AIR PORTUGAL;8.6;1;11-11;20:20;€;LIS;11:45;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
77;1;23-09-2017-14h-05m-03s;mar;TAP AIR PORTUGAL;8.8;1;14-11;23:00;€;LIS;14:15;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
77;1;23-09-2017-14h-05m-03s;mar;TAP AIR PORTUGAL;9.8;1;14-11;15:55;€;LIS;6:10;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
77;1;23-09-2017-14h-05m-03s;mié;TAP AIR PORTUGAL;9.8;1;8-11;15:55;€;LIS;6:10;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
77;1;23-09-2017-14h-05m-03s;lun;TAP AIR PORTUGAL;11.2;1;13-11;23:00;€;LIS;11:45;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
77;1;23-09-2017-14h-05m-03s;lun;TAP AIR PORTUGAL;11.7;1;13-11;17:50;€;LIS;6:10;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
77;1;23-09-2017-14h-05m-03s;vie;TAP AIR PORTUGAL;11.7;1;10-11;17:50;€;LIS;6:10;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
77;1;23-09-2017-14h-05m-03s;jue;TAP AIR PORTUGAL;11.7;1;9-11;17:50;€;LIS;6:10;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
77;1;23-09-2017-14h-05m-03s;mié;TAP AIR PORTUGAL;11.7;1;8-11;17:50;€;LIS;6:10;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
77;1;23-09-2017-14h-05m-03s;sáb;TAP AIR PORTUGAL;11.7;1;11-11;17:50;€;LIS;6:10;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
77;1;23-09-2017-14h-05m-03s;sáb;TAP AIR PORTUGAL;14.2;1;11-11;20:20;€;LIS;6:10;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
77;1;23-09-2017-14h-05m-03s;mar;TAP AIR PORTUGAL;16.8;1;14-11;23:00;€;LIS;6:10;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
77;1;23-09-2017-14h-05m-03s;lun;TAP AIR PORTUGAL;20.3;1;13-11;15:55;€;LIS;19:35;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
77;1;23-09-2017-14h-05m-03s;mar;TAP AIR PORTUGAL;21.2;1;14-11;11:30;€;LIS;14:15;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
77;1;23-09-2017-14h-05m-03s;jue;TAP AIR PORTUGAL;21.2;1;9-11;11:30;€;LIS;14:15;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
77;1;23-09-2017-14h-05m-03s;sáb;TAP AIR PORTUGAL  - Portugalia opera el vuel;21.2;1;11-11;11:30;€;LIS;14:15;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
77;1;23-09-2017-14h-05m-03s;jue;TAP AIR PORTUGAL;21.6;1;9-11;9:20;€;LIS;11:45;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
79;1;23-09-2017-14h-05m-03s;lun;TAP AIR PORTUGAL;22.2;1;13-11;17:50;€;LIS;19:35;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
79;1;23-09-2017-14h-05m-03s;vie;TAP AIR PORTUGAL;22.2;1;10-11;17:50;€;LIS;19:35;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
79;1;23-09-2017-14h-05m-03s;mié;TAP AIR PORTUGAL;22.2;1;8-11;17:50;€;LIS;19:35;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
79;1;23-09-2017-14h-05m-03s;vie;TAP AIR PORTUGAL;24.8;1;10-11;20:20;€;LIS;19:35;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
81;1;23-09-2017-14h-05m-03s;mar;Air France;10.5;1;14-11;16:50;€;CDG;6:20;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
83;1;23-09-2017-14h-05m-03s;sáb;Ryanair / FlixBus;10.8;2;11-11;19:40;€;CGN, FRA;8:55;CIA;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
85;1;23-09-2017-14h-05m-03s;mar;Iberia;2.6;0;14-11;14:35;€;;12:00;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
86;1;23-09-2017-14h-05m-03s;mié;Brussels Airlines;5.2;1;8-11;11:50;€;BRU;6:35;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
86;1;23-09-2017-14h-05m-03s;mar;Brussels Airlines;5.2;1;14-11;11:50;€;BRU;6:35;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
86;1;23-09-2017-14h-05m-03s;vie;Brussels Airlines;5.2;1;10-11;11:50;€;BRU;6:35;FCO;https://www.kayak.es/flights/ROM-MAD/2017-11-11-flexible;MAD
