price;number_destinations;download_date;day_week_0;airlines;duration_0;number_stops_0;date_0;arrival_time_0;currency;stops_0;depart_time_0;depart_airport_0;link;arrival_airport_0
42;1;23-09-2017-14h-05m-35s;jue;Ryanair;2.6;0;4-01;19:10;€;;16:35;CIA;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
42;1;23-09-2017-14h-05m-35s;jue;Ryanair;2.6;0;4-01;23:25;€;;20:50;CIA;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
42;1;23-09-2017-14h-05m-35s;jue;Ryanair;2.6;0;4-01;12:00;€;;9:25;CIA;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
50;1;23-09-2017-14h-05m-35s;mié;Ryanair;2.6;0;3-01;12:00;€;;9:25;CIA;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
50;1;23-09-2017-14h-05m-35s;mié;Ryanair;2.6;0;3-01;23:25;€;;20:50;CIA;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
60;1;23-09-2017-14h-05m-35s;mié;Ryanair;2.6;0;3-01;19:10;€;;16:35;CIA;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
72;1;23-09-2017-14h-05m-35s;mar;Ryanair;2.6;0;2-01;12:00;€;;9:25;CIA;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
72;1;23-09-2017-14h-05m-35s;mar;Ryanair;2.6;0;2-01;23:25;€;;20:50;CIA;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
85;1;23-09-2017-14h-05m-35s;jue;Air Europa;2.7;0;4-01;22:10;€;;19:30;FCO;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
86;1;23-09-2017-14h-05m-35s;mar;Brussels Airlines;5.2;1;2-01;11:50;€;BRU;6:35;FCO;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
86;1;23-09-2017-14h-05m-35s;mié;Brussels Airlines;5.2;1;3-01;11:50;€;BRU;6:35;FCO;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
86;1;23-09-2017-14h-05m-35s;jue;Brussels Airlines;5.2;1;4-01;11:50;€;BRU;6:35;FCO;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
86;1;23-09-2017-14h-05m-35s;mar;Brussels Airlines;10.3;1;2-01;16:55;€;BRU;6:35;FCO;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
86;1;23-09-2017-14h-05m-35s;mié;Brussels Airlines;10.3;1;3-01;16:55;€;BRU;6:35;FCO;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
86;1;23-09-2017-14h-05m-35s;jue;Brussels Airlines;10.3;1;4-01;16:55;€;BRU;6:35;FCO;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
86;1;23-09-2017-14h-05m-35s;mié;Brussels Airlines;16.7;1;3-01;23:15;€;BRU;6:35;FCO;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
86;1;23-09-2017-14h-05m-35s;jue;Brussels Airlines;16.7;1;4-01;23:15;€;BRU;6:35;FCO;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
87;1;23-09-2017-14h-05m-35s;mar;Ryanair;2.6;0;2-01;19:10;€;;16:35;CIA;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
87;1;23-09-2017-14h-05m-35s;dom;Ryanair;2.6;0;31-12;19:10;€;;16:35;CIA;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
87;1;23-09-2017-14h-05m-35s;lun;Ryanair;2.6;0;1-01;23:35;€;;21:00;CIA;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
103;1;23-09-2017-14h-05m-35s;mié;TAP AIR PORTUGAL;22.2;1;3-01;17:50;€;LIS;19:35;FCO;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
103;1;23-09-2017-14h-05m-35s;mié;TAP AIR PORTUGAL;24.8;1;3-01;20:20;€;LIS;19:35;FCO;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
104;1;23-09-2017-14h-05m-35s;sáb;Ryanair;2.6;0;30-12;19:10;€;;16:35;CIA;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
104;1;23-09-2017-14h-05m-35s;dom;Ryanair;2.6;0;31-12;12:00;€;;9:25;CIA;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
104;1;23-09-2017-14h-05m-35s;lun;Ryanair;2.6;0;1-01;19:10;€;;16:35;CIA;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
104;1;23-09-2017-14h-05m-35s;vie;Ryanair;2.6;0;29-12;23:25;€;;20:50;CIA;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
108;1;23-09-2017-14h-05m-35s;sáb;Brussels Airlines;5.2;1;30-12;11:50;€;BRU;6:35;FCO;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
108;1;23-09-2017-14h-05m-35s;vie;Brussels Airlines;10.3;1;29-12;16:55;€;BRU;6:35;FCO;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
118;1;23-09-2017-14h-05m-35s;mié;Brussels Airlines;18.2;1;3-01;11:50;€;BRU;17:40;FCO;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
118;1;23-09-2017-14h-05m-35s;mié;Brussels Airlines;23.2;1;3-01;16:55;€;BRU;17:40;FCO;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
119;1;23-09-2017-14h-05m-35s;mié;TAP AIR PORTUGAL;11.7;1;3-01;17:50;€;LIS;6:10;FCO;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
119;1;23-09-2017-14h-05m-35s;mié;TAP AIR PORTUGAL  - Portugalia opera el vuel;20.3;1;3-01;15:55;€;LIS;19:35;FCO;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
123;1;23-09-2017-14h-05m-35s;jue;Norwegian;9.4;1;4-01;17:20;€;ARN;7:55;FCO;https://www.kayak.es/flights/ROM-MAD/2018-01-01-flexible;MAD
