number_stops_0;day_week_1;depart_airport_0;number_destinations;date_0;download_date;link;depart_time_1;day_week_0;duration_0;duration_1;currency;price;arrival_time_0;arrival_time_1;arrival_airport_0;stops_1;depart_airport_1;stops_0;airlines;date_1;number_stops_1;arrival_airport_1;depart_time_0
1;sáb;BKK;2;1-06;23-09-2017-14h-57m-24s;https://www.kayak.es/flights/BKK-MAD/2018-06-04-flexible/2018-06-05-flexible;10:55;vie;16.1;17.8;€;724;22:45;9:40;MAD;LHR;MAD;LHR;British Airways  - Iberia opera el vuel;2-06;1;BKK;11:40
1;sáb;BKK;2;1-06;23-09-2017-14h-57m-24s;https://www.kayak.es/flights/BKK-MAD/2018-06-04-flexible/2018-06-05-flexible;11:40;vie;16.1;17;€;787;22:45;9:40;MAD;LHR;MAD;LHR;British Airways  - Iberia opera el vuel;2-06;1;BKK;11:40
1;vie;BKK;2;5-06;23-09-2017-14h-57m-24s;https://www.kayak.es/flights/BKK-MAD/2018-06-04-flexible/2018-06-05-flexible;7:20;mar;28.3;21.5;€;854;9:10;9:50;MAD;AMS;MAD;CDG;Air France / KLM  - Air Europa opera el vuel;8-06;1;BKK;9:50
1;jue;BKK;2;4-06;23-09-2017-14h-57m-24s;https://www.kayak.es/flights/BKK-MAD/2018-06-04-flexible/2018-06-05-flexible;12:50;lun;16.3;16;€;857;23:25;9:50;MAD;AMS;MAD;AMS;KLM;7-06;1;BKK;12:05
1;vie;BKK;2;3-06;23-09-2017-14h-57m-24s;https://www.kayak.es/flights/BKK-MAD/2018-06-04-flexible/2018-06-05-flexible;10:00;dom;28.3;16.6;€;858;9:10;7:35;MAD;CDG;MAD;CDG;Air France;8-06;1;BKK;9:50
1;sáb;BKK;2;1-06;23-09-2017-14h-57m-24s;https://www.kayak.es/flights/BKK-MAD/2018-06-04-flexible/2018-06-05-flexible;13:35;vie;16.1;15.1;€;1179;22:45;9:40;MAD;LHR;MAD;LHR;British Airways  - Iberia opera el vuel;2-06;1;BKK;11:40
1;mar;BKK;2;4-06;23-09-2017-14h-57m-24s;https://www.kayak.es/flights/BKK-MAD/2018-06-04-flexible/2018-06-05-flexible;19:40;lun;25.2;28.8;€;1282;9:15;5:30;MAD;ZRH;MAD;ZRH;SWISS  - Swiss Global, Thai Airways Intl opera el vuel;5-06;1;BKK;13:05
1;mar;BKK;2;2-06;23-09-2017-14h-57m-24s;https://www.kayak.es/flights/BKK-MAD/2018-06-04-flexible/2018-06-05-flexible;6:20;sáb;16.3;18.2;€;1596;11:50;5:35;MAD;BRU;MAD;BRU;Brussels Airlines  - Thai Airways opera el vuel;5-06;1;BKK;0:30
1;jue;BKK;2;5-06;23-09-2017-14h-57m-24s;https://www.kayak.es/flights/BKK-MAD/2018-06-04-flexible/2018-06-05-flexible;6:20;mar;21.2;18.2;€;1596;16:40;5:35;MAD;BRU;MAD;BRU;Brussels Airlines  - Thai Airways opera el vuel;7-06;1;BKK;0:30
2;mar;BKK;2;2-06;23-09-2017-14h-57m-24s;https://www.kayak.es/flights/BKK-MAD/2018-06-04-flexible/2018-06-05-flexible;6:20;sáb;36.4;18.2;€;4175;7:55;5:35;MAD;BRU;MAD;BRU, YYZ;Brussels Airlines  - Thai Airways, Air Canada opera el vuel;5-06;1;BKK;0:30
