link;download_date;price;currency;airlines;number_destinations;duration_0;stops_0;number_stops_0;date_0;depart_time_0;arrival_time_0;depart_airport_0;arrival_airport_0;day_week_0
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-13h-56m-20s;34;€;Ryanair;1;2.8;;0;25-10;9:30;12:15;CIA;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-13h-56m-20s;40;€;Ryanair;1;2.8;;0;25-10;16:25;19:10;CIA;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-13h-56m-20s;41;€;Ryanair;1;16.8;IBZ;1;25-10;6:40;23:30;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-13h-56m-20s;48;€;Ryanair;1;2.6;;0;26-10;17:25;20:00;CIA;MAD;jue
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-13h-56m-20s;48;€;Ryanair;1;2.6;;0;25-10;17:25;20:00;CIA;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-13h-56m-20s;48;€;Ryanair;1;2.8;;0;26-10;9:30;12:15;CIA;MAD;jue
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-13h-56m-20s;48;€;Ryanair;1;2.8;;0;26-10;16:25;19:10;CIA;MAD;jue
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-13h-56m-20s;48;€;Ryanair;1;2.8;;0;24-10;9:30;12:15;CIA;MAD;mar
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-13h-56m-20s;57;€;Vueling;1;2.8;;0;25-10;21:50;0:35;FCO;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-13h-56m-20s;62;€;Ryanair / Wizz Air;1;13.1;SOF;1;25-10;8:00;21:05;CIA;MAD;mié
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-13h-56m-20s;65;€;Ryanair;1;2.8;;0;28-10;16:25;19:10;CIA;MAD;sáb
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-13h-56m-20s;65;€;Ryanair;1;2.8;;0;23-10;16:25;19:10;CIA;MAD;lun
https://www.kayak.es/flights/ROM-MAD/2017-10-25-flexible;23-09-2017-13h-56m-20s;65;€;Ryanair;1;2.8;;0;24-10;16:25;19:10;CIA;MAD;mar
